lambda,theta
0.5706719,0.51312255
0.49056478,0.7433648
0.43379836,0.35658123
0.64416206,0.60928466
0.32954217,0.76729777
0.68115412,0.86069873
0.5225675,0.57428561
0.58811838,0.62905902
0.3291464,0.57244933
0.49226051,0.43314833
0.5760614,0.5849694
0.63937983,0.63179716
0.4809446,0.29483576
0.50731131,0.65752186
0.53299918,0.41266417
0.73971451,0.35947306
0.36024146,0.63563475
0.73694575,0.40300296
0.34171841,0.78287263
0.52265716,0.7738947
0.60148899,0.49538481
0.50078173,0.36103264
0.92265396,0.30712568
1.0230189,0.32891762
0.35209184,0.75078455
0.42069877,0.64547843
0.43659661,0.78004651
0.60193112,0.36904547
0.54957432,0.47857474
0.2954607,0.77727999
0.84143782,0.36045799
0.56304587,0.55549019
0.79978754,0.21792057
0.62419998,0.58471748
0.57703243,0.51834039
0.42123318,0.7251396
0.69871069,0.35230427
0.69914777,0.25010033
0.56304439,0.45023651
0.41289769,0.45292068
0.40006767,0.53080537
0.43010733,0.51877472
0.43213476,0.46715761
0.37260559,0.46615146
0.55202034,0.54062482
0.56185369,0.39399191
0.46453899,0.57062266
0.66435305,0.62629437
0.454342,0.40863561
0.68030358,0.68617215
0.4782995,0.35972355
0.58202983,0.43377218
0.36730164,0.63090187
0.56488187,0.44996997
0.53938622,0.40119704
0.57002701,0.39413009
0.70551933,0.57578906
0.34986772,0.47489763
0.5274793,0.58472872
0.61021229,0.60890768
0.93638193,0.43014251
0.43326924,0.78394077
0.25255105,0.8553683
0.80686676,0.28652666
0.4259823,0.5914553
0.4320464,0.36097342
0.60573862,0.53851872
0.39187028,0.43902012
0.5936488,0.35452446
0.53543049,0.25921012
0.95227227,0.26379429
0.44114148,0.73976236
0.67184164,0.40223733
0.47044163,0.49033615
0.5766498,0.48318735
0.48044653,0.28262261
0.46208826,0.56287463
0.47655184,0.44517424
0.51428003,0.7094396
0.80028655,0.50208633
1.2344287,0.19805749
1.1520496,0.43677583
0.39827162,0.69780153
0.43273328,0.73497194
0.67737493,0.33572789
0.75218064,0.42506733
0.33453393,0.70503182
0.50654599,0.6156559
0.51681523,0.38050467
0.62069466,0.39121147
0.59526797,0.48405266
0.61502116,0.40909427
0.33819057,0.70695557
0.44282135,0.61302781
0.33287769,0.65297133
0.35171953,0.48385325
0.49015496,0.44036487
0.72471889,0.39515964
0.75409236,0.43422217
0.74857195,0.3407012
0.57130883,0.42590013
0.72591515,0.37550335
0.31059316,0.61224642
0.53161326,0.60408536
0.79880282,0.30038204
0.49163748,0.61897572
0.30325221,0.69262171
1.0895481,0.21750945
1.3926183,0.31701994
0.99533135,0.18485873
0.33770535,0.69841934
0.59995467,0.50806093
0.6820829,0.27837473
0.48244897,0.69250223
0.4681326,0.81818677
0.46835378,0.5355803
0.54930897,0.68357512
0.40311232,0.42884345
0.43289746,0.4454117
0.67614688,0.69742194
0.60749642,0.50873775
0.38162117,0.60386179
0.46653275,0.46166209
0.49217573,0.71926414
0.34685064,0.56759417
0.48927306,0.83398718
0.48692304,0.93053025
0.42486517,0.92743179
0.35645647,0.73740969
0.59540838,0.5839686
0.66703467,0.60055507
0.3721211,0.72125461
0.5103253,0.34517076
0.31623538,0.62480422
0.73640979,0.27913153
1.0296951,0.39250312
1.1669237,0.46545062
0.43758523,0.39146803
0.60140566,0.71430849
0.43186691,0.61476795
0.33833018,0.51583473
0.34951967,0.46769809
0.66123489,0.73314647
0.58523074,0.29059615
0.48278114,0.59102642
0.41217435,0.63282208
0.37185168,0.42501268
0.33025488,0.65947646
0.67184439,0.47157645
0.51702033,0.51660062
0.66291483,0.545468
0.2544424,0.52717612
0.43320224,0.61463363
0.30399665,0.49531678
0.9220259,0.3859762
0.7277458,0.31061289
0.34276864,0.65900963
0.720659,0.25436163
0.5331788,0.79298872
0.81178707,0.24864506
0.67378055,0.35520737
0.67177636,0.74455735
0.55033991,0.30181554
0.44236879,0.75756337
0.54813849,0.70077202
0.39229584,0.47396418
0.31652768,0.7926846
0.79338839,0.68661293
0.43901657,0.59532051
0.3916981,0.49768051
0.39676367,0.50214829
0.7294432,0.37598368
0.84256255,0.70078481
0.71921474,0.56086209
0.72097281,0.28442382
0.69120161,0.53129153
0.33333418,0.59892495
0.41659678,0.6222432
0.84350732,0.34024425
0.25719014,0.730693
0.6314713,0.68304316
0.54511175,0.71883069
0.55754505,0.35764374
0.79183419,0.37334915
0.75705064,0.29774017
0.82124776,0.41931562
0.90034747,0.30244732
0.54697753,0.94638138
0.72710014,0.42836145
0.27973802,0.5011996
0.78315176,0.59793383
0.68298532,0.66102995
0.75567335,0.50614152
0.53234438,0.24042992
1.2334487,0.42786222
0.69728168,0.63416126
0.37903821,0.38397087
0.37484301,0.37281962
0.53950722,0.73420963
0.59415737,0.84083263
0.50262512,0.91612769
0.31193063,0.77721942
0.54329359,0.61926898
0.51027579,0.39830767
0.48486648,0.58207587
0.3978635,0.51278717
0.75600695,0.47863927
0.65990564,0.31772301
0.47772012,0.52873668
0.30577423,0.41246553
0.45876426,0.92350612
0.81264137,0.96539269
0.41640841,0.5432474
0.52284739,0.23318911
0.87091733,0.39658851
0.81066351,0.1903892
0.6870275,0.42014637
0.46593296,0.79982489
0.53479767,0.61670485
0.36526986,0.41493555
0.58029876,0.51480399
0.31566595,0.5241843
0.28556333,0.62561608
0.46217649,0.87179903
0.6059488,0.31390378
0.46496567,0.63025874
0.51953294,0.41091782
0.90695349,0.49251164
0.56363062,0.49648128
0.52050569,0.4450416
0.70773726,0.63233709
0.29657909,0.69888056
0.38642978,0.5053644
0.53389487,0.43127677
0.47921965,0.35298576
0.50029851,0.65572667
0.39295567,0.43114709
0.45826545,0.50428156
0.52479848,0.51437354
0.5558591,0.54276581
0.40521898,0.51588135
0.70336799,0.61189877
0.85666052,0.23444056
0.43728569,0.45886872
0.63991076,0.44365498
0.57379756,0.44066819
0.34476654,0.60210926
0.69807346,0.62207528
0.39197494,0.55434614
0.52112517,0.39856035
0.52829251,0.3325773
0.61864881,0.59849173
0.56997482,0.67937538
0.49043889,0.39767581
0.55538892,0.82771668
0.27993361,0.42482717
0.38435553,0.70680546
0.34730292,0.77675533
0.79747557,0.39593369
0.657039,0.5606447
0.52002029,0.70994027
0.41382412,0.4129607
0.78808412,0.56331161
0.63571881,0.22949757
0.61686348,0.40044114
0.71442221,0.39510927
0.92142609,0.28268488
0.33734958,0.76858936
0.45654579,0.87215748
0.73265897,0.26833443
0.37928175,0.84965844
0.59039429,0.81759717
0.37604458,0.81013734
0.40735162,0.76017762
0.51908032,0.31738824
0.52300904,0.55195164
0.46845193,0.39356406
0.38714795,0.47597143
0.41069955,0.42491071
0.37129899,0.58685707
0.4959074,0.65349494
0.53161046,0.42719555
0.49892671,0.68405972
0.52257926,0.65077867
0.45613625,0.77225339
0.26061512,0.86705652
0.74493518,0.23503668
0.31589586,0.73720166
0.98225209,0.25084663
0.81941017,0.30346559
0.46734027,0.59426714
0.59775578,0.73985566
0.29800411,0.54896512
0.48204242,0.5898591
0.35230672,0.38629364
0.38317115,0.42326341
0.72488094,0.44472297
0.64775224,0.46370636
0.44381649,0.57629916
0.57828481,0.51739711
0.40127999,0.5925477
0.6574803,0.50034601
0.79981353,0.31908023
0.5644778,0.7343028
0.92960694,0.4069543
0.28399555,0.82614825
0.34970262,0.82723584
0.32078937,0.78302811
0.530472,0.78427333
0.46352925,0.34079873
0.60065296,0.88586917
0.60531972,0.83542165
0.66075093,0.81329002
0.82128617,0.59692772
0.30027261,0.65473845
0.31464424,0.6868787
0.90272889,0.20438783
0.34824041,0.95049093
0.83235856,0.62906855
0.39244468,0.26990643
0.36292022,0.63541381
0.50725524,0.37023671
0.35826393,0.64079639
0.66539721,0.42469341
0.45319396,0.43012831
0.52689551,0.51933134
0.37481478,0.59851232
0.53283912,0.65008949
0.44906162,0.36855585
0.56755289,0.86898173
0.555864,0.29276795
0.49878431,0.59584182
0.57031879,0.60824741
0.29146086,0.749496
0.83224444,0.50115076
0.63929397,0.36524567
0.54788486,0.46092063
0.46668553,0.47058349
0.49418418,0.70222369
0.56835753,0.37458194
0.7291736,0.28441365
0.36661052,0.70955308
0.40188844,0.66831081
0.64106363,0.29623385
0.53064046,0.61529255
0.46718671,0.55205508
0.46020842,0.55502462
0.48943644,0.50991084
0.5305786,0.59980265
0.49187091,0.46393349
0.46915809,0.34877641
0.54994764,0.63599387
0.41989019,0.64532085
0.33250633,0.5542784
0.56367041,0.72369504
0.51147909,0.58715246
0.37241274,0.5655587
0.85911021,0.68788777
0.70888958,0.29854422
0.41248104,0.65878937
0.42171459,0.65429361
0.44735696,0.79924477
0.71218221,0.20647699
0.77971645,0.70698758
0.63509768,0.62183663
0.68189773,0.62506759
0.6018296,0.43486613
0.50917263,0.52783584
0.49620338,0.71432032
0.51048963,0.32710295
0.56089397,0.52933509
0.43681033,0.63870511
0.63604855,0.6813477
0.37026273,0.42654261
0.46444943,0.32091069
0.84053944,0.58899174
0.76538651,0.43544724
0.7579258,0.40923997
0.59938625,0.32027329
0.50342577,0.53307367
0.70712026,0.46558846
0.43673948,0.46455222
0.73998073,0.5413118
0.56041414,0.27615866
0.91079701,0.64765302
0.29166817,0.55493152
0.37108512,0.73234927
0.70380914,0.4863675
0.63534251,0.31018115
0.71242599,0.56307777
0.3615619,0.5203388
0.73729192,0.55171827
0.62707446,0.30934134
0.70398346,0.51852509
0.56585117,0.63915119
0.45285892,0.60589336
0.395953,0.55556824
0.55466146,0.66914626
0.41000412,0.68617007
0.47781565,0.50694734
0.53811932,0.50819048
1.0064058,0.2568791
0.45735277,0.8860942
0.37855385,0.69364569
0.42020693,0.60678571
0.50490663,0.81247672
0.6061647,0.33653005
1.5558321,0.41302356
0.74082562,0.1909785
0.82474764,0.21152975
0.41002816,0.79618533
0.47605805,0.78703369
0.48731999,0.41277001
0.63169247,0.80493877
0.41448031,0.32497234
0.68201098,0.93827953
0.73498888,0.93347131
0.40920901,0.81927565
0.82453185,0.28440214
0.72263389,0.29535421
0.60782543,0.39153656
0.58639349,0.43237193
0.7194398,0.37376797
0.64625914,0.38750739
0.80893103,0.81137034
0.40667983,0.38221334
0.58479305,0.6944931
0.6771651,0.24939539
0.58841074,0.42905647
0.52198582,0.50193142
0.51601766,0.95480047
0.5366403,0.35096214
0.64759265,0.43436415
0.62424843,0.43653155
0.38500092,0.547207
0.56428138,0.71016161
0.51004902,0.3407743
0.95098501,0.54503153
0.38637354,0.55476029
0.58147605,0.78602625
0.687064,0.74133
0.67220627,0.27880515
0.62494143,0.66093157
0.43207137,0.37825493
0.75153856,0.68587125
0.75190735,0.3161117
0.42433634,0.59134716
0.41724539,0.6940481
0.36962481,0.51738294
0.53136696,0.52572356
0.59487754,0.40794807
0.60446634,0.51969288
0.59909309,0.58030641
0.43860724,0.52365693
0.46770785,0.25548817
0.40601266,0.54271679
0.49081318,0.58352878
0.53749934,0.65100648
0.93455702,0.36996802
0.62776885,0.59931215
0.56447259,0.68862131
0.62902888,0.68804521
0.36312416,0.67741879
0.51970389,0.60634473
0.39424616,0.42112092
0.49618559,0.68853157
0.52051579,0.43413696
0.60101205,0.47583948
0.49015788,0.48374731
0.64716037,0.42193711
0.47878224,0.44193297
0.4929475,0.62431257
0.52860545,0.54280685
0.55131455,0.39462457
0.53264599,0.61041968
0.46018394,0.76900021
0.53334575,0.47457428
0.34706576,0.63958887
0.51538269,0.67100216
0.53474425,0.34472883
0.67425464,0.38695603
0.38818667,0.59118205
0.36251388,0.63399965
0.49325598,0.64800933
0.48717399,0.69300321
0.64553695,0.56509706
0.44624375,0.38434257
0.94466281,0.49318528
0.51510344,0.86192246
0.45288269,0.60246868
0.50710953,0.31197158
0.53527785,0.24176685
0.34026449,0.55192913
0.8455616,0.85155431
0.78221061,0.21472461
0.73589938,0.79411055
0.60286237,0.79938221
0.61681697,0.55069964
0.52800384,0.40609233
0.51935616,0.49608295
0.71059349,0.24603721
0.55205732,0.52161925
0.57402653,0.60191641
0.66498543,0.5348938
0.48291612,0.60291732
0.66189331,0.68026427
0.83174422,0.30007429
0.82365779,0.32054303
0.39620245,0.7969389
0.45060358,0.83607315
0.45072098,0.46213942
0.92686749,0.40003148
0.3867572,0.45890841
0.71587429,0.42233657
0.48147174,0.59013294
0.72512635,0.49292444
0.60479271,0.59571593
0.56833219,0.47977935
0.6409416,0.52016601
0.39632247,0.39922232
0.48723029,0.77335063
0.50166175,0.5918473
0.56387831,0.47872965
0.3633897,0.54394179
0.35699232,0.55498882
0.8128755,0.34285926
0.88450908,0.4689036
0.8602279,0.18543354
0.38717181,0.60265747
0.36347702,0.91078668
0.50384415,0.40860003
0.5414453,0.55986414
0.40421833,0.56288169
0.4825622,0.50899271
0.41082042,0.52748116
0.61362224,0.58551282
0.32696842,0.45067722
0.79844194,0.68698317
0.64609587,0.62667889
0.87262323,0.72898912
0.32924451,0.61364949
0.61376525,0.95227077
0.29729119,0.88521034
0.33766746,0.83691443
0.57801763,0.87051567
0.33120398,0.36978082
0.90238276,0.46570878
0.9840183,0.35694245
0.56841748,0.2892499
0.46825749,0.72717315
0.71750298,0.31997905
0.69141575,0.44244699
0.60913954,0.34012525
0.54486733,0.40852747
0.69010348,0.34095614
0.76942505,0.36513733
0.53920502,0.27905589
0.69295544,0.40250905
0.72272408,0.31499346
0.75581706,0.44242314
1.3533218,0.20477563
0.32691888,0.64124236
0.86096769,0.30831833
0.84422054,0.32327306
0.70391455,0.3559597
0.45811767,0.79902523
0.3365152,0.77553884
0.62983138,0.67846861
0.38003761,0.44762987
0.81840289,0.47991396
0.24169343,0.8021307
0.5329007,0.75494209
0.61267496,0.23547211
0.61680969,0.28290873
0.69232461,0.60787402
0.50088746,0.65410992
0.80174925,0.29343313
0.42745159,0.54478443
0.53879533,0.59911802
0.71227829,0.61211532
0.38079574,0.639643
0.63409393,0.53898988
0.71305439,0.6836082
0.34461819,0.51053981
0.41594522,0.81288888
0.406042,0.78438678
0.55454375,0.62336048
0.5488094,0.52283309
1.0348742,0.41060619
0.6243641,0.39893194
0.46118626,0.82282181
0.4352272,0.69091692
0.82522083,0.47949871
0.58555946,0.45094734
0.49689832,0.43562476
0.49332971,0.72621566
0.50339656,0.37320793
0.41683498,0.86978034
0.62250762,0.70387153
0.95052888,0.71899984
0.71311068,0.61544917
0.38905161,0.65565814
0.61206906,0.45091466
0.33881247,0.55215951
0.56223731,0.6392977
0.45526177,0.54086389
0.8139385,0.29239489
0.38086094,0.71752734
0.5707895,0.48757359
0.53265166,0.51418918
0.62448307,0.61976608
0.35179991,0.46175567
0.72627112,0.32561046
0.53131487,0.46364601
0.41002719,0.47499345
0.74633102,0.23883616
0.57204059,0.55850428
0.45538834,0.77120651
1.146775,0.34270008
0.52913687,0.38973944
0.658591,0.47212014
0.55563825,0.53473522
0.38107909,0.72807646
0.45252843,0.65933757
0.58136949,0.35093915
0.4387388,0.74491017
0.38544493,0.76817468
0.44590306,0.44617582
1.3241882,0.21020795
1.0831701,0.16750929
0.25021703,0.81456515
0.80601539,0.97706664
0.36944254,0.49631714
0.9357628,0.49464609
0.59774033,0.44528007
1.1077825,0.43112372
0.48700226,0.45053698
0.4448374,0.50963331
0.59148285,0.60053008
0.44189534,0.50449176
0.34647324,0.75260529
0.75106581,0.37428143
0.46881491,0.66581329
0.38776448,0.72002626
0.40679537,0.66428923
0.63432181,0.46697034
0.41962283,0.63972525
0.55425314,0.71104153
0.4778273,0.43955781
0.41049871,0.68409718
0.54817703,0.46266704
0.52977882,0.51334023
0.47526103,0.47450128
0.82596744,0.23182658
0.75844316,0.28342207
0.3027067,0.50542584
0.82220565,0.62405244
0.78980227,0.25591422
0.48539587,0.60526675
0.49916579,0.40491564
0.69723153,0.47593713
0.59516153,0.32344567
0.60482033,0.41388905
0.35365408,0.47372803
0.54790631,0.51641136
0.97608601,0.38907382
0.49019657,0.26660016
0.45816368,0.85033874
0.74483508,0.76718443
0.91766406,0.63168919
0.38608338,0.69115939
0.65937037,0.61120383
0.2774842,0.52901661
0.49742415,0.43531962
0.88219373,0.56073264
0.88037141,0.45585918
0.42173962,0.66813382
0.42718821,0.57084161
0.34255122,0.76969674
0.83369347,0.3068257
0.49152317,0.51127041
0.48792698,0.36327986
0.37715171,0.79349044
0.50690552,0.46979282
0.60266374,0.5671161
0.35873368,0.57261721
0.51118898,0.93519635
0.40745952,0.58459274
0.46898484,0.93094242
0.45232674,0.93554006
0.52908464,0.19606565
0.406984,0.89385377
0.52089398,0.56597073
0.42531389,0.63907525
0.51662668,0.6387023
0.61371472,0.32451335
0.62946374,0.38160502
0.42302234,0.74349468
0.48517269,0.32989209
0.88173214,0.56425355
0.55288435,0.2805116
0.91459999,0.44345782
0.76228257,0.37646289
0.28176444,0.77905609
0.53812347,0.53318583
0.70848995,0.25105497
0.29868534,0.74640475
0.51739679,0.79058894
0.6270017,0.26903768
0.47746426,0.6719874
0.54362035,0.81540638
0.63073006,0.59143227
0.66205945,0.44740149
0.34858303,0.8817872
0.62498257,0.69685095
0.50358558,0.51874288
0.45242347,0.51937533
0.5289163,0.46030891
0.58358451,0.34933371
0.54695722,0.40651493
0.77112742,0.6183284
0.48136022,0.40203154
0.63560971,0.72712049
0.33569385,0.69122574
0.78750518,0.3562221
0.32680552,0.72551992
1.1876559,0.23813524
1.0349503,0.27944235
1.0459231,0.29444495
0.66719814,0.34292353
0.68611073,0.38236
0.9556802,0.23372929
0.75938783,0.31444347
0.46801046,0.63462876
0.52042889,0.44396672
0.53985572,0.43762541
0.55578748,0.57468576
0.23997293,0.76371973
0.72909423,0.37748572
0.78816007,0.3371293
0.43573187,0.60650523
0.38913364,0.59601332
0.6650184,0.47468321
0.3740359,0.51585077
0.6286666,0.48865596
0.68383879,0.48764447
