lambda,theta
0.36147765,0.63503216
0.53250549,0.57622528
0.44662288,0.62528495
0.875399,0.33259301
0.41297681,0.85870406
0.491112,0.66985619
0.50601948,0.67058611
0.74219132,0.38104265
0.40284581,0.44134757
0.61149022,0.57498152
0.68461044,0.42373877
0.62192309,0.58544838
0.35858194,0.64309851
0.57889444,0.48612206
0.43106733,0.78184523
0.39437666,0.84717039
0.42066333,0.80038621
0.384025,0.49229811
0.6510943,0.67242957
0.3830945,0.55387512
0.53670073,0.44619373
0.48429559,0.58557435
0.64837929,0.47504988
0.58269289,0.31968306
0.5767547,0.59406489
0.53832504,0.64472213
0.60690407,0.5720729
0.45615249,0.64973055
0.50361451,0.77266845
0.52525196,0.52264802
0.35889247,0.72483569
0.41700311,0.61724345
0.41795489,0.55445726
0.42109542,0.45624482
0.69909762,0.63400981
0.39217204,0.78130851
0.34709441,0.61398593
0.28522041,0.72108338
0.49061292,0.52644544
0.39564275,0.53596293
0.33639031,0.52569231
0.48936401,0.62686368
0.38598224,0.56100819
0.47965075,0.63081354
0.45866475,0.56521578
0.44431514,0.47513045
0.49507676,0.78345014
0.70957131,0.52338559
0.94413273,0.27804635
0.91576015,0.2870197
0.70291984,0.42410708
0.60090191,0.43601793
0.37190634,0.85015359
0.34729027,0.48587411
0.52719299,0.65903802
0.40160571,0.72988067
0.42876303,0.34679613
0.35211442,0.82581372
0.30362816,0.76346658
0.5840717,0.54874724
0.49485161,0.91069385
0.32366465,0.40654564
0.50719065,0.54182725
0.86099793,0.41094979
0.34208507,0.84355441
0.37655465,0.64521987
0.36108419,0.76697276
0.43082096,0.58958927
0.6366414,0.72431318
0.27757298,0.58954994
0.54446848,0.80553216
0.34286842,0.55598654
0.59294801,0.44427525
0.46042694,0.42097079
0.50364924,0.78232024
0.59708353,0.29440563
0.55743403,0.80851893
0.36791323,0.46241053
0.58905542,0.87827189
0.29165011,0.879154
0.27320722,0.86876253
0.31242849,0.84142841
0.43770265,0.8833667
0.3301491,0.52216495
0.36899967,0.86021534
0.45035073,0.91644495
0.53605209,0.86584644
0.43871072,0.56093686
0.49155951,0.75982165
0.97381108,0.34435461
0.25909877,0.7487543
0.57479172,0.61160958
0.43279782,0.43940632
0.46237285,0.65955846
0.3357353,0.70522528
0.42451292,0.63805419
0.33340017,0.67023248
0.31954521,0.43531731
0.48647148,0.98522333
0.45645369,0.96991509
0.35587745,0.90099604
0.66752395,0.45825016
0.36192041,0.74370225
0.45881216,0.67214671
0.23721289,0.7471971
0.5440898,0.80505861
0.38972092,0.95691122
0.49878459,0.51462248
0.6774546,0.6058991
0.69362292,0.51270923
0.42721609,0.49200034
0.67243838,0.63180415
0.3662214,0.44183313
0.51482628,0.39125588
0.39528571,0.67781987
0.43293435,0.59879574
0.33297848,0.65295368
0.43367579,0.49530095
0.43095088,0.55337994
0.67449219,0.37434027
0.31889903,0.71721633
0.58255554,0.8781543
0.52946783,0.24306546
0.42261997,0.58938171
0.54444901,0.55691264
0.48017616,0.6388386
0.29074839,0.56912882
0.48329625,0.60936003
0.45422782,0.6095792
0.46129707,0.74505407
0.55846881,0.410377
0.65585156,0.44178737
0.32024344,0.6690556
0.59465365,0.32010688
0.59672229,0.35509887
0.64844813,0.49458489
0.48814993,0.43496621
0.54944946,0.52106912
0.49485526,0.47958708
0.50155535,0.66718592
0.49857989,0.64650107
0.45394062,0.60031489
0.43504036,0.539706
0.63511666,0.44543379
0.32524853,0.69048705
0.37187404,0.71100129
0.60973062,0.27964764
0.53789438,0.79590202
0.42189855,0.46732882
0.78039015,0.50528114
0.89127427,0.23694
0.7293421,0.52138286
0.33841612,0.6154343
0.51832632,0.45256962
0.38267384,0.53046378
0.26225005,0.74146126
0.51028619,0.31361955
0.40128822,0.69451224
0.62745154,0.71582976
0.3633672,0.60987716
0.37711173,0.49574397
0.87058274,0.29589037
0.58077364,0.47765293
0.21252701,0.88764547
0.30994546,0.93065538
0.27312255,0.84687991
0.30335133,0.75992156
0.49198247,0.40715787
0.34779341,0.80569726
0.32476355,0.74953189
0.36032377,0.59899064
0.45591283,0.64393726
0.36216662,0.67296288
0.46687207,0.49795303
0.5697432,0.66937267
0.38088149,0.5860029
0.54513548,0.38825458
0.6510584,0.36012831
0.71230278,0.30265337
0.70413352,0.35414009
0.49657438,0.77377821
0.50697135,0.61959416
0.40011283,0.72940863
0.38670093,0.5050939
0.43500134,0.81152934
0.35165142,0.6652183
0.65153393,0.36447115
0.49978375,0.46831813
0.39573394,0.63456622
0.35424369,0.64589632
0.41517285,0.57001629
0.38557216,0.76407674
0.3498715,0.73053111
0.51680496,0.43816596
0.4965559,0.60085195
0.51491352,0.65679925
0.51254874,0.77319581
0.45039936,0.58053044
0.43289199,0.62323013
0.46229453,0.66086095
1.1847538,0.3773161
0.4025215,0.4199419
0.33570813,0.80684788
0.28859604,0.83281702
0.52207184,0.29610052
0.52430723,0.58034606
0.39074569,0.60486892
0.43813069,0.68773582
0.26386888,0.80799509
0.67734476,0.36740387
0.73333314,0.40912705
0.63156412,0.39868107
0.64644084,0.50930625
0.28069461,0.7850492
0.3778278,0.87491539
0.31918721,0.75286117
0.36893274,0.67748307
0.43594019,0.53351982
0.4279047,0.77554258
0.49020458,0.69271566
0.46964095,0.66662155
0.43707437,0.88449051
0.48563449,0.47728775
0.36924155,0.57985643
0.53090016,0.77545643
0.45678909,0.84296597
0.52378523,0.63848349
0.52248931,0.4864189
0.43464363,0.6015681
0.42940519,0.72219004
0.49099041,0.47367375
0.39146123,0.51051565
0.50280019,0.6773458
0.68846429,0.70143836
0.46960921,0.31981899
0.75065294,0.70409001
0.3253785,0.47721103
0.62542119,0.83686896
0.53735187,0.79625762
0.59296542,0.80918988
0.29611419,0.81964384
0.67465064,0.4947571
0.50349687,0.25935725
0.37229998,0.71673887
0.44020463,0.33319271
0.71013827,0.70208534
0.60693955,0.5077086
0.64823598,0.44780411
0.75623258,0.56327894
0.33005771,0.70338931
0.54216543,0.377855
0.58910542,0.16626598
0.2634034,0.78476109
0.51062897,0.33500398
0.73911317,0.45654851
0.45719559,0.38807791
0.59319499,0.5516594
0.5749098,0.20409342
0.28019273,0.9237113
0.70020086,0.84142045
0.62154001,0.46019034
0.5571079,0.32243915
0.37533199,0.67938042
0.39333691,0.90139769
0.3534802,0.50448957
0.40996084,0.61144324
0.43813942,0.77856737
0.61888985,0.27851584
0.56174648,0.69140463
0.37018283,0.3843201
0.42899341,0.51718529
0.76962721,0.44702228
0.33690854,0.72040548
0.34053945,0.68468148
0.66176684,0.55601823
0.74172799,0.19043566
0.36823979,0.71084212
0.3979063,0.46716997
0.58868419,0.7614432
0.41867028,0.86936813
0.68694775,0.43061733
0.61800077,0.6084187
0.43398286,0.63869255
0.55834731,0.49154416
0.49427539,0.66729034
0.53885428,0.62370789
0.4072052,0.5642928
0.52541752,0.54901105
0.4161195,0.37156318
0.42134203,0.64380916
0.69974257,0.32573647
0.46516614,0.58933202
0.48061196,0.87620252
0.6008447,0.50114356
0.67978411,0.67180901
0.23276271,0.80000227
0.29646465,0.81884687
0.33505721,0.86571707
0.40210405,0.41642607
0.57362962,0.81772818
0.54137979,0.79054996
0.62254006,0.63720355
0.5685648,0.56786984
0.53716283,0.70198186
0.46461761,0.39326967
0.57958364,0.40345679
0.51352427,0.60339182
0.58774545,0.47018254
0.47560549,0.44758878
0.48103614,0.65384378
0.41193617,0.59298554
0.4028291,0.60645286
0.38068213,0.42919843
0.48739355,0.57624572
0.50490194,0.64236313
0.45300008,0.43278168
0.54333179,0.68262906
0.37734725,0.58455169
0.59297924,0.6969101
0.52281421,0.41738753
0.47464543,0.81363966
0.26394364,0.76476195
0.8274795,0.61038466
0.5779528,0.77881296
0.51668107,0.82045019
0.48842277,0.88480502
0.302759,0.53068
0.83619167,0.42325512
0.39370821,0.63887393
0.41288167,0.42411995
0.28095622,0.70323523
0.57401123,0.36703312
0.46264312,0.67282256
0.56581848,0.30571844
0.35239781,0.81482541
0.43307236,0.38433896
0.50341186,0.65476965
0.50081996,0.36422097
0.67544904,0.77270334
0.68300074,0.5630796
0.41765218,0.47209782
0.54880295,0.64836508
0.56709723,0.72128724
0.53248381,0.61627789
0.35386657,0.55843408
0.34932374,0.43194978
0.52918098,0.51086391
0.55856529,0.60672646
0.28335783,0.90467612
0.70340963,0.28688577
0.26595058,0.69336093
0.45746667,0.68603047
0.43720621,0.35660959
0.4387654,0.68952984
0.61781729,0.48519815
0.61079032,0.22840564
0.54892729,0.81070584
0.54019803,0.90008721
0.45064971,0.81815748
0.42918794,0.81715317
0.60787971,0.59570603
0.41123745,0.7723974
0.37150159,0.63673351
0.45183948,0.39170271
0.71722537,0.31466249
0.34760838,0.55581816
0.465861,0.37724556
0.42915487,0.40768818
0.52098698,0.74092426
0.4378994,0.43014141
0.41006428,0.65549205
0.31408135,0.85598053
0.44225683,0.45091308
0.50828524,0.66063564
0.33084132,0.71992294
0.47149969,0.57509506
0.3154188,0.7783177
0.55475372,0.43070827
0.58045353,0.27990704
0.41636428,0.59593342
0.46748512,0.7239238
0.5247007,0.61133381
0.54867915,0.47603227
0.64149888,0.38766076
0.59852223,0.44299691
0.41421975,0.82265967
0.29923107,0.53642468
0.4695603,0.73120256
0.67960153,0.62800096
0.53992108,0.326775
0.38178928,0.94010251
0.49369647,0.26025605
0.48182133,0.85248589
0.77269145,0.60839233
0.72465826,0.57639194
0.59895203,0.56530535
0.52171017,0.2695054
0.51408297,0.48235303
0.38333279,0.73492562
0.48239805,0.60822942
0.54607346,0.43976519
0.46671404,0.40549078
0.40164363,0.47600824
0.39843465,0.61472702
0.49234125,0.42552064
0.37499964,0.51281822
0.50082493,0.46511776
0.58679983,0.32566012
0.47910186,0.64048918
0.61317707,0.5770537
0.81620846,0.43734627
0.52919432,0.41826855
0.46349158,0.3020887
0.32218404,0.88559478
0.62949932,0.5610373
0.55424471,0.45629472
0.4643776,0.49698525
0.51840166,0.67204351
0.31316332,0.67575781
0.39271411,0.40259594
0.45075311,0.32843895
0.3628694,0.83269356
0.33440194,0.74620972
0.45597849,0.81260132
0.49741445,0.30943451
0.62524969,0.48798072
0.83129356,0.37321403
0.36092072,0.58658424
0.3471298,0.6532721
0.55744364,0.4032938
0.42947631,0.84503939
0.3544544,0.43034644
0.42200198,0.9228456
0.65222801,0.51845468
0.65785928,0.36841761
0.49699175,0.40463529
0.41608067,0.63691623
0.48479032,0.6013458
0.81687043,0.52517399
0.47457423,0.67221247
0.57519681,0.82974719
0.50408177,0.37779853
0.73042969,0.49939628
0.58728893,0.32925125
0.41826521,0.50934042
0.51153338,0.42590686
0.53927295,0.48639208
0.37777366,0.56961839
0.61423938,0.33491071
0.39542516,0.71940671
0.54660878,0.45015102
0.6963101,0.5394349
0.38946471,0.59223063
0.37240312,0.53217845
0.47464154,0.45891845
0.4149853,0.63796926
0.68951255,0.61071074
0.62673506,0.76613248
0.29867349,0.58741388
0.42980615,0.458987
0.58154802,0.34378882
0.3508566,0.33200358
0.40638088,0.54090179
0.45016819,0.53992716
0.6689854,0.39244541
1.3486517,0.45326301
0.27645165,0.65450692
0.74453064,0.35401931
0.73942247,0.3377226
0.61318179,0.49710835
0.3543731,0.62067241
0.60348746,0.45367183
0.69084949,0.47967596
0.39210325,0.77603175
0.94592341,0.29742218
0.42594377,0.48816787
0.48356635,0.63932303
0.33201523,0.59400714
0.586094,0.50733455
0.45031237,0.42627057
0.46976492,0.68155776
0.55003435,0.29893698
1.1428877,0.23975149
0.56573871,0.55639012
0.34401753,0.64896794
0.49943882,0.32700653
0.66709947,0.37477124
0.95799334,0.35893063
0.3554764,0.51458249
0.41969209,0.59553092
0.37414838,0.65628564
0.57965714,0.23393778
0.83235291,0.41940244
0.50578851,0.36433778
0.44023502,0.77221659
0.38888352,0.64055901
0.71423147,0.47851484
0.41979205,0.83831491
0.32186793,0.93734856
0.49542466,0.8700551
0.48842062,0.4618934
0.63980767,0.72684073
0.51962381,0.7348533
0.46321569,0.51740085
0.4929699,0.47040993
0.76678853,0.36593378
0.93528175,0.81689914
0.40828475,0.76236657
0.45801188,0.85656207
0.28928602,0.81940938
0.3012759,0.70415466
0.79023254,0.69677976
0.4423717,0.34644538
0.49837415,0.87449228
0.43023995,0.29528875
0.62512427,0.83370941
0.38699571,0.70629988
0.41291351,0.60776797
0.58612935,0.57059024
0.3082747,0.63792276
0.78596001,0.35560869
0.38042,0.44355129
0.68653487,0.76478057
0.59835505,0.40660302
0.82969831,0.42126281
0.56701902,0.58314239
0.74527499,0.36070417
0.40938554,0.84680088
0.3808996,0.8343039
0.51381029,0.39320546
0.45204607,0.42514504
0.47351447,0.67499519
0.50588415,0.44405954
0.63519656,0.48909376
0.27599059,0.61616887
0.4235614,0.69798237
0.39328922,0.5528284
0.51264601,0.54384014
0.64495003,0.35776127
0.36143275,0.71072273
0.39445568,0.41129855
0.47285192,0.88933721
0.47621335,0.85824641
0.50123577,0.82461033
0.4077666,0.80150537
0.6659706,0.52129178
0.33872049,0.5490694
0.53626523,0.53622688
0.30882535,0.72124887
0.5103374,0.50983443
0.40981784,0.53261683
0.75104448,0.41191234
0.73135671,0.25837742
0.28833425,0.69873615
0.50884787,0.3515723
0.35804412,0.69187891
0.57038484,0.29722376
0.32179935,0.83099584
0.51312705,0.48030732
0.41775145,0.8966098
0.43581011,0.90418761
0.5899618,0.4317174
0.44814201,0.73301822
0.47553049,0.49673801
0.51623844,0.5388262
0.37516366,0.52607485
0.47025172,0.51091334
0.55158129,0.6888064
0.36568435,0.82047424
0.34733877,0.7436588
0.51530267,0.55266771
0.53682938,0.49631634
0.51720744,0.7319736
0.3623634,0.35831652
0.39275378,0.49317391
0.31032508,0.83578411
0.55149234,0.32720324
0.59016487,0.67439039
0.80297323,0.33822724
0.38739684,0.55424686
0.42374502,0.64702706
0.33045193,0.67298283
0.61074331,0.50222965
0.35395257,0.63089872
0.37738038,0.63418799
0.37542282,0.78028997
0.7084957,0.35062956
0.61523502,0.49132068
0.61370146,0.30054335
0.50712508,0.6426955
0.38321021,0.46475245
0.46044116,0.78514056
0.71214076,0.50129638
0.63415714,0.56634057
0.40859667,0.47784254
0.46820319,0.78453928
0.48466733,0.45093293
0.4946231,0.55754824
0.33678489,0.48021594
0.37132329,0.55441558
0.65344841,0.30440149
0.7629219,0.31335356
0.8988135,0.2569415
0.29462721,0.829866
0.58462322,0.38526485
0.47829594,0.64889943
0.54456326,0.39635681
0.56088464,0.69990355
0.45167221,0.71334651
0.39584349,0.56617949
0.41185037,0.60872066
0.41544898,0.73609319
0.62458793,0.35583487
0.32153357,0.5615676
0.49950083,0.4867691
0.42255334,0.56989918
0.46901615,0.4486239
0.43346717,0.46377859
0.48486445,0.47726132
0.5822338,0.55340955
0.46215073,0.7449222
0.36545936,0.44867216
0.47015197,0.88631152
0.36227202,0.52231264
0.53985853,0.79567352
0.32155726,0.710556
0.67738165,0.58826063
0.45662635,0.84608817
0.42434813,0.57389735
0.43178201,0.4734396
0.48427079,0.67251996
0.32648009,0.76806968
0.53580559,0.44484288
0.31760524,0.69326533
0.52402728,0.70919751
0.49230715,0.32067382
0.70939724,0.60043808
0.64797047,0.46427308
0.34162681,0.78795533
0.78726215,0.30120354
0.34270471,0.91177693
0.46196126,0.66539396
0.39078043,0.39214278
0.61898038,0.42814719
0.73178712,0.57682421
0.62014136,0.54665581
0.32769228,0.60913324
0.65824884,0.38027979
1.049262,0.29381371
1.0275352,0.23049751
0.63670384,0.55679003
0.60510438,0.60817014
0.37090174,0.52169418
0.43509118,0.52306848
0.45474345,0.52571889
0.48975146,0.88590405
0.49756023,0.44030241
0.5776419,0.59088881
0.47775663,0.45245137
0.43957846,0.72614662
0.33632103,0.42690751
0.35272413,0.82616515
0.55469152,0.72598042
0.3638187,0.6251759
0.41287943,0.77159401
0.53920946,0.52972495
0.52383181,0.49183137
0.47836236,0.51155724
0.51121535,0.4906097
0.43056241,0.7532382
0.47326405,0.67653451
0.44565819,0.41550986
0.52398034,0.60522987
0.35950347,0.53748604
0.35512862,0.73765686
0.3660087,0.75548425
0.34818961,0.82771294
0.32015013,0.49698773
0.60077882,0.51147398
0.53340288,0.38034935
0.38454927,0.76022049
0.59974619,0.45589241
0.46203743,0.45170038
0.38318425,0.84344596
0.43987607,0.53381471
0.34797821,0.6488161
0.49482073,0.59795465
0.4310538,0.75521606
0.3985402,0.53756555
0.55388322,0.44188045
0.54923993,0.49516807
0.49703195,0.47744356
0.3947786,0.25775756
0.52267149,0.52468964
0.56952802,0.70360376
0.40617727,0.45676066
0.71665281,0.40178471
0.92071142,0.43743196
0.35343733,0.5624764
0.78373324,0.65042156
0.38450757,0.82164003
0.35693706,0.54684896
0.38928735,0.59086835
0.71275619,0.77642293
0.4594237,0.83051768
0.49393673,0.68233063
0.40388826,0.40524915
0.37105789,0.59173057
0.42684617,0.5784639
0.33584964,0.55450249
0.5032063,0.66272212
0.50135563,0.43781146
0.48798567,0.55312611
0.52502868,0.70180918
0.47334978,0.39002879
0.34932126,0.77761892
0.50694095,0.38419084
0.40406143,0.5652557
0.55195952,0.67022191
0.43857735,0.4423883
0.59176815,0.51007112
0.48215449,0.34857314
0.37923337,0.83630404
0.40488135,0.9820448
0.41886195,0.88898757
0.36467814,0.86311214
0.44870851,0.48191137
0.42166948,0.49312452
0.49909134,0.64568562
0.45270867,0.67491888
0.63516981,0.68466739
0.33853113,0.56165937
0.38053106,0.51167666
0.54707854,0.46712237
0.53319433,0.41306185
0.64009252,0.33719687
0.44239483,0.53615562
0.3285708,0.71597926
0.47559553,0.48341663
0.44686629,0.5030278
0.38538034,0.60264488
0.5299636,0.37117243
0.39919639,0.59160508
0.50197163,0.51378409
0.5111327,0.63599928
0.48114525,0.47443186
0.54586865,0.50199471
0.64385291,0.3210809
0.6443179,0.40323125
0.50164093,0.41703447
0.43350793,0.51820505
0.63616683,0.44669295
0.55431117,0.39447449
0.53277311,0.37607238
0.44475554,0.41525188
0.52082717,0.57326632
0.37970137,0.48453822
0.46405714,0.70458019
0.54689046,0.41470349
0.57451838,0.45420487
0.68528017,0.50639283
0.44662502,0.59577455
0.45674571,0.60640796
0.41491908,0.38571811
0.45303629,0.88851148
0.42074895,0.85702384
0.37454764,0.64172818
0.49772543,0.48194075
0.62430256,0.53273419
0.22597277,0.85335034
0.20449236,0.79039061
0.68030333,0.29837214
0.33623895,0.74618609
0.42297461,0.70786688
0.35015929,0.71066924
0.4522522,0.54605922
0.44116297,0.64893391
0.46688403,0.46000271
0.27807395,0.87189106
0.30627186,0.70843757
0.79848645,0.66078062
0.54893387,0.46483348
0.31047508,0.64201003
0.33147693,0.6779132
0.37102995,0.56812163
0.43124835,0.61822727
0.54841558,0.48147219
0.39024483,0.6322333
0.61007808,0.4818606
0.37756648,0.74823304
0.54697575,0.49038386
0.52595347,0.49825383
0.36298892,0.6952035
0.56803735,0.46248713
0.50184643,0.70158423
0.75527136,0.30249637
0.3778314,0.73895182
0.36732458,0.69561355
0.40959954,0.43731914
0.35758585,0.60451941
0.5087039,0.52783578
0.31490282,0.74456394
0.73758384,0.23917847
0.43617928,0.71773994
0.47978983,0.33240425
0.41314263,0.75811418
0.68388459,0.56056804
0.43078969,0.59585794
0.2710194,0.74520918
0.41446047,0.88145208
0.25067919,0.54821043
0.92363956,0.29006897
1.0694022,0.30917126
0.88104618,0.3031528
1.053129,0.30400613
0.51312682,0.5614387
0.35414251,0.64953149
0.72977668,0.56891125
0.45538845,0.44984484
0.62187075,0.71130922
0.45424958,0.40022434
0.57261721,0.49755932
0.38776904,0.72265394
0.3671721,0.4483941
0.4846173,0.37865357
0.39311848,0.48481466
0.46650321,0.80713121
0.39832729,0.64850635
0.41121205,0.54247257
0.43390427,0.49630174
0.40691167,0.62005114
0.37242358,0.69531579
0.44966465,0.28133665
0.55923338,0.63288748
0.60133169,0.52390092
0.35755129,0.29364326
0.71779083,0.39209806
0.21619082,0.90340312
0.37319089,0.57137342
0.48042033,0.84388823
0.52739315,0.3299349
0.3091658,0.80504308
0.24416435,0.77892228
0.50440308,0.77435997
0.77134668,0.45704763
0.58447781,0.29801781
0.3027492,0.9110297
0.48927944,0.43299777
0.57285063,0.46895947
0.39912729,0.81078579
0.34644228,0.54958323
0.39109855,0.59820908
0.60570405,0.4509808
0.41507214,0.55237635
0.43324254,0.60434666
0.43266236,0.6759374
0.60812246,0.4017475
0.4320654,0.68453402
0.45259288,0.31163599
0.57052927,0.39144023
0.33950983,0.77339783
0.5319438,0.42508455
0.32196635,0.85285955
0.32383713,0.91601607
0.44534012,0.83202296
0.3428048,0.81831332
0.43001822,0.85221299
0.44135412,0.71168429
0.37614011,0.57206088
0.35206004,0.52194278
0.31865419,0.36391336
0.41624228,0.43709717
0.70822176,0.72047431
0.33338501,0.7244817
0.56319506,0.74237679
0.46153853,0.6771898
0.53054944,0.67489388
0.42897102,0.64303182
0.34098214,0.61520779
0.52052156,0.64854749
0.53292034,0.63502928
0.42999919,0.61855255
0.62052478,0.50434605
0.46635068,0.51791855
0.51402264,0.65533721
0.33149767,0.56867257
0.29475517,0.46349491
0.31653185,0.79049405
0.24022843,0.76387506
0.38769849,0.41040595
0.64906248,0.50911271
0.64038188,0.5158543
0.55197111,0.56756574
0.40414004,0.39094741
0.37059907,0.91672103
0.53788963,0.2521548
0.50077507,0.42848393
0.52713572,0.41681189
0.63798155,0.32165977
0.3911943,0.62164233
0.54507796,0.46724878
0.7265527,0.34239138
0.32401978,0.77615449
0.37785826,0.6517851
0.37196361,0.70129214
0.48785131,0.56448121
0.4832192,0.46869944
0.52710751,0.69618635
0.30502044,0.62407339
0.53174121,0.53493026
0.32782319,0.3744428
0.58015801,0.51658459
0.32501467,0.64344164
0.64617272,0.38961772
0.55806744,0.40660558
0.38871218,0.4809038
0.58380255,0.72447618
0.33794957,0.75088598
0.40604159,0.75892302
0.60071917,0.32500629
0.50422615,0.54232736
0.3505314,0.49834622
0.84974299,0.40729652
0.40867641,0.55262758
0.60048058,0.57764975
0.67235851,0.38887233
0.43673444,0.61753393
0.38856067,0.67394249
0.79379677,0.37538346
0.29090843,0.56579634
0.77817483,0.7988981
0.41757601,0.83024173
0.38364433,0.40189709
0.42264841,0.71419012
0.33362354,0.51651174
0.39617729,0.67447191
0.39167665,0.45130917
0.70392948,0.5456938
0.49799858,0.48978659
0.45021905,0.54640698
0.54386001,0.4766833
0.31577984,0.53356233
0.39272866,0.59038101
0.75882212,0.17315876
0.31632593,0.95064347
0.41859985,0.95319365
0.35884167,0.88416227
0.54376382,0.86460561
0.43274818,0.58277034
0.39375538,0.52103134
0.38561944,0.46439462
0.58373249,0.79388094
0.46058526,0.51371774
0.47531463,0.46754934
0.35989445,0.8798685
0.36671831,0.86391856
0.46516169,0.31091258
0.60147741,0.71042479
0.37211749,0.48040996
0.19985191,0.8736211
0.46600709,0.70826497
0.49923947,0.59648312
0.35671748,0.704582
0.40933697,0.77839053
0.39084799,0.65910432
0.38668571,0.49703148
0.59810742,0.61844531
0.27051168,0.6183785
0.58580821,0.63914727
0.62849465,0.43331276
0.35470358,0.68774779
0.4380468,0.75862205
0.73548901,0.35005834
0.33229567,0.7054587
0.5706858,0.45897283
0.36072199,0.68433258
0.40026227,0.63610934
0.59505033,0.39340116
0.53639125,0.54542419
0.40589518,0.6929937
0.42418179,0.57874675
0.5512646,0.43768048
0.8210014,0.32338229
0.29257852,0.65916844
0.37912836,0.45081271
0.73823921,0.45757189
0.28484443,0.71231718
0.53056874,0.74273653
0.4615084,0.77975344
0.62689318,0.32769274
0.60423252,0.44476308
0.37761438,0.65110503
0.27867176,0.76310855
0.77747326,0.44669604
0.4723714,0.45565211
0.46411714,0.61235084
0.2973685,0.64533727
0.78384918,0.39756151
0.53169057,0.62231751
0.50266205,0.38164255
0.65102929,0.31033578
0.38380522,0.74971201
0.51309409,0.49268672
0.36192627,0.77032004
0.30293689,0.70698789
0.33412721,0.69783651
0.63774557,0.42027688
0.54898338,0.5623051
0.57358416,0.54626294
0.63909429,0.39494654
0.38554778,0.84833996
0.44089364,0.86606486
0.3432181,0.48764265
0.29455333,0.78638039
0.72285869,0.24024738
0.281013,0.59394022
0.35554087,0.79483696
0.42034324,0.85602565
0.40798931,0.49565746
0.41522124,0.7313738
0.47826952,0.51221784
0.39877206,0.67196071
0.48804586,0.92120475
0.45873561,0.51051505
0.51028726,0.60522313
0.46548776,0.58770837
0.44631532,0.49714287
0.40096589,0.5741902
0.68164901,0.71748044
0.40605784,0.50667759
0.41559776,0.51037578
0.41447049,0.62587319
0.46173842,0.67711891
0.37495104,0.64142935
0.549884,0.66511885
0.44422668,0.57047004
0.53141545,0.72896553
0.50926611,0.752995
0.39906461,0.425663
0.84200036,0.67797493
0.6476817,0.47379351
0.31707755,0.83836744
0.2946036,0.86704621
0.39844498,0.74534186
0.39442769,0.74344
0.57319195,0.36614912
0.58584142,0.46413146
0.52694492,0.46253343
0.44238381,0.76569014
0.47283415,0.59147999
0.42096973,0.46680383
0.50975228,0.55626382
0.50058597,0.78460128
0.37683018,0.42004164
0.4802867,0.66358255
0.27989432,0.73438594
0.36226718,0.60326648
0.50929532,0.55677671
0.59050186,0.40754684
0.69813182,0.35234369
0.68880032,0.26401757
0.32593192,0.65857224
0.42835774,0.8070621
0.47616198,0.28330935
0.40025295,0.80229012
0.42514543,0.40603563
