lambda,theta
0.92542916,0.35408008
0.43408249,0.83966179
0.42214378,0.92930808
0.34695996,0.92971339
0.45223918,0.96657837
0.46344146,0.78847138
0.57214107,0.56253743
0.58037849,0.53056568
0.91968512,0.3017459
0.55170452,0.46987046
0.39932949,0.65379848
0.43760884,0.62556101
0.46051537,0.42983433
0.41667666,0.4762287
0.41342225,0.48117885
0.35502641,0.4892995
0.4187736,0.54527403
0.25206495,0.64970178
0.33195253,0.83780964
0.44973288,0.6028994
0.40898002,0.59992798
0.41383656,0.50249206
0.55866945,0.7972214
0.48742896,0.6524845
0.61582188,0.18956524
0.4588321,0.62185074
0.29786651,0.76703819
0.26041384,0.59415515
0.89126354,0.84844
0.56944628,0.6485288
0.574122,0.65095085
0.34197864,0.55384924
0.4708083,0.73814275
0.55573136,0.5911794
0.63369293,0.32287162
0.62031395,0.55775484
0.37439101,0.56796815
0.46695096,0.80495997
0.40722846,0.5515849
0.5474923,0.69013742
0.38737808,0.52097958
0.69852783,0.70512751
0.57003519,0.76895775
0.49594478,0.57471055
0.55788415,0.48817857
0.69244282,0.64321729
0.74430034,0.59963564
1.2240021,0.17921889
1.0771254,0.27178211
0.25442212,0.73172756
0.93734089,0.19355877
0.56362616,0.52334567
0.28647517,0.78912923
0.4073972,0.78843962
0.50871933,0.44961461
0.84628181,0.23013255
0.22885379,0.68060253
0.53115453,0.90477553
0.25520795,0.71073617
0.30003834,0.85421308
0.5745302,0.81436553
0.36953956,0.68008875
0.35055769,0.65883944
0.55010945,0.54252666
0.55822876,0.62619013
0.50736747,0.57569489
0.50354754,0.7311274
0.35865735,0.55590397
0.42563901,0.50657455
0.44974672,0.65726259
0.394879,0.77605371
0.48624156,0.76780182
0.34579623,0.47505306
0.56946941,0.49940311
0.45781825,0.41116633
0.38610035,0.6010122
0.34556824,0.46951699
0.29298098,0.82841624
0.27855529,0.69384691
0.5264606,0.58158369
0.35604627,0.56342052
0.62551425,0.52352234
0.26574383,0.71493137
0.80404623,0.32756767
0.84683738,0.27755314
0.38812106,0.49913468
0.39778715,0.54222891
0.41990331,0.75339003
0.6017459,0.43142041
0.41328635,0.74468075
0.65730041,0.36961203
0.33141767,0.73711967
0.52158554,0.62382687
0.61586528,0.31117783
0.67511846,0.33756372
0.79562487,0.56588474
0.67409819,0.38400198
0.68428248,0.41271599
0.5132073,0.44157154
0.33645543,0.84366709
0.57491332,0.19072503
0.58427471,0.72633009
0.50010953,0.56849647
0.43446562,0.44350768
0.39899522,0.73205194
0.5377842,0.3062335
0.45904418,0.8010926
0.35832145,0.53383805
0.58758892,0.58064957
0.52179214,0.43975374
0.58605215,0.46520648
0.99739813,0.25920572
0.84628503,0.24714201
0.67817326,0.43036968
0.39573934,0.63633279
0.47982164,0.33780754
0.56402785,0.5909768
0.4381972,0.43978431
0.38733241,0.7274808
0.47231854,0.65193842
0.56686712,0.27980264
0.28176494,0.64461184
0.49520125,0.69077698
0.47894022,0.23293888
0.67833593,0.59826533
0.4651674,0.36779007
0.56439632,0.32997589
0.41114259,0.46913631
0.45232351,0.53754777
0.49341397,0.53910318
0.39200684,0.54017316
0.36189652,0.60808476
0.47960079,0.6403179
0.69141145,0.32036863
0.79759632,0.42862892
0.6477742,0.33354479
0.53125464,0.56870951
0.46660224,0.42135849
0.4666508,0.39223306
0.38469443,0.7553935
0.42743885,0.55612863
0.46867217,0.68661759
0.42458224,0.34389682
0.50630987,0.75666588
0.41505058,0.46134091
0.84427059,0.48459494
0.34093976,0.68569456
0.33389542,0.66450281
0.55615662,0.50539823
0.88707497,0.65177663
0.4633977,0.48556267
0.43831214,0.595689
0.42862564,0.60603232
0.59601256,0.72872452
0.32568226,0.53751872
0.45888086,0.86971468
0.51433781,0.328489
1.0704303,0.35486226
0.63740231,0.28667631
0.69193339,0.58723585
0.41266716,0.51378729
0.53918764,0.80052832
0.70340293,0.75917462
0.44480936,0.40182107
0.54261745,0.56687938
0.26985,0.70827421
0.73861461,0.35674751
0.53183784,0.54127299
0.5372122,0.34411149
0.8122447,0.2738048
1.0545533,0.2676087
0.52744475,0.64156335
0.40609772,0.46944114
0.37054985,0.65395265
0.46472127,0.65832702
0.54222591,0.42144157
0.37798825,0.68618014
0.39490808,0.61283263
0.33809918,0.81021811
0.56896317,0.83502427
0.29378036,0.41103496
0.72320511,0.65008936
0.52458997,0.59064566
0.35906183,0.60352362
0.49024317,0.65432491
0.41840521,0.60210843
0.50887772,0.45555563
0.38478285,0.64590994
0.49896652,0.52652994
0.48410098,0.81189855
0.40790637,0.89310972
0.34181837,0.61929035
0.65875337,0.49023554
0.37017026,0.55675975
0.46504656,0.53536769
0.31487734,0.85247074
0.51028149,0.58008578
0.53089905,0.50693826
0.40789421,0.45783176
0.60190101,0.4698574
0.6211424,0.39442272
0.36521181,0.78953469
0.42441697,0.38899871
0.62596072,0.47366788
0.49943736,0.32438611
0.69888998,0.29925846
0.665482,0.22648525
0.3258637,0.69268914
0.38998033,0.81527511
0.37105587,0.46375826
0.52461672,0.51522316
0.35459254,0.51423387
0.48443964,0.52477133
0.77562141,0.24123201
0.57864866,0.5915674
0.50456288,0.75657999
0.50036477,0.49423376
0.38909315,0.73584069
0.43566324,0.40996488
0.42466954,0.55878041
0.41381361,0.4647892
0.45059475,0.7834683
0.34831475,0.41797955
0.39732713,0.58034752
0.66200235,0.49103774
0.40104805,0.56079533
0.32757601,0.63958505
0.40592663,0.48164871
0.40265383,0.68817303
0.7001689,0.41153883
0.34516736,0.77518458
0.37194958,0.8079729
0.31611657,0.6082733
0.53887583,0.84357506
0.28792075,0.68349541
0.31569288,0.59360449
0.31970877,0.60003492
0.44416055,0.5094432
0.56047361,0.50539173
0.64342182,0.32733893
0.31111184,0.58212109
0.32087248,0.53627715
0.5202675,0.46480355
0.52259497,0.46441014
0.32062653,0.36603838
0.56837851,0.74349429
0.37693892,0.7311176
0.3063149,0.86502741
0.88341461,0.3243529
0.38233788,0.64598181
0.56791743,0.33100477
0.43269407,0.76565595
0.32293617,0.91396187
1.2143788,0.39542143
0.4653084,0.41182554
0.4356169,0.92113832
0.48973227,0.53500092
0.72469629,0.33272293
0.24500867,0.94089882
0.38196685,0.93022271
0.42981068,0.70810187
0.39408717,0.47957527
0.39060096,0.45929351
0.44743197,0.94746893
0.49246373,0.41489616
0.34320382,0.48953641
0.54558359,0.47076877
0.60936962,0.36522635
0.63197564,0.38042177
0.51110961,0.4544815
0.45478591,0.66591592
0.3178196,0.77457408
0.32727698,0.79079006
0.5221936,0.43324935
0.41233559,0.49339337
0.49599351,0.72023833
0.67707681,0.64563047
0.5595819,0.37552603
0.7440543,0.44086009
0.38252824,0.71750795
0.40618605,0.6721888
0.52940441,0.63506062
0.39983601,0.62487704
0.50875784,0.42825527
0.50015582,0.42448979
0.35750005,0.69581409
0.27646431,0.76643976
0.48287102,0.34287121
0.64389423,0.50193602
0.26706096,0.8200682
0.59693035,0.88690984
0.44570145,0.34139928
0.82491686,0.63372268
0.59455741,0.51337815
0.32287341,0.69570563
0.45350794,0.50530816
0.36123124,0.52947451
0.39260341,0.56900251
0.47879139,0.69719016
0.42508391,0.31733778
0.56719451,0.60474706
0.60624319,0.27207592
0.52624148,0.40601232
0.59132247,0.36096742
0.37617233,0.44800521
0.4776603,0.49305621
0.37181328,0.41980679
0.51664465,0.50538467
0.3168097,0.53794082
0.59763097,0.32707526
0.37750234,0.71443886
0.41503266,0.56985422
0.61502406,0.53543776
0.44886835,0.48393286
0.48272128,0.56288648
0.52253494,0.51476212
0.55987323,0.48114779
0.4504781,0.78766143
0.75785305,0.57041702
0.36296458,0.65290045
0.54831202,0.67888324
0.50528563,0.78686162
0.53572646,0.4991064
0.43731381,0.70267839
0.51983913,0.63598694
0.53944276,0.88692057
0.59583094,0.38041662
0.37378241,0.56825967
0.51301071,0.54617326
0.40189159,0.64842262
0.52680637,0.41629309
0.386012,0.56401189
0.32855763,0.66986668
0.52911232,0.47247326
0.41731372,0.59821904
0.57955649,0.53311444
0.74342307,0.39919269
0.28204664,0.6330549
0.4290132,0.74152381
0.50232752,0.91027601
0.35128309,0.73966148
0.50424817,0.29354194
0.35925268,0.47954879
0.49038884,0.41771477
0.45438148,0.64260391
0.44936495,0.4403958
0.37142354,0.71670636
0.33371875,0.53645623
0.53910148,0.73073394
0.50570878,0.29584505
0.67919024,0.45488378
0.35291798,0.49145595
0.88032478,0.33263152
1.0227876,0.27631756
0.96584707,0.19915494
0.27260732,0.76637414
0.52015207,0.66557875
0.47696694,0.5868963
0.54973652,0.3630867
0.35880598,0.75323108
0.63140278,0.46868646
0.46273616,0.36873299
0.47661729,0.71464812
0.46038286,0.37172873
0.44881694,0.63171316
0.44037278,0.57755212
0.39690937,0.72317252
0.60220431,0.82391146
0.53782969,0.37824725
0.84489544,0.8230625
0.56320021,0.38476474
0.54987854,0.38489931
0.40421025,0.63566811
0.34233673,0.75913876
0.40270824,0.89200394
0.29823026,0.51324582
0.64506163,0.49068376
0.3253801,0.74039
0.46979134,0.64063831
0.41798731,0.49457066
0.82082021,0.36544279
0.62563469,0.37509458
0.57375619,0.61154248
0.28141926,0.64801778
0.60479584,0.37507255
0.40545537,0.49683112
0.43709146,0.87771778
0.30411362,0.80243182
0.48625609,0.82507752
0.41709414,0.4355065
0.49069382,0.43631339
0.321278,0.84997425
0.4457019,0.89182961
0.44252783,0.92246091
0.38214763,0.50133231
0.38349282,0.51351031
0.46379585,0.43118746
0.43745292,0.31482726
0.46934103,0.77989707
0.40684059,0.34164912
0.51576955,0.44827753
0.35634315,0.60108228
0.45286084,0.48939706
0.4823326,0.34217252
0.54203758,0.49613313
0.57217868,0.50880848
0.69998066,0.58653588
0.43054111,0.58021644
0.62362465,0.52181904
0.4043494,0.69113931
0.72465906,0.29543735
0.42806832,0.55356376
0.55881747,0.46811448
0.42235922,0.53581386
0.42123893,0.67338637
0.40733803,0.55946579
0.48778269,0.59759788
0.72524253,0.32154109
0.34703864,0.65803417
0.46680871,0.81796131
0.35209129,0.54854927
0.48687349,0.42066596
0.62644696,0.51931844
0.34119523,0.65555423
0.43513341,0.42930624
0.52108898,0.43737688
0.3214537,0.73051423
0.42775319,0.59303404
0.43008612,0.69146227
0.66810532,0.3066529
0.70822748,0.53481618
0.60270037,0.34859339
0.33951997,0.60781396
0.44064175,0.65986216
0.62840228,0.35236786
0.76851598,0.36180138
0.42906229,0.81192881
0.59942883,0.35671105
0.36710931,0.89874244
0.45907397,0.78520931
0.27637702,0.68742069
0.63082071,0.26302414
0.2704721,0.77640585
0.52240432,0.52389691
0.4258557,0.76589791
0.35321105,0.66387716
0.44026583,0.55166219
0.53156778,0.60279603
0.43115922,0.7056254
0.60047723,0.330532
1.4135188,0.33961115
0.49999646,0.646072
0.74628494,0.32403512
0.55822512,0.57047849
0.46132802,0.5509143
0.50669794,0.53731661
0.5626311,0.5830815
0.76018551,0.24576233
0.45567857,0.57061618
0.57855892,0.3607519
0.43490443,0.78831671
0.52820725,0.96619853
0.58842062,0.67259275
0.42391395,0.56022428
0.40146007,0.52532306
0.54313873,0.63505516
0.50996879,0.75180505
0.48673176,0.50753364
0.44652428,0.56542019
0.45026301,0.46819866
0.43552259,0.34345429
0.54224131,0.53270351
0.31414074,0.49861564
0.67494192,0.42930155
0.28993916,0.78192921
0.62685105,0.23174532
0.30911912,0.80984681
0.39256112,0.70957708
0.57910219,0.32708571
0.50832409,0.80542654
0.56168397,0.84579353
0.51210657,0.27415862
0.55348544,0.87599759
0.38261627,0.47589011
0.5135341,0.42710809
0.4030641,0.69644575
0.31615965,0.71286289
0.3377617,0.599474
0.32328125,0.63800105
0.81834307,0.566037
0.54723406,0.60481525
0.56451107,0.48070869
0.45043001,0.76392105
0.49340524,0.44243982
0.39172962,0.65808153
0.50340747,0.60044204
0.75140578,0.22819799
0.49070006,0.75380494
0.58620084,0.33164921
0.59813617,0.62711532
0.41176632,0.68323932
0.35095545,0.51006109
0.31533675,0.80717773
0.26798533,0.61722251
0.25078376,0.69351817
0.39536184,0.36723637
0.32309332,0.68563072
0.35668474,0.6602652
0.74068368,0.32221586
0.66011342,0.41199479
0.41607159,0.59182065
0.53532938,0.75904239
0.48975069,0.41792719
0.44368404,0.73039454
0.5544762,0.93023733
0.31557531,0.84599546
0.63440932,0.9569668
0.3699939,0.40419828
0.58197132,0.73250804
0.60022785,0.60858545
0.54222013,0.6292881
0.35313118,0.48788439
0.38374622,0.7569111
0.29492835,0.63526999
0.37695702,0.59730096
0.50968063,0.60900672
0.49325132,0.72176652
0.557901,0.73568427
0.55519507,0.49038048
0.43659433,0.66098826
0.50752119,0.67903192
0.31134693,0.83307345
0.83385919,0.35090047
0.56130282,0.55842717
0.60723643,0.52414608
0.46002893,0.41579053
0.52897518,0.85795121
0.63890576,0.82208964
0.68242334,0.80246085
0.65852754,0.82103426
0.67700619,0.5852657
0.55009542,0.404864
0.79967568,0.32258244
0.88526012,0.3810521
0.41179175,0.40125574
0.58230306,0.42531005
0.81889802,0.19595776
0.41254859,0.63499255
0.41262532,0.82050814
0.39110416,0.77152631
0.30159001,0.60573166
0.58840711,0.70935798
0.23088346,0.71392972
0.54514436,0.86466703
0.46746801,0.43007414
0.54196304,0.42303798
0.50717305,0.783076
0.42669714,0.81658946
0.33614857,0.77920501
0.55155323,0.48818597
0.61410044,0.31397736
0.7397842,0.66074526
0.52032962,0.43091749
0.39624055,0.83832593
0.50716989,0.62678379
0.39113737,0.47141869
0.43969238,0.7409275
0.32810171,0.72207154
0.33257914,0.95458622
0.36081191,0.93032787
0.31299724,0.77429325
0.53945091,0.4433469
0.83167746,0.45691264
0.25808064,0.54462823
0.87374199,0.37559497
0.54752573,0.48870899
0.78897832,0.20323669
0.63656132,0.30846586
0.33141065,0.6545543
0.26040804,0.60123429
0.70646338,0.75951807
0.43414565,0.43203163
0.47526181,0.45103354
0.46180321,0.56551311
0.36090427,0.84473345
0.36310179,0.84355767
0.49430209,0.54265061
0.42197505,0.72446782
0.37718556,0.74761858
0.46718033,0.90316335
0.29782268,0.40228171
0.69294003,0.75119303
0.44524157,0.32684566
0.49962882,0.90766338
0.50900083,0.46288257
0.48883055,0.44676381
0.53610829,0.73280442
0.30401067,0.47634202
0.45460504,0.71676928
0.55984275,0.44759413
0.44391482,0.65374466
0.4141601,0.32241365
0.53638221,0.37729065
0.45197928,0.71308488
0.42251654,0.55440611
0.44971698,0.82665308
0.3889812,0.91653301
0.38077761,0.32217718
0.50349639,0.48835187
0.45055993,0.45049861
0.503895,0.39369703
0.38195979,0.78683162
0.28624718,0.83593292
0.37008825,0.61507591
0.41820231,0.56848282
0.48601901,0.54317636
0.40809241,0.49401076
0.56691556,0.58501603
0.45287166,0.74505096
0.40276915,0.69463404
0.58552092,0.72036657
0.57927503,0.45119734
0.66425479,0.52405238
0.38707153,0.61498953
0.49490078,0.73068662
0.53065192,0.5690389
0.5966776,0.42989407
0.32237199,0.70128571
0.49120202,0.73465017
0.40327748,0.54286552
0.56749986,0.54264308
0.48511161,0.46545804
0.56824816,0.62648316
0.42584494,0.39147584
0.40882111,0.44330477
0.53767391,0.50869227
0.42511828,0.72551495
0.45291223,0.51893986
0.47541837,0.73117339
0.50926098,0.52892536
0.55558647,0.41480671
0.40196609,0.70899716
0.46948803,0.80131379
0.44174903,0.77732021
0.45215599,0.2997791
0.35085567,0.92378061
0.37396329,0.85905382
0.48041999,0.27424016
0.55262865,0.79960186
0.29531984,0.5443794
0.48514336,0.80580912
0.42838299,0.87928297
0.37288622,0.349215
0.30966029,0.5910089
0.84696073,0.7092043
0.50537461,0.31874121
0.72318815,0.50685361
0.83299167,0.32605292
0.23672762,0.44114853
0.63273851,0.70089427
0.35784096,0.4965414
0.48282103,0.65756169
0.42863229,0.27271628
0.39024136,0.82061548
0.3229402,0.66128564
0.35479485,0.68329948
0.40253011,0.67378148
0.37623595,0.84378218
0.38975447,0.83509205
0.41271067,0.75715747
0.46044958,0.60585703
0.48007038,0.42720732
0.52847287,0.47910826
0.73178561,0.41764639
0.41227505,0.47440577
0.44357162,0.53232279
0.45504034,0.72334763
0.36906629,0.49435166
0.49400668,0.4317353
0.51591303,0.48697374
0.41211045,0.57364056
0.72936321,0.34256985
0.37627638,0.59485968
0.30710326,0.61405627
0.38527894,0.53389534
0.51205125,0.42239318
0.75817411,0.35942683
0.45366724,0.53523455
0.47713062,0.57968983
0.56104607,0.50250306
0.43299155,0.37707069
0.50236724,0.79212802
0.446478,0.43949064
0.59159239,0.39528518
0.26939809,0.68781061
1.1266601,0.39787889
1.0382363,0.35424707
0.27101996,0.71025682
0.42878436,0.58407962
0.58035145,0.42007485
0.34199473,0.63294809
0.401917,0.74155124
0.75830322,0.34331994
0.76925908,0.3241487
0.81365578,0.31557387
0.53925488,0.3560759
1.3407969,0.29332473
0.78837382,0.51144489
0.42444464,0.4539106
0.52576326,0.55580766
0.51856223,0.42483814
0.70638421,0.53411528
0.37657165,0.84472664
0.6138087,0.44476555
0.685396,0.3075396
0.44773825,0.381543
0.95213717,0.42474451
0.27314436,0.9261909
0.45746446,0.42453554
0.50260512,0.68483638
0.60693976,0.70303654
0.44687426,0.74473133
0.43122555,0.67935382
0.63205338,0.47570408
0.35222442,0.86434532
0.32287805,0.56973018
0.68141992,0.45071159
0.32510654,0.58852013
0.72002735,0.5629628
0.56823298,0.61806855
0.44752219,0.38504922
0.40198154,0.75530067
0.66056398,0.48910623
0.28185519,0.74298571
0.30218771,0.81629133
0.51466907,0.3481329
0.42602453,0.74185577
0.25118747,0.84854928
0.73867155,0.28156003
0.22939079,0.59913433
0.79425403,0.5810677
0.32145937,0.38800337
0.53722128,0.69737589
0.52339106,0.61966177
0.43717502,0.70130709
0.51961563,0.43923906
0.64427574,0.40086246
0.330249,0.46568861
0.71034399,0.53782814
0.26962993,0.51859956
0.53396776,0.71126621
0.28567906,0.6697042
0.53005903,0.7681392
0.31818383,0.68692984
0.36838441,0.74456823
0.35974498,0.57054788
0.40075955,0.57378043
0.55764485,0.41436244
0.50010738,0.52626022
0.34546519,0.78548378
0.55064305,0.35063217
0.66466758,0.37543517
0.33955816,0.80800722
0.54325328,0.49407123
0.43543237,0.53854821
0.56996663,0.44805663
0.63160601,0.38455387
0.39998197,0.79965318
0.35027737,0.83065278
0.36570875,0.71197848
0.35267359,0.67058108
0.44383845,0.50262862
0.26655321,0.66185432
0.37679735,0.67685235
0.46575446,0.38421406
0.37724481,0.58470852
0.60992114,0.59084658
0.60325389,0.61291699
0.70571647,0.23624095
0.33757414,0.64202563
0.35543839,0.70807023
0.74493634,0.49315911
0.80967568,0.55985072
0.31869824,0.72601137
0.56997654,0.68335367
0.35641762,0.81774844
0.47878038,0.72730673
0.475655,0.42411475
0.40433683,0.47705447
0.58492579,0.506211
0.56730864,0.51790057
0.56016406,0.53801304
0.55880155,0.67533503
0.36012021,0.43597135
0.66615125,0.3561946
0.50960039,0.51758919
0.49908364,0.47107896
0.50591146,0.71896572
0.30983281,0.82596758
0.74075446,0.23347364
0.39451777,0.6110605
0.60030084,0.34705498
0.508821,0.59058802
0.42098965,0.38042195
0.45407446,0.71188578
0.35065675,0.52429495
0.43411089,0.37081781
0.46371654,0.79269443
0.51670646,0.8345304
0.44366585,0.36505441
0.39230927,0.37210445
0.62007547,0.80779696
0.36868303,0.40126957
0.46341389,0.77193953
0.54258282,0.39009731
0.74018781,0.38219424
0.57893349,0.35335962
0.30422265,0.89551736
0.63429862,0.30163326
0.33049131,0.70152608
0.6174463,0.47006704
0.36538335,0.64033531
0.43237716,0.5149539
0.84214468,0.29801918
0.69171656,0.54561833
0.35251551,0.61546472
0.49926311,0.63450025
0.37343928,0.58930894
0.74906524,0.41470625
0.36660507,0.61614407
0.29006288,0.66130679
0.57854269,0.43339545
0.43359412,0.6116546
0.35584194,0.64948745
0.33793008,0.55565273
0.31505408,0.81121313
0.54304908,0.74868886
0.48063358,0.66106521
0.31481015,0.79109439
0.3586498,0.81878861
0.40205592,0.91444023
0.40346293,0.96571183
0.32520701,0.96879322
0.49614828,0.50253861
0.59319717,0.7115341
0.60343328,0.73535538
0.45528921,0.46288941
0.46613927,0.8995043
0.32525161,0.90195589
0.40781353,0.90098868
0.44217626,0.69560639
0.377335,0.39496956
0.45258983,0.48015087
0.53381994,0.81647672
0.59679358,0.8173103
0.78628596,0.64962921
0.47992306,0.30696931
0.55052325,0.82648771
0.37765335,0.36333262
0.40779513,0.70657414
0.50523513,0.6271814
0.26588196,0.6386028
0.52301189,0.82868569
0.32905867,0.5531244
0.59358711,0.78012069
0.64251499,0.75525351
0.52768724,0.67389726
0.3496711,0.57940386
0.33321763,0.62296665
0.37846981,0.67669397
0.42753248,0.77681378
0.66994675,0.17925867
0.64321808,0.32485388
0.32368731,0.67198118
0.538854,0.49826074
0.69572702,0.24566334
0.56696644,0.53150233
0.36009451,0.58049031
0.38137954,0.57369618
0.32588221,0.58064723
0.56994869,0.55124378
0.37848236,0.50019119
0.52490856,0.45436175
0.28998162,0.56540712
0.63739434,0.6614165
0.60638344,0.77204819
0.36434553,0.52717456
0.33825536,0.46814101
0.80030865,0.68335188
0.62488682,0.41179474
0.50279507,0.70564833
0.77309974,0.56587263
0.32962286,0.46707383
0.45096104,0.62121943
0.46001818,0.44125439
0.51974358,0.63786179
0.3213172,0.5929308
0.6642052,0.7382144
0.39126546,0.52991398
0.44803295,0.56155876
0.49025881,0.77715215
0.37339211,0.89346837
0.37656056,0.74910077
0.53297395,0.73828881
0.78906161,0.33042354
0.51880226,0.39753089
0.85785366,0.41733503
0.59802032,0.37825487
0.57767442,0.71117887
0.51911442,0.3393364
0.58634535,0.6837931
0.65158004,0.63930991
0.40725612,0.71176586
0.3537856,0.68708009
0.35228471,0.72961699
0.73729317,0.25297903
0.46997165,0.68128637
0.34698356,0.61358719
0.53893222,0.67516054
0.39316015,0.31427093
0.48428095,0.79410787
0.27673462,0.58548912
0.37841872,0.40352328
0.4512648,0.42759465
0.28644772,0.42473928
0.60780992,0.5790546
0.40648796,0.5104707
0.56554977,0.51793695
0.59352478,0.84804082
0.67573862,0.64042231
0.6610473,0.68595474
0.49001983,0.36517136
0.45205453,0.44264902
0.73371786,0.51604614
0.95994788,0.67524188
0.24313434,0.63717813
0.24661041,0.56383172
0.4470874,0.90226622
0.56388136,0.24767014
0.60481529,0.30591878
0.57796286,0.52310561
0.51343155,0.3920922
0.34929939,0.79769034
0.73089807,0.41081885
0.70342817,0.46175492
0.37478809,0.52608153
0.42708021,0.49662004
0.4042365,0.42570492
0.43166685,0.43645179
0.34239708,0.66853136
0.47840387,0.35754665
0.50250981,0.71502579
0.33654228,0.64503783
0.40662773,0.7782831
0.39017456,0.43713204
0.43588296,0.86552307
0.58712605,0.55106733
0.53649906,0.42578776
0.55830615,0.38788513
0.48200002,0.33357102
0.39055069,0.81289908
0.47418252,0.40799054
0.53774784,0.42950639
0.5056569,0.44226208
0.45615821,0.6124673
0.45967257,0.68782534
0.49603194,0.69758131
0.43852959,0.55325879
0.50367153,0.55695816
0.35100575,0.58676826
0.77599025,0.2950384
0.9272385,0.34674082
0.49382803,0.318471
0.42023399,0.70321395
0.41070517,0.50954641
0.40342432,0.40439131
0.38064804,0.54909309
0.40644319,0.7959982
0.53936381,0.43955252
0.50576361,0.71228703
0.36929874,0.56938826
0.6057469,0.4991372
0.56689754,0.56156153
0.3972621,0.43442388
0.48764073,0.65352539
0.38151053,0.35159361
0.58271416,0.70233293
0.54003399,0.62198247
0.36208201,0.56683044
0.37567619,0.80707156
0.43518162,0.5295621
0.33372369,0.50466875
0.5024346,0.64812585
0.32762571,0.66421603
0.63123085,0.58815179
0.34904515,0.69813702
0.73882067,0.52316169
0.44494836,0.46335706
0.52619876,0.5281501
0.59689757,0.48714536
0.42012359,0.63790197
0.66639672,0.39071379
0.53550499,0.58312102
0.29962806,0.60901744
0.68906872,0.50677331
0.35733838,0.78045184
0.34905641,0.83293441
0.42264242,0.46986254
0.60226771,0.59152125
0.46882981,0.61180635
0.43238821,0.64553764
0.34643597,0.6516258
0.30184591,0.56614903
0.6460657,0.38746954
0.65430451,0.3591279
0.59393805,0.49155032
0.45006062,0.47064735
0.50014625,0.5764301
0.40688385,0.79802815
0.75976459,0.30295408
0.34261714,0.77402689
0.39926875,0.47292116
0.43766199,0.41214723
0.43978496,0.86723267
0.35616498,0.84800653
0.48824538,0.93491543
0.76206775,0.45220859
0.51126696,0.36155206
0.35584744,0.73394276
0.35286858,0.47361815
0.47328039,0.67031176
0.42327649,0.59732219
0.81893913,0.37853087
0.56087647,0.43693943
0.48889895,0.49225045
0.76241649,0.52915593
0.35024511,0.43902442
0.56459308,0.73782781
0.44962871,0.62183832
0.39717764,0.87052751
0.31295548,0.89148086
0.66715801,0.32912496
0.52864077,0.47802189
0.46926026,0.66014481
0.568663,0.32966624
0.4452081,0.56229216
0.46398215,0.7746355
0.54879854,0.68160343
0.6668869,0.27326231
0.49283445,0.59344375
0.32771882,0.75639671
0.46113035,0.49176915
0.47581064,0.6592475
0.4419543,0.36939746
0.53419307,0.59699759
0.3865394,0.4190565
0.72187143,0.52811608
0.49142779,0.41476121
0.59723373,0.64525817
0.62886991,0.48824403
0.38361062,0.7528199
0.43586346,0.46422191
0.71272138,0.45012466
0.68433077,0.51674509
1.1953435,0.31751963
0.5305485,0.42582308
0.34243975,0.68956544
0.29996412,0.82645727
0.55051844,0.35006817
0.73450687,0.5490951
0.53690105,0.28882676
0.47730419,0.90484792
0.38392906,0.83635194
0.39874917,0.64285802
0.45166115,0.58939814
0.68079064,0.31032475
0.32196585,0.76361242
0.41480499,0.63531031
0.65946597,0.30273829
0.38761037,0.54326155
0.51434329,0.4539361
0.44695456,0.51285364
0.4327308,0.71869153
0.33499686,0.63105469
0.71458445,0.51476767
0.49671292,0.35486333
0.7971105,0.42294153
0.39628849,0.58206767
0.66374792,0.55361618
0.5299117,0.27972978
0.57209368,0.77734053
0.45442538,0.20708493
0.5576351,0.49054091
0.52093142,0.32811697
0.44098815,0.67233278
0.38502775,0.95333136
0.39612809,0.94908285
0.34317159,0.54975691
0.44050333,0.78358384
0.37748419,0.4258442
0.43300192,0.39984037
0.58368668,0.58782512
0.51671799,0.33781975
0.26035459,0.83483029
0.33998501,0.91194978
0.38657293,0.93712774
0.33845881,0.74660944
0.4375618,0.6734175
0.59063274,0.52422509
0.67379114,0.63750561
0.30691338,0.61390617
0.64515173,0.88862402
0.39017861,0.68199754
0.56997512,0.50689722
0.39489495,0.49606038
0.42207536,0.4726543
0.42037008,0.63275558
0.53582177,0.37088484
0.45467742,0.48847837
0.43977453,0.73419706
0.29295576,0.70409784
0.34088293,0.58079082
0.68489848,0.5660817
0.2931234,0.6216756
0.49234713,0.83446642
0.34536547,0.72245348
0.53478277,0.59934533
0.461987,0.52040241
0.49800409,0.5487622
0.5433536,0.51983699
0.55426312,0.53202022
0.306288,0.68858087
0.74211843,0.28495516
0.71960591,0.51209444
0.41311632,0.7101881
0.36169573,0.59212508
0.34483114,0.79513209
0.6236185,0.74925628
0.41297747,0.46285292
0.45693914,0.59871119
0.76948418,0.3397467
0.84215774,0.29063989
0.75154466,0.34940661
0.57918794,0.31006528
0.46835894,0.87024126
0.51189331,0.74227608
0.53504244,0.30561582
0.7346662,0.64535609
0.57103794,0.64985847
0.62266296,0.5847317
0.39586728,0.59493529
0.42472833,0.56068141
0.48427076,0.54157575
0.48235278,0.59062611
0.50377207,0.60556777
0.57229774,0.736503
0.68828473,0.68084148
0.36239843,0.50871769
0.39842679,0.66324939
0.45014098,0.40383048
0.43886441,0.82511235
0.3767873,0.38545515
0.47135693,0.83419541
0.38482818,0.8265952
0.31791794,0.92486239
0.3875955,0.90475285
0.41477066,0.46711308
0.34453262,0.59092745
