lambda,theta
0.74954152,0.49549194
0.28068918,0.77101222
0.52035716,0.47941192
0.35808439,0.80239374
0.39215699,0.66229507
0.40380606,0.69206076
0.53346464,0.52598865
0.53324225,0.50715541
0.33144721,0.49826076
0.34200474,0.48780688
0.41870978,0.61254647
0.63933286,0.24496456
0.48081458,0.59601079
0.36274097,0.5461085
0.3981093,0.66471718
0.4532012,0.82241016
0.48935795,0.80986762
0.38609733,0.65952257
0.33282461,0.64574957
0.52866621,0.49358817
0.43316029,0.5721266
0.32189809,0.64258901
0.36223411,0.44724495
0.41957513,0.79215491
0.36902106,0.70196662
0.69888337,0.31160917
0.61336429,0.33670439
0.69743165,0.37523569
0.21890165,0.8191703
0.87587296,0.27747008
0.23837648,0.72605997
0.71577553,0.43509253
0.28820786,0.64874928
0.31334034,0.62763825
0.47237446,0.5219555
0.44724696,0.79849447
0.34145271,0.54027339
0.53939693,0.63816813
0.58723562,0.66800824
0.53834609,0.588727
0.34634979,0.88536988
0.28407268,0.70598446
0.55430534,0.43404708
0.51120882,0.48297903
0.47882865,0.44148259
0.50754012,0.3953923
0.46705079,0.42975427
0.37134848,0.44873558
0.3654701,0.77182953
0.29572211,0.61663573
0.32252479,0.87210266
0.38366205,0.51034194
0.30303552,0.7140142
0.38299146,0.57911401
0.5250755,0.61357335
0.54258285,0.51742647
0.31694927,0.45255599
0.48075772,0.51820947
0.23627221,0.68198588
0.68516784,0.6077274
0.25869572,0.48277327
0.45269764,0.76106602
0.48806897,0.79958853
0.48846943,0.80787868
0.48477325,0.72279914
0.31301424,0.61224988
0.58640142,0.51160492
0.30692422,0.64621955
0.30549078,0.54916257
0.52254702,0.76138605
0.2958732,0.61915461
0.59338492,0.57562925
0.41274621,0.50352799
0.51563019,0.87795081
0.27495784,0.50726084
0.33900619,0.71408456
0.34512848,0.67072223
0.303626,0.76558918
0.41099366,0.37516957
0.34622964,0.66724134
0.51761904,0.57431975
0.36542046,0.47264502
0.44617736,0.46511281
0.50455735,0.90290756
0.32665538,0.40723997
0.53692939,0.61059742
0.5251846,0.42191773
0.27578176,0.7391502
0.30078525,0.49941077
0.39053645,0.89607498
0.22092352,0.7315397
0.33676548,0.69932085
0.32432457,0.71204263
0.3088717,0.73621602
0.35645145,0.71960892
0.56780259,0.63521494
0.34947535,0.70329753
0.34673035,0.81602656
0.63305727,0.52789838
0.61569108,0.46124928
0.53383465,0.59348449
0.44356579,0.67577312
0.39281431,0.73549403
0.33351882,0.38987067
0.4798163,0.80912252
0.36264394,0.56640329
0.38633407,0.53324866
0.3564424,0.76651922
0.500532,0.70918954
0.28637565,0.69465064
0.65022015,0.40428297
0.34750598,0.39325668
0.58542305,0.45349789
0.53590395,0.33854351
0.62895268,0.42976862
0.3997003,0.90581782
0.4134047,0.77611938
0.4223833,0.78404977
0.53288673,0.48690586
0.39308281,0.73330945
0.3872678,0.49422366
0.60523979,0.49858816
0.32284349,0.51867245
0.43782331,0.88624712
0.57920901,0.64443201
0.37341138,0.41835958
0.30328285,0.83455174
0.47502233,0.31313527
0.38455767,0.4754164
0.34390745,0.62401523
0.54232315,0.30497285
0.37993,0.48442635
0.44605674,0.48986428
0.3313785,0.52305407
0.29980508,0.70035819
0.26242867,0.66238831
0.80605444,0.35535537
0.54378926,0.39089928
0.58023928,0.51318298
0.29565673,0.75072351
0.58226782,0.4605126
0.49292379,0.42018755
0.40640899,0.56237135
0.42293425,0.57483005
0.25104223,0.82874265
0.41291505,0.93195829
0.43387549,0.88610058
0.34492431,0.89057475
0.53915306,0.28958215
0.35025813,0.59662296
0.35580395,0.55549411
0.35754083,0.92296341
0.37772908,0.89257866
0.25743811,0.64523788
0.30442838,0.70231059
0.28478169,0.7991602
0.49604424,0.34999129
0.33386741,0.7056381
0.40517228,0.87470867
0.45827423,0.43742327
0.39294564,0.55273002
0.252534,0.74309638
0.50022999,0.67019046
0.34865739,0.5549648
0.4530653,0.70185669
0.44345831,0.68141865
0.37992021,0.46080758
0.39572995,0.7059059
0.51227623,0.6484491
0.30524791,0.70861638
0.45352978,0.79444967
0.41073316,0.55944302
0.33087666,0.45970579
0.30501066,0.79454312
0.48324878,0.42053021
0.60877339,0.48193822
0.69650506,0.34893546
1.0245837,0.33461428
0.96488549,0.43286285
0.27645357,0.64140516
0.51001106,0.43217039
0.38265385,0.84492228
0.37443528,0.90083487
0.37401951,0.71100295
0.48878437,0.42322933
0.41680883,0.52723527
0.44192803,0.47884368
0.37392212,0.55703641
0.36321559,0.51483115
0.49155499,0.61176687
0.42247498,0.76077992
0.40355605,0.44863569
0.28809959,0.50554138
0.47941672,0.60995658
0.26207791,0.7735296
0.53939819,0.54405796
0.33502622,0.66449721
0.30696514,0.56331909
0.29588652,0.54219823
0.3935096,0.63819535
0.34470009,0.7518259
0.4964431,0.5715318
0.47300096,0.37421953
0.39844349,0.64260304
0.36255981,0.48988441
0.56340678,0.51992947
0.45617386,0.43508582
0.40610209,0.63694917
0.35901728,0.61019852
0.44155773,0.49024716
0.57439933,0.39160053
0.36328653,0.64740397
0.47802993,0.62019004
0.31461965,0.57492919
0.39248275,0.79160459
0.37692549,0.61061415
0.64103135,0.47757988
0.40664567,0.6141661
0.40208332,0.67715799
0.55531133,0.77989602
0.32265946,0.39583103
0.46268537,0.70631394
0.32809698,0.64961277
0.33368714,0.84885856
0.53206538,0.4087083
0.38377835,0.63151889
0.40894027,0.60533947
0.33096402,0.62413146
0.41311403,0.63280312
0.39915397,0.7530317
0.38807893,0.5510374
0.31505308,0.68873919
0.49159536,0.29415006
0.41838977,0.67987678
0.33399493,0.83243959
0.35138297,0.45143567
0.33453093,0.49173623
0.45633052,0.72811609
0.32299987,0.58788215
0.46545214,0.65016867
0.27986982,0.70577258
0.66309913,0.41683809
0.37150386,0.43466261
0.3835673,0.53036106
0.45072476,0.68547918
0.44425913,0.83934621
0.38235585,0.77157461
0.34655972,0.4340648
0.61542079,0.57545157
0.68301759,0.37276159
0.31369378,0.97844059
0.55107911,0.2888326
0.48781047,0.74267545
0.35464806,0.46896775
0.49875538,0.72581018
0.40875429,0.58148996
0.47350107,0.60922351
0.45401138,0.67179394
0.33530932,0.6455406
0.39641625,0.598501
0.45973297,0.34484256
0.65009225,0.44664823
0.41031259,0.38234347
0.45067481,0.78064804
0.40531588,0.56674397
0.45267629,0.37340458
0.60214678,0.66678633
0.31318905,0.66941161
0.46351718,0.58799889
0.44418433,0.54495001
0.60648376,0.70066448
0.63136448,0.50926419
0.23982218,0.78631494
0.46608984,0.87627166
0.29385652,0.63588821
0.21371251,0.87081288
0.3935926,0.78105951
0.44576683,0.42203737
0.73790204,0.39095687
0.80337316,0.48818005
0.27719869,0.65589061
0.37042261,0.66551831
0.51620821,0.59457782
0.43393493,0.40883533
0.43886575,0.54978582
0.48478127,0.50093384
0.32400499,0.70889131
0.37224224,0.44198229
0.34910943,0.98201125
0.43945883,0.29603571
0.29898194,0.9559236
0.35151303,0.64128386
0.44382002,0.62700383
0.58670676,0.50572605
0.49830042,0.5103641
0.33229054,0.80541431
0.42444578,0.45164777
0.39324665,0.65003733
0.44016946,0.45996834
0.46651552,0.50217573
0.40702694,0.51231155
0.46180483,0.68312603
0.4559477,0.65941623
0.48150383,0.72354925
0.36089906,0.49366723
0.36162222,0.90620387
0.42525831,0.53390515
0.49302938,0.74331004
0.40477915,0.66238129
0.37898339,0.8744063
0.5678755,0.765323
0.33696376,0.60007064
0.3758931,0.71485058
0.41529784,0.49576356
0.38793186,0.75372558
0.43248728,0.3857129
0.39853208,0.44487768
0.33493597,0.58274979
0.46398517,0.70985641
0.38165257,0.56292337
0.41598431,0.86049398
0.33694009,0.71580768
0.40548473,0.52725079
0.3674387,0.41849374
0.38915013,0.6800015
0.35351891,0.3192834
0.42519838,0.65450402
0.41308457,0.58274152
0.58419319,0.56967382
0.4362911,0.49857373
0.29627276,0.71854294
0.34905759,0.74892837
0.39628096,0.55404786
0.45727262,0.41286555
0.33363644,0.89255556
0.31104454,0.88629254
0.31276874,0.46377249
0.51499628,0.65221913
0.43270557,0.48331907
0.64088379,0.54538028
0.53546621,0.35994785
0.55674514,0.60637702
0.41287112,0.88321097
0.3602613,0.36200822
0.48326169,0.70193643
0.38440663,0.7433295
0.45981197,0.7018876
0.41146609,0.83307148
0.38363727,0.93020009
0.3598647,0.67778714
0.33263245,0.709424
0.52971018,0.49829985
0.24667804,0.72376394
0.56102572,0.4465772
0.30554071,0.68264346
0.60133313,0.77796538
0.23298543,0.58258149
0.53889701,0.35237585
0.5717793,0.48528062
0.36381768,0.4503741
0.31552637,0.86132621
0.4976478,0.41615628
0.54448206,0.63666881
0.44943163,0.38425081
0.68527235,0.65371811
0.25246283,0.4866446
0.47928768,0.53062549
0.37750601,0.39449208
0.50849603,0.4319594
0.49287932,0.28444115
0.31022201,0.51859627
0.46253867,0.48602934
0.38916978,0.56901921
0.44303724,0.39800708
0.34475475,0.75632296
0.33447519,0.68292273
0.34317663,0.5475795
0.39510041,0.44736883
0.49958909,0.57881096
0.51330426,0.42745108
0.31383655,0.70027246
0.39916457,0.4033283
0.4249616,0.53301862
0.38053129,0.48303152
0.45901773,0.66461296
0.31275475,0.50981249
0.64365574,0.78636668
0.54327887,0.32822273
0.48473364,0.78831008
0.31550947,0.77815353
0.31420068,0.67157255
0.373049,0.61557498
0.49634298,0.73421948
0.3322454,0.57728719
0.49035503,0.53660741
0.53915627,0.32612841
0.34399475,0.77955533
0.52599944,0.46662929
0.38807324,0.81925938
0.30312259,0.82130478
0.46590558,0.37397252
0.35164681,0.75615424
0.41022246,0.39614306
0.29609826,0.72707186
0.37452052,0.66954287
0.31867804,0.58484163
0.45829874,0.79769833
0.48402864,0.82177706
0.46312893,0.42308204
0.42792566,0.49494292
0.5183338,0.57739325
0.38957278,0.55790664
0.61875707,0.36996003
0.62597745,0.39933391
0.27806431,0.71690501
0.28567384,0.67063853
0.40516098,0.7532451
0.31266575,0.82606218
0.43659721,0.40760932
0.48808426,0.54527503
0.3761576,0.45918168
0.37022406,0.59011898
0.37042868,0.62164139
0.44795761,0.43761943
0.48413436,0.36676119
0.33332246,0.65584628
0.47837066,0.52166016
0.37877588,0.80485972
0.45216255,0.3958319
0.51613485,0.54328851
0.4745203,0.57646699
0.41580266,0.42684776
0.5203796,0.60016661
0.31769706,0.61911675
0.31887001,0.43809173
0.58376961,0.50840735
0.25778523,0.75076381
0.32832976,0.62820438
0.30553655,0.73961336
0.3132672,0.73156672
0.4281803,0.44711634
0.44052755,0.59198042
0.53469196,0.42119798
0.3938799,0.53893524
0.36911073,0.89782071
0.27212498,0.68412122
0.32430347,0.65988122
0.39697598,0.88939163
0.3719404,0.51339144
0.47579252,0.59415463
0.63752319,0.37157206
0.5199364,0.64365354
0.32022388,0.49010865
0.51761574,0.56088098
0.35611489,0.57227971
0.37509264,0.80567587
0.2453001,0.57977666
0.52125558,0.66189368
0.34823244,0.79451615
0.44067135,0.59569449
0.41658923,0.78402779
0.42576145,0.47539917
0.351116,0.61451661
0.35647131,0.58757549
0.52340578,0.82745361
0.26628931,0.56382057
0.37876322,0.57571569
0.32319747,0.51006471
0.59977012,0.31768523
0.33535381,0.59818724
0.51617645,0.41631138
0.51758715,0.38981216
0.3072081,0.86531991
0.37132136,0.47028379
0.36270408,0.94847416
0.24458301,0.85638982
0.49001073,0.69112944
0.51520942,0.54564599
0.58032262,0.47622277
0.38774132,0.52712306
0.47374653,0.38466525
0.41592438,0.89267903
0.38527391,0.64983998
0.47035603,0.53176051
0.29995487,0.84034042
0.3254256,0.84405461
0.4306222,0.55445934
0.41462785,0.51987925
0.53170029,0.42609009
0.26325266,0.76592049
0.44327855,0.68456493
0.45764169,0.57315325
0.46641714,0.35688653
0.43549434,0.51461069
0.42306732,0.69715283
0.4066994,0.72860448
0.64612536,0.2917976
0.43294992,0.45679008
0.36565914,0.53419836
0.32245016,0.51515459
0.29367304,0.83048971
0.42894164,0.72078377
0.39088083,0.80705116
0.27425439,0.82116021
0.45838931,0.68728871
0.3261622,0.45122979
0.40159988,0.61492371
0.49026821,0.49375944
0.38505316,0.82620706
0.56749233,0.68123307
0.4563754,0.67012919
0.50452168,0.43543984
0.35862868,0.59916548
0.44196782,0.47919653
0.34027301,0.81700109
0.37749369,0.72895781
0.39244965,0.72348808
0.32735679,0.76705914
0.56855829,0.56615237
0.39751441,0.67107175
0.61030194,0.69538392
0.38816714,0.52891632
0.42356737,0.69329481
0.39640742,0.58589061
0.36940726,0.40120242
0.37801324,0.49448912
0.50930458,0.55379849
0.58819608,0.39771628
0.47916596,0.46311535
0.35456687,0.74041844
0.64734831,0.6108112
0.46185929,0.66560451
0.35343257,0.7722837
0.39207126,0.55653532
0.37802958,0.76456921
0.51707435,0.76001161
0.37163129,0.56427315
0.46018742,0.83233978
0.29634249,0.64874401
0.44847866,0.6053202
0.30740982,0.56667876
0.40203742,0.50670546
0.37195255,0.56687861
0.34243175,0.59218499
0.48706269,0.49483267
0.32148656,0.80694439
0.30123796,0.85139206
0.45351041,0.480038
0.3938094,0.77396994
0.40877176,0.39448658
0.36712527,0.61678129
0.58409544,0.50777481
0.38477232,0.62735612
0.3794396,0.6197635
0.41295755,0.52788172
0.38568217,0.68136916
0.66147498,0.23591871
0.62706939,0.3444737
0.54354029,0.32222438
0.52065974,0.34197688
0.35858535,0.47082928
0.41340373,0.61999232
0.4295011,0.4961426
0.3225998,0.75825256
0.41593686,0.38655036
0.33242983,0.54450887
0.44752575,0.56108379
0.50699191,0.44060451
0.3897574,0.53135185
0.5931813,0.40822582
0.5863405,0.38456575
0.4221932,0.55711858
0.5707566,0.45363715
0.41022147,0.51234009
0.31726569,0.68855669
0.41005285,0.50998119
0.48680467,0.64027695
0.46748185,0.67613704
0.51040577,0.49088254
0.30264738,0.75445016
0.39085438,0.77603018
0.45534194,0.86047389
0.35818234,0.46699288
0.5727593,0.64389556
0.25774974,0.52536754
0.56528946,0.45105447
0.75484366,0.5140559
0.67443569,0.56751131
0.36075773,0.73468542
0.38404526,0.54228172
0.37789679,0.67418711
0.56876831,0.60377714
0.36294478,0.44787726
0.35995173,0.47093098
0.31925177,0.67890501
0.64548672,0.38897343
0.254765,0.69100815
0.59658351,0.52174056
0.24678442,0.57005813
0.87473235,0.34034024
0.37005831,0.54221898
0.48232223,0.76783232
0.43376044,0.56210016
0.45844244,0.50888024
0.43350369,0.72438888
0.33051364,0.53459444
0.36504566,0.67924937
0.39310564,0.45736275
0.40108018,0.70538581
0.39603558,0.45702154
0.41004785,0.5941369
0.41404826,0.65441589
0.52230574,0.64705464
0.30213477,0.74991418
0.4469943,0.84955286
0.34324501,0.78249383
0.58952952,0.55958041
0.32470592,0.51205132
0.59501818,0.6121513
0.58408765,0.63371293
0.27696601,0.76847759
0.59347067,0.33158886
0.29790312,0.87429853
0.25964825,0.83088747
0.72925348,0.22212685
0.54107337,0.49919016
0.58561505,0.48262294
0.30537484,0.56576323
0.60144218,0.43127841
0.64447155,0.4044988
0.35927153,0.6334738
0.36308517,0.391958
0.47283397,0.47979117
0.41126343,0.52302699
0.49541359,0.62233021
0.27868873,0.72264487
0.50742027,0.70301779
0.56250159,0.76688539
0.34631687,0.70247066
0.38349853,0.57780118
0.33213422,0.79802356
0.47411837,0.34113089
0.28844022,0.76055326
0.31712741,0.91482389
0.29061247,0.90286828
0.35822644,0.53970411
0.44194006,0.7613982
0.39888771,0.63085205
0.49589706,0.66630201
0.34174033,0.56866076
0.33332521,0.60921344
0.42075447,0.60598181
0.45875682,0.71292688
0.44510877,0.69499175
0.37040081,0.4426696
0.39658861,0.78902859
0.34602423,0.5125704
0.44753387,0.74261789
0.3966593,0.32928952
0.41644244,0.86943664
0.30105599,0.90424012
0.79424715,0.45637422
0.35700377,0.51388009
0.56292871,0.64293182
0.33612777,0.8333481
0.32495827,0.82849352
0.42123565,0.28999804
0.38043115,0.61007759
0.30071012,0.73991274
0.41254621,0.76203505
0.35110712,0.74120014
0.65717458,0.73463252
0.48746797,0.78525879
0.52749607,0.78058539
0.28119771,0.53005128
0.42868311,0.55529996
0.36679675,0.701967
0.42954963,0.43950647
0.38545381,0.57702159
0.46580251,0.46854576
0.35300983,0.61292292
0.49392282,0.60289778
0.62329801,0.82381394
0.39618428,0.4668024
0.41216838,0.64177508
0.44370759,0.7450308
0.32194829,0.67993022
0.46091649,0.60133763
0.34280341,0.59719188
0.38141984,0.90097328
0.28933783,0.63481726
0.60500252,0.70920152
0.25048602,0.59791646
0.30549462,0.79141035
0.37093777,0.6257805
0.40678041,0.61573799
0.41093821,0.57277364
0.61222919,0.32307401
0.32739051,0.82872412
0.39342157,0.83574228
0.37050174,0.51411366
0.30870186,0.66840324
0.35071132,0.64745255
0.31194511,0.8011601
0.62831479,0.39608314
0.62030249,0.25018577
0.55367492,0.42274479
0.30530137,0.8078376
0.31065238,0.82153062
0.33374288,0.60462412
0.43250107,0.60328029
0.34130171,0.43501999
0.4377272,0.54524748
0.43781261,0.80155103
0.44020878,0.80997073
0.60558404,0.24630886
0.69845732,0.65266336
0.32743179,0.6953424
0.57024293,0.57185082
0.56345532,0.48527995
0.31373319,0.83460371
0.32811655,0.5716638
0.35428289,0.77754194
0.48090772,0.33605532
0.36494809,0.78738831
0.55143597,0.52781962
0.31072938,0.59759711
0.67700138,0.41440555
0.43985708,0.4848356
0.46313279,0.52361071
0.43997001,0.57105796
0.34826908,0.64905998
0.36939843,0.64659291
0.41725015,0.50823035
0.42680456,0.45445945
0.39593255,0.59633928
0.34095878,0.7204838
0.38955712,0.71439761
0.31269345,0.88197699
0.43734524,0.92703759
0.21325664,0.82701217
0.3529055,0.75252783
0.2793112,0.39534294
0.42123297,0.93366969
0.51168847,0.71211693
0.28902175,0.55684416
0.41232906,0.52329255
0.4254141,0.63788542
0.32629829,0.66421196
0.39228315,0.59419718
0.37023295,0.48850219
0.51249653,0.71476374
0.37694756,0.49618954
0.29600156,0.72339993
0.49589119,0.51896444
0.43532082,0.57837979
0.46364904,0.60823267
0.39113036,0.55468759
0.49712322,0.66355771
0.25769172,0.59170268
0.24395169,0.65547455
0.41267998,0.78742214
0.34929285,0.46233336
0.42592047,0.89653948
0.54653059,0.77616721
0.50221031,0.32070734
0.7102806,0.67461497
0.2971118,0.3975907
0.41087564,0.92218685
0.34501864,0.94144278
0.40751408,0.2748187
0.32802379,0.56464744
0.3771692,0.29777317
0.33146906,0.5498719
0.40336235,0.46647146
0.33379331,0.73349111
0.41622398,0.76434
0.28118996,0.89958265
0.36076017,0.7654074
0.44057639,0.45084566
0.46450322,0.48740237
0.43786636,0.64561992
0.40813081,0.58366903
0.40473296,0.48454307
0.43060012,0.34823785
0.32446017,0.90125233
0.34142005,0.6264184
0.31915366,0.47587138
0.50301078,0.95155486
0.52751959,0.92933194
0.63083495,0.93773133
0.36345767,0.83971376
0.53735907,0.47188427
0.30543412,0.64661965
0.46142485,0.59119137
0.4546777,0.38977098
0.32484267,0.86603007
0.53633084,0.32763296
0.55128282,0.36496874
0.35646846,0.62811568
0.51379965,0.67035912
0.53968248,0.58783156
0.3036477,0.57180518
0.56555813,0.73706278
0.42382978,0.69594913
0.34765947,0.56159567
0.48468998,0.65978635
0.41577522,0.57989439
0.386559,0.66974533
0.57440747,0.76306399
0.49569196,0.40680237
0.36184097,0.75665216
0.48870252,0.465302
0.33121378,0.68504201
0.54735084,0.54065215
0.34589585,0.64372245
0.36245959,0.63789854
0.39451201,0.48214704
0.51712656,0.73939547
0.43595639,0.70827693
0.34425596,0.67738617
0.35340374,0.8229005
0.36357114,0.48684341
0.35756935,0.84677777
0.3390573,0.80545132
0.3062035,0.64980351
0.39887175,0.64558444
0.36682083,0.5506232
0.54122199,0.50449743
0.7273428,0.26301634
0.3024478,0.78466523
0.55020446,0.4335566
0.28806109,0.82552936
0.3778934,0.63705971
0.35918016,0.76175
0.59192334,0.73009649
0.21596582,0.6105912
0.64074542,0.60259763
0.49301967,0.49018403
0.47449446,0.41292517
0.5579998,0.473002
0.61652076,0.41908458
0.6183076,0.48499778
0.29374063,0.77873946
0.37633035,0.36340754
0.74834926,0.49449066
0.44679528,0.46556567
0.65335042,0.45759578
0.42267383,0.7355534
0.48301653,0.80098803
0.46746575,0.69338592
0.39460195,0.37294579
0.56597358,0.61789783
0.30088019,0.56634857
0.4608137,0.58869964
0.51059647,0.3087038
0.36014641,0.63554803
0.31096762,0.74482068
0.37658128,0.66846879
0.56710287,0.55847635
0.4113758,0.68099771
0.50077505,0.62447819
0.32856573,0.60053416
0.51850122,0.54505501
0.53476107,0.45093843
0.6237097,0.51972674
0.3327099,0.41288861
0.3970069,0.73826487
0.31551263,0.63365571
0.44389747,0.45471128
0.30531187,0.68465457
0.35402179,0.65596894
0.31403093,0.90998515
0.46088229,0.41365601
0.23442284,0.74392279
0.60782685,0.36408379
0.65364828,0.36609926
0.54443333,0.45604707
0.38795083,0.51615617
0.38893527,0.45722343
0.50453852,0.56188456
0.34323692,0.65242533
0.53686496,0.6438636
0.43212964,0.7439801
0.48549438,0.45336602
0.46005384,0.54817608
0.37563914,0.40988452
0.35125837,0.60593524
0.36780303,0.42105112
0.44327594,0.65413206
0.50943599,0.4675967
0.37604878,0.71959293
0.3216176,0.60246618
0.56899927,0.48785414
0.43697448,0.57872215
0.53630698,0.7876771
0.27157673,0.54000661
0.58595606,0.83199872
0.24661074,0.91969981
0.47488128,0.95502755
0.28000202,0.69047166
0.28285712,0.86155897
0.6424648,0.30196378
0.63785788,0.44564432
0.35790775,0.47327151
0.41372797,0.51365037
0.37511359,0.83411512
0.38069864,0.34660747
0.54582552,0.66447126
0.42114623,0.77902628
0.38231475,0.46449863
0.54612873,0.49307109
0.36381721,0.60970394
0.58655756,0.34191048
0.28333847,0.8037555
0.41651585,0.52168131
0.49619966,0.49189006
0.46524498,0.408799
0.4933505,0.43585364
0.39706282,0.46644815
0.38834299,0.73978666
0.30956813,0.77685889
0.36830458,0.43427562
0.49155702,0.6187594
0.41472048,0.56378369
0.44503614,0.59021274
0.39904031,0.54448091
0.33950841,0.50541314
0.41628869,0.54288308
0.39947017,0.68211117
0.55013982,0.42143193
0.39978027,0.53625877
0.46842135,0.68493691
0.33865198,0.66684143
0.31873496,0.35793075
0.45496244,0.84594059
0.26935078,0.56326334
0.41702901,0.65586822
0.39002331,0.74017554
0.39397153,0.45200081
0.42906144,0.59796444
0.38724508,0.59095633
0.39373225,0.76050341
0.27531576,0.92161367
0.42936516,0.61725824
0.35849694,0.58518496
0.47631158,0.62865378
0.40392222,0.64051606
0.50564222,0.48346241
0.46759872,0.48161671
0.28925828,0.68873401
0.29672224,0.7187204
0.45033597,0.296441
0.64217266,0.42796293
0.37783864,0.88861959
0.48730776,0.49054628
0.47891343,0.65129633
0.5016738,0.36494241
0.48512388,0.6884168
0.50854046,0.66898904
0.32770044,0.58300333
0.45068739,0.494027
0.39716854,0.62905419
0.32123871,0.70049389
0.47254777,0.44394844
0.38296462,0.87396348
0.44800264,0.84831993
0.42419615,0.8179567
0.38341094,0.42222119
0.48604827,0.55584781
0.37595615,0.66602602
0.32176563,0.60744121
0.61029266,0.77026897
0.34296105,0.79805489
0.37364004,0.41740929
0.36178299,0.6907377
0.6668427,0.49655983
0.64467707,0.50111496
0.31103157,0.47402592
0.38931786,0.43781942
0.72309634,0.31055763
0.73175248,0.43571162
0.46440658,0.67367828
0.42789728,0.58673218
0.51446506,0.61125571
0.32020127,0.77408871
0.48924849,0.65160074
0.52289782,0.45601527
0.41038369,0.5773204
0.37034735,0.45355834
0.4458391,0.47444339
0.45673222,0.53380625
0.29796997,0.80856161
0.52394492,0.76767964
0.39188376,0.84981391
0.38763205,0.53437325
0.40284106,0.653074
0.48857236,0.37567216
0.38888917,0.51420669
0.33314827,0.47011175
0.43429548,0.63934517
0.33990238,0.90676844
0.50479094,0.40241002
0.39181517,0.5210963
0.46591471,0.4685198
0.47527316,0.47574015
0.43271742,0.5457023
0.35501912,0.52398377
0.37144718,0.79592017
0.32137599,0.79453161
0.59061062,0.45900533
0.58208646,0.36495712
0.44603665,0.59271537
0.47932959,0.65966153
0.32086337,0.45553505
0.41020906,0.7713646
0.52933967,0.35557595
0.43779694,0.77632343
0.53383566,0.38893388
0.40692005,0.55576151
0.49545073,0.64423466
0.33900276,0.76870542
0.53410548,0.39443341
0.5020327,0.57290265
0.32577707,0.67522055
0.38407576,0.53153951
0.45674466,0.77671431
0.3727254,0.71929179
0.52826409,0.31935699
0.36537406,0.60007511
0.40381173,0.49536899
0.38183809,0.64327794
0.44100026,0.68325035
0.49316019,0.78960187
0.41930141,0.55840463
0.37995497,0.51560938
0.32475587,0.7416563
0.54243306,0.597504
0.33288359,0.63568271
0.33677147,0.63949077
0.58645679,0.58104353
0.61448559,0.94970403
0.43823351,0.58512699
0.36635248,0.85066294
0.39864192,0.54404839
0.47338024,0.60726972
0.6383388,0.31709891
0.58858522,0.52502254
0.29456798,0.71094809
0.57775599,0.42532844
0.50518957,0.50222618
0.51301735,0.51397382
0.52448953,0.60099439
0.26859836,0.62364343
0.58997369,0.67886865
0.22068047,0.75019817
0.2657669,0.72767396
0.5458841,0.68549837
0.264714,0.87385006
0.54780519,0.44046176
0.48175795,0.33027644
0.37243494,0.63312678
0.46585836,0.45233441
0.35526024,0.69659725
0.33321669,0.45276337
0.47973991,0.6640792
0.33825068,0.70832002
0.64385951,0.38493067
0.35506198,0.48131101
0.3618501,0.77109781
0.48980098,0.62831582
0.32309103,0.68960612
0.443502,0.33370768
0.3613809,0.89708255
0.40931342,0.53193519
0.41303787,0.68397877
0.36061167,0.57391182
0.36398935,0.71786693
0.39943929,0.73242019
0.36611329,0.69977972
0.30896183,0.58076248
0.70045773,0.62110974
0.35414173,0.54257991
0.26765589,0.64901566
0.54015813,0.3428805
0.2805498,0.77732252
0.2998466,0.90105541
0.46590824,0.39992982
0.29551421,0.63178638
0.38727605,0.97150175
0.35796961,0.90145162
0.56420028,0.30057102
0.27884753,0.7338756
0.37865194,0.51525984
0.35478389,0.77548587
0.461245,0.77671409
0.53999982,0.23928842
0.3601007,0.60635853
0.27017909,0.81231466
0.31524787,0.84161744
0.39205033,0.53645765
0.34783714,0.79539422
0.64869676,0.66520101
0.58830375,0.65234376
0.36273756,0.44033965
0.653876,0.43118701
0.35400275,0.803842
0.27443413,0.62738516
0.41310011,0.74695037
0.37568411,0.65278383
0.4101372,0.421128
0.30249083,0.59935993
0.42223544,0.59971196
0.24825135,0.73705244
0.50651162,0.56394599
0.30980832,0.70844042
0.41845368,0.81914977
0.44730887,0.51672173
0.33039671,0.47677213
0.26616241,0.70029787
0.31265297,0.61716288
0.64251864,0.69606087
0.32863075,0.4965603
0.4273928,0.5046157
0.65741846,0.50924768
0.62274566,0.46110888
0.31401587,0.61379788
0.41709065,0.77812341
0.45199128,0.4026102
0.50494814,0.39169455
0.33939158,0.65563923
0.6008892,0.58957438
0.50227095,0.5784623
0.3032755,0.82271028
0.42640081,0.68655688
0.35234106,0.69009762
0.42065231,0.58078034
0.31652242,0.62177161
0.71315523,0.2726602
0.49933124,0.60061179
0.35970495,0.51214954
0.32777766,0.83806013
0.37349872,0.68050577
0.3694689,0.70318456
0.32038266,0.84271763
0.37989154,0.74659978
0.45348159,0.39695089
0.44268307,0.53353725
0.54953802,0.53261133
0.40470259,0.57415531
0.43005594,0.37099074
0.66606565,0.32080933
0.31556396,0.95289157
0.40204291,0.82172128
0.48192939,0.35387585
0.3933293,0.65633961
0.42195063,0.45532987
0.43014352,0.82473246
0.39029202,0.8184329
0.36117729,0.93192056
0.46949567,0.41129588
0.37059084,0.67183403
0.49717757,0.57847137
0.25616927,0.67533004
0.31922907,0.56503807
0.28703149,0.88970124
0.35583786,0.80454455
0.38670764,0.58562315
