lambda,theta
0.34399043,0.69012322
0.35960962,0.52090516
0.33559084,0.68544531
0.25891012,0.85676105
0.38401796,0.92446136
0.32213317,0.83680713
0.29430162,0.78776236
0.41734962,0.76221728
0.33005539,0.85845811
0.2321942,0.84350554
0.761309,0.43113498
0.51912108,0.43748089
0.28147313,0.81736286
0.29536695,0.78744113
0.54468798,0.35587198
0.34521257,0.81602193
0.5427497,0.43142967
0.62302162,0.62103195
0.66356338,0.65917258
0.36456966,0.62003562
0.6676731,0.48080779
0.44074565,0.3582589
0.34695622,0.87413666
0.36231097,0.82553485
0.5028505,0.44231332
0.48277011,0.5014335
0.44079001,0.47842097
0.32144389,0.60559637
0.46369571,0.37765828
0.63382916,0.38264069
0.55647595,0.41733315
0.28707441,0.58351954
0.36933874,0.75372928
0.31523289,0.54526577
0.58951896,0.45569549
0.34336436,0.71038266
0.31399869,0.68655145
0.49255746,0.59808241
0.26400794,0.56010346
0.6357216,0.65143671
0.33821038,0.42761737
0.49554717,0.8742115
0.38944386,0.47941589
0.54322254,0.58806706
0.34550689,0.75814345
0.46143157,0.74014287
0.36806911,0.70045388
0.29627205,0.69281172
0.60613366,0.34968067
0.26553962,0.57322171
0.30783927,0.71591519
0.40394819,0.59334342
0.34198463,0.51773071
0.46041001,0.64769863
0.46581839,0.79063522
0.33386991,0.90900424
0.28387883,0.8572755
0.44260575,0.69960696
0.59733408,0.80387311
0.44488306,0.37656024
0.3248031,0.77035341
0.42485044,0.53374865
0.41641606,0.64513748
0.30869012,0.73827359
0.53283699,0.35908641
0.62567056,0.33435463
0.83559883,0.49820701
0.51572144,0.30631424
0.37352316,0.62148036
0.35651066,0.75785122
0.37123255,0.63532543
0.52641167,0.50929631
0.39051709,0.51239504
0.4862286,0.74716936
0.35724176,0.36960516
0.46829721,0.83441226
0.51120485,0.50970589
0.27774096,0.78458809
0.40810173,0.7754311
0.49666133,0.73501155
0.41272068,0.66838098
0.3896808,0.62703476
0.34521112,0.54847415
0.36182682,0.58508405
0.49386752,0.48698271
0.52679089,0.53928113
0.36458533,0.69856602
0.3489233,0.71791176
0.37183276,0.62337187
0.38655207,0.65192451
0.3826914,0.74167959
0.5096848,0.6410715
0.26395274,0.94925071
0.63986777,0.37552823
0.75114718,0.40085913
0.35635479,0.66697135
