lambda,theta
0.46644167,0.37810322
0.43025006,0.68650559
0.40057204,0.73231513
0.38243343,0.64533079
0.2785981,0.69185088
0.33639605,0.64600582
0.41677289,0.52415561
0.32698467,0.54854536
0.35886501,0.65926411
0.312732,0.75954156
0.4274161,0.79705702
0.2888559,0.51389228
0.34921756,0.61631622
0.31150013,0.76980694
0.32276957,0.76831565
0.27139301,0.50171679
0.36946162,0.80257108
0.36335734,0.58038013
0.26825562,0.66350846
0.3192324,0.57728722
0.32788366,0.52051656
0.34589969,0.39751761
0.46697731,0.53853428
0.44894799,0.50601207
0.32055699,0.68798629
0.41427236,0.67382139
0.46401459,0.42019862
0.49919509,0.57059088
0.32491456,0.54140832
0.35088872,0.88209334
0.25983561,0.60721455
0.28179407,0.59164834
0.30988398,0.66610297
0.31814595,0.63991533
0.36328511,0.90809937
0.34726168,0.92284851
0.22410761,0.70336393
0.29210017,0.56318658
0.26985587,0.60461853
0.27728224,0.81281278
0.37458726,0.59766771
0.35541107,0.71109759
0.29452109,0.52531657
0.33919886,0.71686463
0.24218101,0.79250076
0.45698835,0.44798723
0.44953428,0.54042046
0.31341231,0.82859457
0.25200797,0.63503892
0.3693699,0.77086582
0.28117549,0.50762346
0.41417163,0.68131973
0.53271086,0.58357051
0.35347153,0.7755306
0.36986871,0.48797534
0.29853342,0.68058345
0.33266141,0.69759187
0.43473343,0.23552701
0.20460613,0.87527221
0.5409621,0.49898829
0.52798994,0.41989677
0.38183965,0.58857949
0.36428479,0.66995915
0.30286255,0.66732272
0.33999515,0.52712124
0.29123209,0.34615076
0.32418686,0.74917682
0.38016412,0.34116561
0.41228169,0.62191583
0.31465155,0.38431673
0.39454663,0.57203253
0.27927917,0.55598794
0.26730032,0.49198737
0.31835256,0.78685031
0.36204838,0.88133335
0.2787428,0.47029009
0.31118003,0.65762309
0.34893738,0.42594065
0.3100102,0.52837665
0.32421157,0.6615169
0.34142174,0.46539676
0.27557391,0.51085115
0.34833331,0.55501078
0.24967328,0.54527701
0.26104416,0.58201317
0.40132974,0.71337493
0.31205249,0.56851751
0.3373502,0.83605947
0.34163327,0.83113004
0.21887964,0.89362575
0.37141687,0.89166782
0.27744326,0.86657655
0.35125028,0.73409669
0.20707694,0.73556177
0.30353401,0.64492793
0.31272615,0.6849096
0.33449568,0.7481756
0.27772389,0.74943561
0.35573666,0.74255877
0.32180451,0.57426108
0.36688989,0.61666409
0.29920211,0.56562702
0.27632212,0.48256669
0.27404847,0.64304209
0.27531848,0.71010472
0.25487988,0.75264264
0.33210422,0.5014957
0.31591346,0.80846223
0.25312976,0.43120853
0.27915424,0.65773108
0.29528852,0.53403095
0.21701269,0.77433142
0.41610222,0.37990135
0.46693946,0.60381343
0.30511248,0.50888623
0.37910261,0.70856586
0.39195065,0.93161242
0.3442867,0.62473028
0.43113212,0.62316212
0.38504748,0.602475
0.26498893,0.81307593
0.30531859,0.76053898
0.26781469,0.49940869
0.2637933,0.57073691
0.27632958,0.52297217
0.42794639,0.63934447
0.38905331,0.49055672
0.40202923,0.92949444
0.41684786,0.85467241
0.40282405,0.53428492
0.36214488,0.79253213
0.30525815,0.46348429
0.26246008,0.72875028
0.38461311,0.46803467
0.38586485,0.70478857
0.29959236,0.60616689
0.30228694,0.56029113
0.31768746,0.78391476
0.44537921,0.67660328
0.34209845,0.49049439
0.36451717,0.6990582
0.35491731,0.76625402
0.32577079,0.52424733
0.33417979,0.60874092
0.40843441,0.51427782
0.34274006,0.54748581
0.32054049,0.6880264
0.36305058,0.69726655
0.31154633,0.54547078
0.30166846,0.55293216
0.38925095,0.61733658
0.32171516,0.81527163
0.30340643,0.48859082
0.30025342,0.75286998
0.34359273,0.57340368
0.35502459,0.819971
0.31764221,0.68366785
0.26901807,0.71062266
0.37249134,0.54843923
0.34787136,0.5163381
0.40157874,0.55090936
0.50585348,0.50912458
0.30626614,0.82672984
0.472137,0.63055248
0.30389974,0.62791042
0.39595258,0.81250026
0.32708621,0.54977042
0.37622707,0.72310889
0.34171522,0.87381552
0.42275281,0.42837656
0.3325588,0.69725544
0.38673784,0.74868602
0.39900957,0.83885919
0.28334138,0.7538619
0.4189919,0.63064431
0.38288473,0.67263174
0.34064654,0.57986773
0.27842739,0.62990668
0.50860483,0.55833047
0.62291945,0.23694834
0.40817997,0.48894773
0.28869142,0.57788353
0.34885684,0.70334762
0.27955724,0.66844686
0.3023967,0.54369785
0.25228269,0.71333789
0.42602797,0.48016456
0.36409322,0.71387087
0.30056709,0.71337332
0.3170015,0.57184769
0.38613215,0.78333769
0.2868214,0.52065815
0.25403655,0.66435507
0.49924842,0.61343625
0.28498032,0.66691148
0.39027808,0.53915893
0.27645308,0.58078618
0.36789938,0.93830707
0.30757847,0.96917886
0.25779237,0.9189808
0.35035138,0.57081542
0.50427244,0.41764223
0.48504904,0.48012596
0.52735074,0.49942742
0.24407201,0.7004495
0.32172618,0.80852436
0.32884646,0.78389526
0.33685349,0.62119674
0.28358057,0.57918832
0.32029228,0.7793172
0.29580852,0.54321805
0.26825533,0.76899886
0.28366877,0.71587727
0.43250263,0.61197301
0.30951229,0.62233606
0.23864267,0.71351556
0.30362795,0.66156931
0.3643015,0.62065694
0.42679861,0.87384598
0.23919969,0.6089811
0.37694725,0.69939717
0.28130923,0.70122742
0.28771902,0.80897344
0.25690735,0.95086958
0.31683627,0.47404015
0.31197478,0.53508938
0.33226202,0.94893532
0.24348068,0.6665432
0.40220607,0.69854496
0.21445691,0.84399451
0.28512782,0.51254114
0.32564048,0.45188096
0.40111835,0.47319148
0.29390132,0.63791515
0.23560391,0.64958662
0.34535042,0.8442048
0.26633288,0.81852786
0.3361576,0.8037303
0.24784424,0.78103495
0.36828866,0.63567403
0.28759349,0.62464096
0.4719694,0.5333045
0.25115794,0.72476961
0.42266017,0.51408776
0.22722465,0.88878622
0.25917219,0.96538788
0.27702274,0.92197981
0.3508106,0.618744
0.29948083,0.82222296
0.428534,0.80585995
0.24892499,0.58422154
0.33487967,0.69119078
0.31870276,0.51804732
0.35470697,0.76956877
0.33980164,0.48800131
0.39883808,0.71080807
0.35380409,0.91748479
0.28457149,0.37767316
0.40581783,0.82034937
0.27092764,0.91492961
0.32594107,0.83769206
0.27703475,0.71210589
0.29570929,0.52642977
0.36425896,0.73739997
0.26365353,0.84695253
0.3435819,0.84727193
0.38759753,0.95109027
0.30398893,0.90500258
0.33106095,0.75463268
0.38964871,0.43043331
0.27117407,0.89551399
0.33126913,0.52778034
0.41279663,0.78476386
0.32971694,0.74617143
0.28976753,0.71469039
0.31295475,0.73014911
0.36987248,0.6915702
0.30933391,0.57312036
0.31260015,0.69333278
0.31459071,0.65940243
0.39927908,0.54886981
0.3841212,0.5106195
0.36402579,0.51340181
0.34186407,0.71743526
0.42346674,0.5171989
0.26148047,0.70943187
0.23809488,0.62095072
0.41575258,0.48036527
0.30795035,0.63208478
0.44836806,0.77268745
0.24853831,0.6334929
0.41106889,0.58775079
0.25246853,0.88613841
0.36743148,0.68927965
0.26265791,0.68885517
0.30523833,0.66823039
0.30237685,0.58013782
0.32138589,0.48791178
0.30701778,0.76926577
0.37517989,0.64533486
0.44396394,0.69095645
0.3566348,0.81497273
0.46059715,0.36795127
0.52068833,0.45414047
0.32959244,0.50980895
0.31367747,0.59306093
0.26936622,0.6236406
0.44351259,0.63260893
0.37509399,0.615489
0.53310734,0.39719139
0.58968362,0.54269046
0.32597821,0.5334233
0.31148105,0.63278236
0.3266404,0.51772919
0.36912716,0.82382011
0.36149382,0.96343677
0.3496684,0.61943746
0.23653373,0.74848883
0.34576366,0.86523576
0.44496611,0.55081079
0.35382979,0.51003011
0.26448645,0.61601997
0.25603269,0.59860588
0.38721889,0.73844552
0.34693723,0.59982507
0.29690191,0.64816933
0.32267797,0.5565188
0.30953476,0.70288137
0.27684839,0.72654835
0.26369765,0.65743874
0.43948668,0.47977567
0.30778055,0.68890202
0.37253134,0.50650243
0.41982365,0.5610216
0.46211858,0.30270652
0.21098667,0.84184135
0.38050381,0.88578
0.33095546,0.90289345
0.33503754,0.51562575
0.28173367,0.67823036
0.30976351,0.63279547
0.40795964,0.45724942
0.3095809,0.88943585
0.36283463,0.53337684
0.27916744,0.85801746
0.30388159,0.74219894
0.29310587,0.78651277
0.31851132,0.80362454
0.36879585,0.43074958
0.35260005,0.63269033
0.31027991,0.59822571
0.32755067,0.71444525
0.38514181,0.5571943
0.37129194,0.56730406
0.31983798,0.3954688
0.39894837,0.30629595
0.2775996,0.96281184
0.32836932,0.97848655
0.2479622,0.52074585
0.46231548,0.58407693
0.2141759,0.82935651
0.21853626,0.77685975
0.35880674,0.66093024
0.34565897,0.63494279
0.34083468,0.56396494
0.40305539,0.53790916
0.37624866,0.41792701
0.35119555,0.60707553
0.20137409,0.66373893
0.19108149,0.6666105
0.41860293,0.88759577
0.4450611,0.85739822
0.49294366,0.7717747
0.34061032,0.47170807
0.39322295,0.49415405
0.36419993,0.48058528
0.50365085,0.43769944
0.42696115,0.54802749
0.31350539,0.62698713
0.2567257,0.77605915
0.33692035,0.8190757
0.31163499,0.463437
0.33279335,0.80368337
0.34683686,0.46687914
0.38039761,0.6792078
0.31361681,0.7785929
0.3466433,0.64016651
0.33261241,0.77260226
0.35966422,0.48099027
0.24882152,0.61131756
0.30235202,0.74528194
0.31218164,0.36896023
0.3519717,0.39856548
0.2974083,0.94758875
0.3327202,0.48287854
0.41466939,0.81111127
0.38193871,0.64384124
0.43362139,0.7841468
0.32155054,0.39644186
0.45422999,0.71824482
0.32462371,0.86840664
0.38572515,0.83311382
0.32625549,0.9696968
0.28895117,0.74206946
0.3181,0.78667844
0.30022067,0.92763366
0.2581991,0.9090998
0.39841234,0.37362008
0.30658835,0.85350694
0.30963183,0.85881567
0.37547405,0.62209881
0.27073652,0.86845335
0.44580431,0.5671983
0.46871312,0.69534265
0.33648447,0.77009332
0.36250595,0.714549
0.33022373,0.82102185
0.28567637,0.43264675
0.38847783,0.54262484
0.33567252,0.58875702
0.39345331,0.61419868
0.4271667,0.55283785
0.36486875,0.73459302
0.31122858,0.64270744
0.34401682,0.690952
0.32475099,0.57452812
0.31323085,0.60427059
0.35554231,0.67346642
0.29836363,0.7476582
0.35995868,0.4364475
0.31911971,0.88644391
0.36990482,0.75019237
0.26710286,0.53551787
0.42560438,0.67178007
0.22536149,0.92552749
0.38853073,0.50453634
0.32688789,0.35077807
0.33271713,0.48749238
0.28397519,0.66993126
0.42051923,0.69451031
0.38149288,0.66481194
0.2246452,0.62138122
0.38559081,0.76900148
0.36858075,0.78330233
0.29338305,0.7590188
0.46660657,0.36833095
0.26922508,0.86183358
0.29037898,0.48492084
0.39953212,0.75897049
0.28614804,0.62524566
0.25969951,0.81272913
0.31651011,0.92131166
0.43287308,0.50623068
0.31587406,0.49435836
0.27230087,0.6008056
0.30989674,0.57047546
0.37577023,0.58386573
0.32290869,0.66523425
0.38000474,0.65644105
0.32288937,0.66240434
0.28536558,0.70984887
0.31210851,0.50861546
0.50603965,0.77941653
0.4211507,0.78177416
0.23377614,0.7268072
0.40939608,0.58150183
0.3219807,0.38521146
0.31535607,0.49234678
0.3741205,0.54360351
0.35920986,0.63188351
0.31773359,0.61256224
0.2976288,0.58757856
0.26907889,0.43917689
0.33399274,0.69305566
0.35169304,0.46535889
0.35481254,0.82968615
0.30557443,0.91751205
0.33527381,0.9352421
0.28459523,0.67937332
0.38199529,0.65007943
0.47899566,0.47691105
0.37661852,0.4720146
0.33428238,0.518223
0.32754884,0.63348883
0.32223949,0.68295243
0.29923469,0.45137131
0.37539124,0.91107054
0.26871876,0.34983383
0.27703424,0.37673974
0.26928212,0.79840629
0.37854568,0.53901524
0.36278538,0.80783097
0.36272226,0.80241318
0.31436007,0.707417
0.32792318,0.29814892
0.40830124,0.61485341
0.26478141,0.60268688
0.39700982,0.40528955
0.50840219,0.28606152
0.37879304,0.45698468
0.235755,0.86319096
0.41892381,0.60146652
0.42364608,0.57425827
0.30784825,0.60773383
0.33544048,0.76326474
0.34465857,0.83450379
0.25853667,0.63153653
0.32349441,0.60681566
0.32889927,0.78476744
0.25758001,0.67236731
0.22112312,0.8027766
0.35603781,0.75420098
0.20523653,0.73534443
0.34551667,0.89350517
0.33018945,0.85591801
0.3505961,0.34944782
0.26786056,0.80502925
0.28484525,0.70017955
0.25148048,0.82177989
0.44558381,0.41092835
0.25941857,0.67967444
0.33462304,0.71841613
0.36032894,0.71749087
0.26370725,0.43061778
0.29240587,0.64518758
0.32505046,0.62385288
0.34713171,0.72148391
0.3182931,0.78075365
0.35585298,0.67191711
0.35823576,0.82913472
0.35288331,0.74423076
0.31515955,0.51121049
0.32408532,0.70665883
0.38964019,0.6902877
0.38856979,0.75697772
0.27341107,0.65290982
0.40949436,0.84012217
0.33336615,0.66861416
0.36792897,0.72141582
0.31735758,0.64274823
0.30843294,0.53709526
0.34714795,0.72173049
0.27624716,0.61604172
0.28297896,0.60453666
0.35036187,0.60953834
0.3678402,0.63661073
0.35428804,0.85506357
0.35300997,0.48023342
0.29638038,0.81430458
0.38599228,0.46659726
0.34342079,0.67071566
0.4701756,0.44789134
0.34306713,0.77390038
0.31596174,0.64058449
0.26683396,0.71285846
0.37546502,0.75002478
0.36380092,0.77002162
0.42570743,0.36610861
0.35753054,0.63023757
0.40636525,0.75756098
0.43209848,0.70154871
0.340815,0.52418065
0.32128101,0.5677373
0.30345637,0.57451078
0.36160769,0.3499506
0.27836593,0.64291851
0.39371258,0.57201778
0.27057467,0.57957593
0.33298648,0.41386182
0.35458102,0.5773173
0.36423851,0.7123896
0.29224404,0.58357594
0.24556409,0.69167769
0.39670558,0.45803501
0.33528393,0.8810593
0.43480739,0.72415493
0.31495036,0.7386206
0.24620215,0.72180376
0.35916086,0.44603756
0.30969746,0.69173986
0.46642716,0.81851357
0.23736331,0.77165517
0.44484364,0.57176282
0.31322516,0.7347577
0.67267713,0.33857145
0.54777883,0.3214952
0.45562864,0.66658475
0.38544713,0.51988703
0.31016568,0.71166617
0.34061248,0.87962625
0.27756571,0.75733332
0.25519849,0.58678259
0.50320001,0.54692092
0.29585065,0.61547098
0.28274886,0.90646489
0.52214943,0.6553612
0.36042879,0.59902522
0.33409564,0.75815979
0.37348157,0.53807161
0.35393474,0.56904117
0.47298535,0.49021942
0.48506103,0.6379178
0.27228931,0.77147857
0.29271138,0.52390719
0.3413801,0.6314823
0.28233295,0.6912334
0.25905641,0.83120918
0.47675293,0.37365503
0.38161334,0.62359188
0.39024461,0.39110081
0.41795768,0.81598062
0.32430503,0.85040084
0.32760923,0.70926133
0.417726,0.69198018
0.23555579,0.61979971
0.30357295,0.47973454
0.30669174,0.55431841
0.33484121,0.51393766
0.31699972,0.58704708
0.28888353,0.50423372
0.4485271,0.7836511
0.25212239,0.87262975
0.52983488,0.45435841
0.42943247,0.3637013
0.43620111,0.37536766
0.34511838,0.63201916
0.31292119,0.77739446
0.39055116,0.51310747
0.4200139,0.57615742
0.2888731,0.68188399
0.29776056,0.8807605
0.23937876,0.70632725
0.39580748,0.63845742
0.30047518,0.83226111
0.33641756,0.9410143
0.43176737,0.6027841
0.33238205,0.64352889
0.36364852,0.64900941
0.40731878,0.758731
0.26813234,0.89395512
0.28666236,0.86995569
0.39203395,0.4815159
0.38140922,0.59260924
0.31189971,0.69564019
0.28151332,0.62476525
0.31130256,0.72718331
0.41781681,0.56395815
0.33034626,0.6316638
0.34092347,0.65161983
0.29477844,0.52623512
0.33705685,0.55723747
0.30876344,0.4867692
0.37202178,0.63709693
0.35255272,0.64474517
0.32073791,0.73418931
0.35012115,0.59575664
0.29696179,0.84289355
0.29815848,0.91296749
0.3740185,0.36017496
0.42076713,0.83570736
0.40574155,0.82853935
0.33407449,0.42322826
0.33069869,0.93966146
0.34094593,0.61202682
0.32813288,0.72208897
0.30022179,0.44991566
0.32228685,0.51536359
0.40875433,0.53577543
0.29401426,0.82788292
0.37321022,0.77164114
0.38711998,0.59902536
0.31892037,0.78649007
0.26024455,0.84137892
0.40981142,0.38679642
0.41700036,0.40820133
0.38998113,0.27477489
0.3407025,0.806104
0.21811124,0.61713773
0.21668311,0.63112552
0.3168051,0.81375844
0.31667831,0.39902593
0.32388683,0.62372424
0.36327525,0.54591737
0.26111614,0.8314436
0.35503579,0.64457202
0.38058108,0.58212865
0.36063681,0.52143472
0.27382151,0.70509843
0.36608045,0.75280287
0.45812545,0.56757432
0.32600011,0.52639319
0.37363645,0.58484248
0.21851167,0.94938415
0.23125471,0.94300461
0.36158107,0.91250353
0.29532217,0.55093195
0.36868069,0.72266669
0.2899024,0.72861248
0.30580926,0.81805494
0.32944128,0.89854989
0.29509243,0.87674829
0.38008796,0.625926
0.29250179,0.54134405
0.4539358,0.60865909
0.3275667,0.724273
0.32331261,0.64913785
0.28773981,0.65038994
0.45280459,0.64935049
0.32591237,0.80997943
0.26619512,0.82448294
0.34228757,0.79706478
0.4401023,0.52844012
0.33077722,0.57325333
0.34193313,0.52778268
0.33621506,0.87641114
0.29843808,0.75823487
0.2777847,0.78375398
0.29571991,0.75846094
0.35996423,0.81473926
0.35640667,0.79503212
0.35586943,0.66923432
0.34568266,0.47129198
0.30529697,0.82654026
0.35037527,0.96839893
0.309392,0.96580777
0.31545173,0.88809046
0.31043665,0.49298005
0.23080399,0.74098015
0.50699902,0.58077224
0.49413806,0.59915886
0.40761732,0.53860412
0.34896578,0.54915924
0.23393155,0.83745297
0.47320042,0.50230673
0.41391787,0.46804683
0.40654934,0.5784763
0.30655969,0.61992874
0.36813551,0.67141433
0.3492567,0.48986137
0.25521344,0.58497142
0.25910261,0.63476548
0.401917,0.46690502
0.36038048,0.51852902
0.42882493,0.28844747
0.50912295,0.50328331
0.21758427,0.74902648
0.28834524,0.86328601
0.38138477,0.4837116
0.29556738,0.78928472
0.27072258,0.73455432
0.40472942,0.64296929
0.27021433,0.59833033
0.36919818,0.58522395
0.27091441,0.64723562
0.30893992,0.61736893
0.37073409,0.5098977
0.35160901,0.75329096
0.27419911,0.92420366
0.38044462,0.91764779
0.3151323,0.45180668
0.30982358,0.77496267
0.24871996,0.3992862
0.26690831,0.25692938
0.2936356,0.61482079
0.27134592,0.51410282
0.27609142,0.63652847
0.33664385,0.58003917
0.32647317,0.5715681
0.34753663,0.51211746
0.42368144,0.55495158
0.28999657,0.81487772
0.21724514,0.71127742
0.22472668,0.75368383
0.47127183,0.47581365
0.40195976,0.72344249
0.61888556,0.36099322
0.45484582,0.29343905
0.25064115,0.8480772
0.35570621,0.4972559
0.27825817,0.60862993
0.39611567,0.55719355
0.38948996,0.64370944
0.28700351,0.57092177
0.31472392,0.47287442
0.4110205,0.74031906
0.38795931,0.75345166
0.39307814,0.80613287
0.28525331,0.55890029
0.37239985,0.52805748
0.35670968,0.37423144
0.36220834,0.7082716
0.33271836,0.56954776
0.35201451,0.60997224
0.34354685,0.62190959
0.35356232,0.63777875
0.30530874,0.61833316
0.36944321,0.79742948
0.36488369,0.68737049
0.24578579,0.90950185
0.55881797,0.31882351
0.30228688,0.50336758
0.34199871,0.68668609
0.3296183,0.55791885
0.26719963,0.82838026
0.26495648,0.4658374
0.3130262,0.70768761
0.40845283,0.68452163
0.28160813,0.67733342
0.36955125,0.61145306
0.39033942,0.71779617
0.39075311,0.64408822
0.2858115,0.57503145
0.373869,0.78877134
0.2330227,0.79414548
0.51496353,0.6813776
0.2720303,0.62438529
0.35069359,0.54023371
0.45027963,0.42457354
0.24575015,0.75731511
0.42183155,0.35975971
0.45416871,0.58017986
0.33873608,0.65827395
0.33650982,0.52617541
0.37335889,0.46905537
0.33745617,0.64606621
0.33122999,0.45518733
0.31982682,0.69216768
0.43519692,0.73904214
0.19879454,0.59894255
0.27448429,0.65780637
0.35356,0.67612516
0.25065188,0.44323874
0.29634803,0.87188469
0.33032472,0.52385876
0.32339705,0.67570628
0.30683127,0.80944451
0.34541631,0.46981881
0.28826231,0.83244057
0.30431793,0.60815457
0.27488641,0.81319423
0.27425999,0.73225348
0.31978015,0.72008897
0.36293769,0.55971955
0.29896505,0.67951572
0.30585475,0.74325683
0.28459252,0.46503497
0.32326147,0.79619923
0.34947713,0.42974824
0.28078635,0.90989403
0.30692685,0.41772367
0.25567393,0.78078069
0.36820801,0.46055211
0.40277451,0.65664998
0.27852545,0.57235504
0.29850057,0.87971814
0.41099981,0.31953688
0.35405377,0.90484142
0.3009731,0.53529965
0.32227999,0.70497554
0.39172243,0.65039095
0.44214193,0.89288028
0.23929962,0.43901036
0.29474957,0.65145388
0.32893665,0.78536247
0.37707166,0.66442792
0.48081626,0.48449476
0.30136359,0.66278279
0.33753559,0.71513977
0.32398987,0.61181311
0.43167011,0.59117648
0.35811455,0.55699479
0.35019098,0.76248844
0.27748159,0.64265236
0.46719763,0.4129767
0.30363921,0.56169183
0.32604265,0.60547579
0.27874677,0.7887596
0.3550309,0.73203856
0.25503849,0.59805164
0.30078153,0.87767325
0.26937797,0.82569823
0.23895925,0.94017796
0.2938378,0.79282196
0.40003121,0.53907262
0.4661734,0.59674594
0.35142705,0.42492332
0.45849924,0.653387
0.42828716,0.42011845
0.25869774,0.8901573
0.43629519,0.59983142
0.35890579,0.44814379
0.26010201,0.85274179
0.42474844,0.49341968
0.26628164,0.77245071
0.41576229,0.35676994
0.32626071,0.78947004
0.38014476,0.74729685
0.33223269,0.52707565
0.49535081,0.4823833
0.24770774,0.60537196
0.3742559,0.66447069
0.34502617,0.44355462
0.29359293,0.75979763
0.30827753,0.81817011
0.33017055,0.85050187
0.43154076,0.82238063
0.29691545,0.74440614
0.37680819,0.54905436
0.34534875,0.66575799
0.40942532,0.47969662
0.3997884,0.63848086
0.32194855,0.62678695
0.3294672,0.67829954
0.41557205,0.52321636
0.39451487,0.66022868
0.42958,0.52553438
0.37337936,0.5654695
0.40697079,0.50857203
0.39049073,0.56235905
0.24636744,0.65521344
0.22120934,0.72502109
0.2356261,0.70627725
0.32988872,0.55244748
0.35395791,0.73112474
0.34861397,0.68232472
0.35444085,0.60003547
0.29693707,0.64387047
0.31834429,0.78329491
0.24376836,0.58582443
0.30333854,0.67809445
0.32940555,0.66927582
0.40635567,0.58697644
0.26598612,0.565152
0.24285185,0.57668917
0.30653982,0.57142817
0.34889204,0.66023859
0.32798282,0.51918883
0.35448321,0.49411171
0.33097172,0.45891237
0.42406086,0.47001454
0.32155775,0.41700063
0.30115773,0.81912711
0.4850127,0.84058859
0.23765161,0.57472136
0.2789247,0.47153441
0.25453628,0.56856557
0.26096251,0.56819908
0.35236238,0.55544699
0.45038887,0.64786189
0.31090567,0.55523082
0.38385445,0.69542458
0.3505669,0.6588123
0.33815991,0.58658432
0.4316694,0.32874612
0.2486478,0.85891941
0.26582951,0.836687
0.32438085,0.58496889
0.32939244,0.67906679
0.45374942,0.41043825
0.46308535,0.34452834
0.34824441,0.76758928
0.38198808,0.56794308
0.46519776,0.52454109
0.35151248,0.46958264
0.37833615,0.68095019
0.34073572,0.61370375
0.29559491,0.63466222
0.27805419,0.81011106
0.34065787,0.62086517
0.34608123,0.58614167
0.44198035,0.73730645
0.31885798,0.83257993
0.30724547,0.61912646
0.38410067,0.74252764
0.35228647,0.60696048
0.33381885,0.51853197
0.37939982,0.88459448
0.26455345,0.91424789
0.51691923,0.2812497
0.31674093,0.60818154
0.26636804,0.71409864
0.43914864,0.30556692
0.46437226,0.2448393
0.26545374,0.68070927
0.27574905,0.85807772
0.37424636,0.44985178
0.36057336,0.39114378
0.36404697,0.30353896
0.29628812,0.82715856
0.36425879,0.64009439
0.31875328,0.77735885
0.30563419,0.75504047
0.37417819,0.59299064
0.30873222,0.75326281
0.44803418,0.67353706
0.32062418,0.48899248
0.36664654,0.77340639
0.46385816,0.83586676
0.33869041,0.49014013
0.29502665,0.69100466
0.28979727,0.83438229
0.47059682,0.42990554
0.43571687,0.44526499
0.24104577,0.75340465
0.35676554,0.64314757
0.29537945,0.57716165
0.38973861,0.78967198
0.33641205,0.77456074
0.29955602,0.81054334
0.40160362,0.4804214
0.26446486,0.80646956
0.32515147,0.70373898
0.35154395,0.6748859
0.34410481,0.73247774
0.29297629,0.82599976
0.34870076,0.47877958
0.36039088,0.57836613
0.44222558,0.3072603
0.45530766,0.48059556
0.33856172,0.56827724
0.37391234,0.58540112
0.24610731,0.8232097
0.32603417,0.85652173
0.29935158,0.51854472
0.3804257,0.78128006
0.32705935,0.44586686
0.3441965,0.46184399
0.3648646,0.5997828
0.36693488,0.40088216
0.33414258,0.65759259
0.27883964,0.75344547
0.34276909,0.68021382
0.35567624,0.47327659
0.36628407,0.77380715
0.38169711,0.78104517
0.30366044,0.46893435
0.31213099,0.84099447
0.37402533,0.61899724
0.24584173,0.55461847
0.44762337,0.84346921
0.26829756,0.77528114
0.33457159,0.47631718
0.32411497,0.65786596
0.32878537,0.6426257
0.32927697,0.54228848
0.31732707,0.32486156
0.32226655,0.81824828
0.36587353,0.48029695
0.31363161,0.68048201
0.36506131,0.65693159
0.39816405,0.64362902
0.43514951,0.4683653
0.38973172,0.47639862
0.2703569,0.45888173
0.37904738,0.67560197
0.38771499,0.66927936
0.26102618,0.83123555
0.31058356,0.88179861
0.19900904,0.87729844
0.44246148,0.71176047
0.44748204,0.72478438
0.26550448,0.52920428
0.4150334,0.92098865
0.21612834,0.74355404
0.44060866,0.74548305
0.44218811,0.77850048
0.38835151,0.69981344
0.37297389,0.49165913
0.31989965,0.58756099
0.38163563,0.596067
0.23719022,0.76271443
0.2975838,0.69309829
0.24364171,0.58912603
0.35385551,0.45011828
0.41205881,0.42615062
0.32677816,0.83074445
0.25344564,0.81939037
0.3626522,0.5221406
0.46387847,0.43660357
0.43506373,0.49175002
0.31503597,0.64644286
0.4030333,0.54573418
0.26527838,0.69562125
0.30213772,0.76857951
0.31963143,0.46989384
0.26941561,0.84931247
0.26589126,0.90812527
0.42484619,0.5062115
0.45073566,0.49605788
0.209245,0.76903085
0.48717426,0.41709932
0.24375198,0.82179329
0.31966717,0.49669131
0.3963938,0.61168328
0.25340314,0.72701503
0.27235523,0.60657715
0.38820739,0.65236243
0.27521264,0.93197469
0.37970287,0.44225373
0.33854626,0.82959809
0.33305827,0.93146967
0.26222354,0.94501515
0.32345698,0.97591228
0.2679197,0.81870743
0.34132336,0.58485708
0.31817721,0.70532546
0.34261754,0.58689455
0.40142441,0.57004269
0.36694253,0.69243157
0.24158277,0.61901083
0.39120649,0.73215933
0.36555373,0.52128482
0.38763129,0.42933522
0.29319801,0.8726915
0.22643248,0.87987369
0.34520439,0.68690165
0.30612504,0.47420548
0.25088281,0.55167051
0.39712079,0.46336534
0.28030127,0.73108933
0.25144442,0.85893371
0.44809179,0.53012294
0.41745467,0.53778913
0.3360233,0.76587728
0.36789818,0.7759294
0.30803143,0.84619313
0.28344891,0.87540763
0.38144071,0.59003382
0.43772172,0.36918559
0.3108199,0.81193891
0.36376964,0.77314087
0.38227232,0.6675246
0.30360763,0.56642811
0.44541242,0.60106281
0.30771645,0.56112552
0.37552749,0.67504379
0.35910765,0.52820827
0.30262786,0.63811415
0.26523282,0.65357714
0.2372297,0.48608998
0.21415088,0.7361289
0.21278854,0.70547119
0.55391254,0.48720809
0.24041473,0.80080149
0.29146854,0.84321946
0.36729558,0.92758863
0.31716467,0.90883139
0.39204495,0.75444794
0.35608677,0.48572122
0.34526824,0.58510253
0.2706409,0.56869017
0.50318487,0.60211682
0.30169791,0.76867776
0.25034879,0.71157939
0.48328766,0.5316502
0.44804957,0.56914107
0.22371958,0.80946641
0.60504291,0.41375731
0.33856827,0.49516393
0.31091561,0.6525618
0.23807652,0.71820731
0.34699078,0.55061811
0.32970605,0.7928109
0.31983103,0.53642445
0.4878662,0.54011477
0.45157933,0.63457057
0.28943513,0.57364165
0.3312049,0.53058327
