lambda,theta
0.31271874,0.85553036
0.22856233,0.61516101
0.28450265,0.75203536
0.22432494,0.70628826
0.24824992,0.7141834
0.26838016,0.63551901
0.29326825,0.77846221
0.24220009,0.87836623
0.30007338,0.45644346
0.19742775,0.83502039
0.22194231,0.93551287
0.32819119,0.76906273
0.33007631,0.52599286
0.27302811,0.81998438
0.25609616,0.69729244
0.31477059,0.80273084
0.35076855,0.71073659
0.25921188,0.73710365
0.21996853,0.74383497
0.34205726,0.77720333
0.32046459,0.49030246
0.33076137,0.60634829
0.24960509,0.50289184
0.25055335,0.74868711
0.24985083,0.92530807
0.21097293,0.90706241
0.29750464,0.60279336
0.22972737,0.57687295
0.2120331,0.64360112
0.21048978,0.58670056
0.25407971,0.7960617
0.26201549,0.78935451
0.32081289,0.67314407
0.29420746,0.66848877
0.2926848,0.4830811
0.21355074,0.95884203
0.19773199,0.93362612
0.26047431,0.9349142
0.20156002,0.6909334
0.21185553,0.62136577
0.21686326,0.65619774
0.28072866,0.78614452
0.23805374,0.63004572
0.25467901,0.73705007
0.2642438,0.62156417
0.30368326,0.63348635
0.19859219,0.61859914
0.27569798,0.99166825
0.24292725,0.96662404
0.25706913,0.8547459
0.19990268,0.79486198
0.22133745,0.7551341
0.21640529,0.59228729
0.30659992,0.78913719
0.27647049,0.57075796
0.24034294,0.54849895
0.23103214,0.42279192
0.2602689,0.88855958
0.25162982,0.78635591
0.31851654,0.64657654
0.28614071,0.5663732
0.22170016,0.89918781
0.24543556,0.91375774
0.22515572,0.94945712
0.26797386,0.51980405
0.29793215,0.95484727
0.24430509,0.96315017
0.26553012,0.75626072
0.22823129,0.7822321
0.21938134,0.81485188
0.18845965,0.8750884
0.22021615,0.75952407
0.24838495,0.58303343
0.27172672,0.79283476
0.25034844,0.54791912
0.29381888,0.86786553
0.26879278,0.60983277
0.24775366,0.88908247
0.33834351,0.72414944
0.25976695,0.76649123
0.33092086,0.61409745
0.21854187,0.7122628
0.26870487,0.68844697
0.27460131,0.77276733
0.28503467,0.69295329
0.29470798,0.59470485
0.27816341,0.70548861
0.21613674,0.69787035
0.2583811,0.78801044
0.24618566,0.59096193
0.21949443,0.71022502
0.22654894,0.83446389
0.27711595,0.87560221
0.27233589,0.88977673
0.28917324,0.89642419
0.23289629,0.5673518
0.30063668,0.8040541
0.32380652,0.80938799
0.31955469,0.82636763
0.23231128,0.66860552
0.27438014,0.70647543
0.35581892,0.65353299
0.19394898,0.65605683
0.34419852,0.76691452
0.29558352,0.58973322
0.24335383,0.8679287
0.32921159,0.8391929
0.30293151,0.95587285
0.26666798,0.61937275
0.31077889,0.63325701
0.29643701,0.65476474
0.28854832,0.59455946
0.35344963,0.40995757
0.24005202,0.82614859
0.27479649,0.87527279
0.24354135,0.47440832
0.25283011,0.82216255
0.31691333,0.82263473
0.30291782,0.78976944
0.23584857,0.64566471
0.3158751,0.60300448
0.2335951,0.71604925
0.282544,0.7120565
0.23560757,0.79226484
0.25353203,0.78264532
0.2931588,0.70311155
0.21759899,0.71941191
0.22635703,0.76816401
0.25642598,0.79162782
0.28014924,0.59289664
0.23689001,0.72582114
0.21815403,0.6763166
0.23282109,0.66615587
0.21852508,0.67559195
0.2623598,0.76591978
0.26532958,0.63864045
0.29906393,0.59882167
0.27762469,0.74548076
0.2708337,0.72775939
0.23714849,0.68633323
0.28552375,0.78382314
0.34529,0.68183414
0.25709881,0.73976843
0.24785906,0.65856473
0.26607884,0.75172334
0.2711894,0.81288783
0.28946371,0.83825944
0.21975651,0.71131785
0.22643216,0.71785474
0.24241264,0.69802251
0.33667015,0.57090513
0.29405614,0.78073655
0.23922464,0.67749427
0.21467642,0.72660879
0.28168481,0.77131018
0.27742147,0.71377161
0.31629418,0.44176495
0.24613859,0.65119114
0.39306756,0.77637376
0.26358665,0.531152
0.28803697,0.64622805
0.19931125,0.51603656
0.24486911,0.46153049
0.2465147,0.5817452
0.20785906,0.54234053
0.23864177,0.68021713
0.269765,0.47705624
0.30660286,0.93561632
0.28869397,0.70726043
0.28045749,0.63620813
0.28069524,0.84671168
0.28635405,0.76495831
0.23881042,0.59715338
0.28421628,0.75661746
0.24743028,0.68488823
0.25932374,0.56808134
0.28186912,0.62922054
0.34110967,0.76038863
0.277848,0.73417256
0.28505952,0.80215303
0.25670684,0.58525323
0.3508227,0.49953762
0.25055803,0.85061298
0.21772483,0.71556796
0.26682404,0.6068115
0.25709114,0.49231097
0.23556016,0.62357093
0.25227652,0.71277294
0.30071531,0.90530882
0.25233854,0.5531678
0.34323364,0.73206763
0.33531791,0.75846238
0.2586879,0.80944252
0.28224519,0.89266002
0.28657465,0.66891357
0.27127228,0.5434029
0.21992221,0.8488005
0.34740652,0.5425244
0.30016551,0.80206689
0.26143583,0.69110651
0.27653005,0.59970787
0.26589229,0.75639319
0.30713132,0.80406225
0.23271511,0.77604489
0.25453802,0.48650143
0.26562682,0.74775373
0.26380608,0.71076727
0.29338012,0.65314565
0.24152623,0.78106109
0.27460882,0.82257963
0.25293759,0.54441
0.30858302,0.8545424
0.32222059,0.89815943
0.20880454,0.85016119
0.2280613,0.77534601
0.26945348,0.72831394
0.32285586,0.86015266
0.31138101,0.85586281
0.25738122,0.84886376
0.30200755,0.76634035
0.33728562,0.48133666
0.31693858,0.6801543
0.23234015,0.82130292
0.27060526,0.90437924
0.25441103,0.39043737
0.24858564,0.89459635
0.32874628,0.59234056
0.22433711,0.7951323
0.21738705,0.77911717
0.35086863,0.70176407
0.23445145,0.4793539
0.2824743,0.71084868
0.25677653,0.70463955
0.35045354,0.8185601
0.36163449,0.65808567
0.27632477,0.57807944
0.1986162,0.77492332
0.23502507,0.70396533
0.38975468,0.61421547
0.23978127,0.55460068
0.20079056,0.643164
0.31971165,0.81093714
0.34179759,0.50163037
0.24272117,0.93586633
0.2179083,0.74476307
0.26249067,0.92586131
0.22276885,0.89670783
0.21656681,0.80784537
0.33872361,0.85180659
0.19516113,0.59913054
0.31225122,0.84777151
0.24680052,0.52330552
0.26750818,0.79940286
0.25878344,0.51262863
0.26876794,0.95023652
0.24696821,0.53725266
0.2396285,0.57546138
0.36914478,0.711368
0.30015531,0.7643934
0.32695682,0.65185242
0.20985133,0.64120855
0.41580296,0.80907328
0.22084605,0.74367231
0.31863147,0.60354702
0.277541,0.70275576
0.27267861,0.73920252
0.30942224,0.55232725
0.2540753,0.85816647
0.25498068,0.86194558
0.23698488,0.87337596
0.28044051,0.87702869
0.32820719,0.76006574
0.22250888,0.71056214
0.33270478,0.69248724
0.33750945,0.82039616
0.23851756,0.51466671
0.33534005,0.80247839
0.28154027,0.68981529
0.33201051,0.71052128
0.32093861,0.43567267
0.27449952,0.77643741
0.34733726,0.79117985
0.26846496,0.60904626
0.18865943,0.73681765
0.38342953,0.55114717
0.21914605,0.88862244
0.24341038,0.62773998
0.25273516,0.72391062
0.2613551,0.59255239
0.21855435,0.82230904
0.20900982,0.86610309
0.1950708,0.93471001
0.2061663,0.93169876
0.27454664,0.41974944
0.23364771,0.96179086
0.39238244,0.66083092
0.25975127,0.52262804
0.26730677,0.71751792
0.27695265,0.77341199
0.30558126,0.72455768
0.2442567,0.89672703
0.28939597,0.79559575
0.33441189,0.52191991
0.32287759,0.46986031
0.20125972,0.81137529
0.26197604,0.82496559
0.24964835,0.83279809
0.28212724,0.58933486
0.2180791,0.67164908
0.20599359,0.5792898
0.23969311,0.6667125
0.23187417,0.50044068
0.28264799,0.57220984
0.27650348,0.65407635
0.20755429,0.59848171
0.20456712,0.72056667
0.30100764,0.8528074
0.23375761,0.62833099
0.24506331,0.89937048
0.24444116,0.90429587
0.24493498,0.46691275
0.30400447,0.90174723
0.23082894,0.75398251
0.24692831,0.747889
0.314924,0.58281851
0.30502106,0.6694222
0.31862838,0.7794148
0.22919725,0.68509996
0.29573498,0.79207583
0.23357481,0.7128639
0.26412474,0.79943278
0.28896252,0.94736396
0.285898,0.87202429
0.26254482,0.93199355
0.24832549,0.93856526
0.26650592,0.70511606
0.28555762,0.61787718
0.23522379,0.802613
0.26225377,0.75625829
0.29421615,0.70291769
0.31833476,0.68570291
0.28710724,0.92409215
0.26291896,0.45466902
0.30437797,0.8547087
0.32493128,0.48383027
0.30591482,0.74403075
0.29261163,0.62902268
0.24387192,0.78456825
0.21751793,0.64166903
0.27774321,0.73937154
0.27763875,0.54545531
0.28312085,0.42260167
0.23992048,0.95609515
0.30003636,0.97932195
0.26302328,0.2057011
0.25442871,0.95856178
0.29847862,0.94982575
0.25482584,0.43877638
0.30137659,0.75249113
0.30513414,0.52512464
0.23610922,0.80908743
0.27625059,0.5218678
0.28663949,0.64116382
0.28935372,0.74080418
0.25705428,0.71040804
0.2981958,0.69992473
0.35284969,0.49182652
0.2028489,0.69751148
0.1824428,0.82057427
0.28159136,0.72129109
0.40246215,0.78556549
0.2693743,0.71273909
0.28045144,0.87739411
0.25076973,0.7437635
0.23318746,0.51167508
0.37747678,0.67586114
0.26505941,0.52883583
0.25253937,0.76483958
0.23971346,0.72000114
0.24059167,0.58823073
0.25288776,0.79310638
0.30801247,0.60099992
0.25075354,0.63304509
0.27875319,0.75471027
0.23868763,0.74790287
0.30396238,0.73310384
0.27284257,0.60215605
0.24554954,0.64566547
0.3193788,0.7004012
0.2481441,0.68526753
0.28112051,0.5850316
0.29974315,0.61498284
0.29522084,0.85848438
0.3011443,0.57550842
0.27671895,0.81850234
0.29629244,0.763419
0.30131107,0.65109085
0.27475168,0.76520071
0.32370891,0.84621138
0.27392855,0.50961599
0.24201354,0.7263819
0.28970795,0.55860232
0.24649566,0.85687172
0.32154249,0.48465837
0.25709171,0.58815079
0.28214037,0.7971054
0.24837442,0.79095934
0.23971285,0.73860452
0.24028195,0.77074544
0.22212215,0.67902222
0.25907894,0.82511897
0.30994131,0.74043291
0.34795548,0.8120221
0.25112051,0.54620939
0.28804018,0.69617605
0.23417629,0.69522914
0.21798416,0.58605545
0.29053948,0.74835376
0.23245466,0.63310228
0.2377013,0.87944516
0.25249996,0.79590452
0.30575548,0.59398751
0.26691709,0.82428098
0.24725475,0.93316708
0.25432037,0.92103283
0.2866062,0.49743495
0.22094628,0.66092426
0.25718182,0.75452279
0.21571417,0.84141184
0.35169548,0.63649849
0.33210247,0.54159481
0.29457253,0.72875492
0.28215414,0.68146627
0.18748267,0.78453316
0.17856015,0.78330554
0.29063763,0.62100957
0.24575697,0.77810144
0.32489488,0.54212315
0.30649099,0.64565504
0.30822417,0.74313581
0.31660227,0.61041492
0.29213847,0.50636893
0.22838608,0.77081018
0.30708903,0.66665418
0.26801906,0.66356632
0.23892942,0.73164984
0.24381096,0.69106423
0.33439805,0.62401713
0.34288552,0.68289344
0.23830038,0.66426054
0.30170602,0.66515905
0.28939868,0.851621
0.3096931,0.5730759
0.23846913,0.72699497
0.22022984,0.77105311
0.22681691,0.90988543
0.20129812,0.58249947
0.20892899,0.63668925
0.20250059,0.66429997
0.3317282,0.78056092
0.28849512,0.635932
0.25953975,0.76660808
0.2130283,0.69565995
0.34317194,0.62779145
0.32739543,0.63371821
0.34078575,0.66400641
0.34074083,0.74808822
0.3207187,0.68171748
0.31270613,0.58945509
0.22671759,0.63981243
0.26520145,0.80071479
0.27262514,0.76229477
0.3560278,0.48250792
0.27387761,0.841451
0.28811038,0.49035832
0.30348594,0.57652162
0.3372329,0.45174291
0.33948323,0.50975283
0.35391584,0.36956112
0.20228741,0.79079613
0.24789362,0.67034628
0.22144454,0.83958833
0.20655213,0.4305049
0.39017743,0.7758478
0.30401655,0.40959849
0.28704618,0.89083032
0.24243216,0.91027594
0.24707438,0.7689417
0.25392542,0.83605232
0.29241931,0.59351629
0.2747897,0.73685245
0.294303,0.9343209
0.28339877,0.96444697
0.33413847,0.55643812
0.40222298,0.58063703
0.38231345,0.42493478
0.27927181,0.76961981
0.28239046,0.83474389
0.22868106,0.69615172
0.26672562,0.8711709
0.32467999,0.64609173
0.26365811,0.72611898
0.34247264,0.5484414
0.22985516,0.81841155
0.18554232,0.84604181
0.24933586,0.7080656
0.26149398,0.75086481
0.21401173,0.59587196
0.26147294,0.91477847
0.2136423,0.87803662
0.2904304,0.94728177
0.22535009,0.50078902
0.33803658,0.64831988
0.22593401,0.80313992
0.27404288,0.78106419
0.28816008,0.81310249
0.29260493,0.86453797
0.24761281,0.79042614
0.24474029,0.8294204
0.26072199,0.79565126
0.33865806,0.61534109
0.33867712,0.59833886
0.30947355,0.61855159
0.27024938,0.70037943
0.30756875,0.86563688
0.33313173,0.65651638
0.24288873,0.84619041
0.24386535,0.86246146
0.21795317,0.68475331
0.25419568,0.74864488
0.34978984,0.70897949
0.23410862,0.75677045
0.24527881,0.83307245
0.30083181,0.48032425
0.26117536,0.49099805
0.18735254,0.89314425
0.2706421,0.8853316
0.31056474,0.62678463
0.24809432,0.51720899
0.31023374,0.77088358
0.24429884,0.75800964
0.2297135,0.81852361
0.3988942,0.67888186
0.38005696,0.74879429
0.23131775,0.36551851
0.24403465,0.90989109
0.26079108,0.4296032
0.19356382,0.97897246
0.24265728,0.97323097
0.2298069,0.95311625
0.27206395,0.51500857
0.25607002,0.73663016
0.19221697,0.7811032
0.30910075,0.58719308
0.24637444,0.69310489
0.21329034,0.84354331
0.21447948,0.73196772
0.34189942,0.46383804
0.29933902,0.44137489
0.25044314,0.85793459
0.25977054,0.87285473
0.31370535,0.7657284
0.34899705,0.62269013
0.28751828,0.59098942
0.23858927,0.61537027
0.23172767,0.61665818
0.24343186,0.88220239
0.27371639,0.78049961
0.22261765,0.73083399
0.24268263,0.81771307
0.26703751,0.66669049
0.25742592,0.75505443
0.29367577,0.72203492
0.27459236,0.56883545
0.27718082,0.60096577
0.40314128,0.62331515
0.29525251,0.55321215
0.47137755,0.65675036
0.35395788,0.35222412
0.22275456,0.92031753
0.2138558,0.92682012
0.25767079,0.45806509
0.20849194,0.97176812
0.25373535,0.48625312
0.29732207,0.8548255
0.26675213,0.93532855
0.22167944,0.9256416
0.34002459,0.74148379
0.2484898,0.55780977
0.2802637,0.76297916
0.24925672,0.62848548
0.29066184,0.52361769
0.27464702,0.69883698
0.24290339,0.71202636
0.26351988,0.79826842
0.24697706,0.75366365
0.35582461,0.68968735
0.39410536,0.41745566
0.27685325,0.76480443
0.28248607,0.71110678
0.25963589,0.62154145
0.25849983,0.6624123
0.26931706,0.78506257
0.23701598,0.7399697
0.2747195,0.74496901
0.23537593,0.94347908
0.35446552,0.97636364
0.18144576,0.64549837
0.32192517,0.89528273
0.24501289,0.76217986
0.24802904,0.82752434
0.29735789,0.71926985
0.26801101,0.70565184
0.29967689,0.77879334
0.28832687,0.56820824
0.3128446,0.73383793
0.4738057,0.28136247
0.25049722,0.84091906
0.20845412,0.8194915
0.25468411,0.63480509
0.26198713,0.6427478
0.25074579,0.72880715
0.26722631,0.76841472
0.29421227,0.74719355
0.28241911,0.59037567
0.22339955,0.84879831
0.34603883,0.83034678
0.23133804,0.55465959
0.2665233,0.53386239
0.30909831,0.5603875
0.30708448,0.60104388
0.27696997,0.45522297
0.25521496,0.82122825
0.27700511,0.66139862
0.2369474,0.80147314
0.24433336,0.79085374
0.22718232,0.77136525
0.25143897,0.68729626
0.26748871,0.83402197
0.28874704,0.46704163
0.27287582,0.70135043
0.20443865,0.79956719
0.22131812,0.94294948
0.21750327,0.61335212
0.2527942,0.84756889
0.28602505,0.28651535
0.28888845,0.50870386
0.2960284,0.89925945
0.32496827,0.87912528
0.27336253,0.86684101
0.22729933,0.813891
0.29087366,0.75095338
0.26879127,0.44177513
0.27130408,0.53404331
0.29330304,0.62866798
0.33316722,0.41581125
0.23989784,0.70564814
0.30169904,0.55853855
0.26730677,0.69330052
0.30435615,0.58680805
0.28715661,0.53464276
0.25991289,0.6923579
0.27059693,0.85878956
0.27706517,0.53757365
0.28843832,0.87544814
0.28515911,0.48524132
0.36488005,0.75595819
0.26883605,0.46246262
0.24849635,0.81346557
0.25067706,0.62069392
0.28455434,0.61156155
0.30226764,0.81861988
0.31801194,0.86577749
0.28334423,0.60001659
0.27341752,0.80995054
0.24907285,0.69042549
0.26957955,0.62128447
0.25497594,0.74881872
0.21902931,0.69102469
0.25777745,0.64145801
0.25525131,0.57649943
0.3461353,0.59841601
0.31530281,0.45118307
0.20776882,0.74317618
0.29735691,0.54246168
0.33672143,0.78752503
0.24613851,0.62388438
0.35435244,0.71364521
0.37194975,0.55995662
0.2101367,0.83133044
0.21201827,0.79906182
0.26753312,0.85177227
0.28105577,0.8257254
0.27588318,0.81672234
0.24164313,0.45612139
0.22029121,0.89322935
0.40266702,0.48014401
0.2992206,0.85445166
0.30179646,0.65884737
0.24593398,0.69651771
0.24880677,0.81238018
0.31837391,0.87221995
0.26884525,0.89665072
0.23411985,0.442287
0.26007656,0.91107293
0.22419816,0.91721602
0.38524169,0.60793075
0.3897237,0.58650842
0.38430046,0.67000108
0.26333345,0.61959007
0.34420422,0.89056741
0.34024592,0.81206925
0.3872332,0.85676533
0.27510687,0.58117658
0.3058867,0.63392371
0.22885418,0.61661904
0.24581324,0.77413901
0.3752426,0.52394908
0.26024438,0.75714928
0.30081921,0.56844419
0.24185915,0.90036689
0.25524454,0.74461056
0.26011432,0.52355172
0.26302162,0.80604275
0.23118203,0.8048138
0.30063022,0.51991542
0.30459548,0.48124054
0.28656143,0.92239813
0.29523971,0.82899645
0.33118762,0.83926661
0.26180278,0.73183867
0.2619414,0.61090761
0.26117685,0.58013686
0.28758045,0.58684135
0.2466359,0.77628337
0.23712154,0.66252449
0.29523892,0.71833389
0.24961412,0.67375525
0.25569696,0.60752694
0.21613867,0.7444329
0.37509392,0.65407286
0.28446874,0.79048718
0.24401333,0.76089316
0.29944006,0.81268634
0.25853316,0.91734132
0.26908866,0.68674511
0.28119792,0.83669714
0.25754388,0.80263495
0.25521148,0.79926827
0.2715028,0.62630964
0.21413757,0.72325936
0.27764402,0.54354956
0.25920899,0.70449375
0.24499046,0.6461068
0.23420639,0.73507739
0.24633467,0.68542928
0.27271028,0.50625422
0.31785417,0.6590387
0.20240258,0.75235033
0.21242901,0.78202083
0.32306412,0.79716484
0.36054368,0.57473743
0.38044188,0.6312723
0.27563681,0.65899267
0.26795962,0.86419422
0.25069499,0.86794429
0.26369212,0.78159976
0.27574965,0.64044348
0.17635473,0.74384629
0.25587109,0.7303826
0.21669804,0.8627745
0.29046939,0.8146025
0.29458707,0.81440898
0.19311908,0.64334552
0.29876485,0.75857573
0.36149794,0.69396573
0.21896536,0.81988922
0.1948093,0.90455834
0.39568304,0.43976257
0.22317443,0.6713396
0.30192188,0.62666556
0.2594932,0.64304762
0.3341223,0.68963843
0.3046304,0.77141198
0.25034706,0.53216194
0.24203643,0.59139193
0.25425302,0.6103679
0.26756557,0.78096221
0.25463621,0.72252617
0.23881139,0.75508139
0.31671892,0.5914174
0.24957801,0.69592709
0.21104874,0.57280148
0.2412055,0.73566082
0.27367089,0.57394448
0.27590679,0.75948913
0.24539419,0.6392408
0.31101712,0.59213262
0.27374086,0.64084436
0.2626884,0.60577077
0.386677,0.5202467
0.20037729,0.87503964
0.34185029,0.8173272
0.30955136,0.8440256
0.30312768,0.55462263
0.23444125,0.9306439
0.33565658,0.80533577
0.33067613,0.52805619
0.28240238,0.727514
0.28673208,0.72838392
0.25384852,0.81186384
0.27829125,0.67390406
0.25048102,0.89186776
0.26269148,0.55572926
0.29284605,0.73523839
0.29030792,0.47268524
0.22428276,0.93246782
0.33465914,0.77655777
0.36084538,0.48568575
0.31886291,0.79744277
0.26603733,0.63225078
0.24220393,0.75597714
0.2305761,0.71631041
0.26999369,0.83699633
0.23285318,0.87079725
0.2507871,0.80729974
0.31804918,0.65959262
0.23036864,0.7792222
0.26192102,0.60823018
0.34564694,0.80019358
0.27037125,0.69741162
0.29648282,0.59964162
0.23093397,0.76680379
0.2632544,0.57482305
0.2234097,0.88884615
0.25582366,0.76201851
0.258591,0.84125961
0.26067075,0.86299088
0.23749317,0.83057617
0.30700525,0.63656739
0.22881548,0.73105468
0.22611416,0.80807355
0.25407805,0.92745452
0.23997471,0.8628618
0.25246845,0.86354452
0.24643155,0.85883139
0.3041241,0.46048285
0.26937916,0.83065526
0.29378699,0.70954098
0.3276611,0.61699637
0.34611901,0.56523622
0.1937009,0.85753651
0.30888412,0.51490321
0.26883154,0.57365547
0.27902943,0.81435092
0.29859273,0.5886921
0.34521875,0.65441309
0.28689034,0.57177615
0.27697219,0.69241331
0.29733261,0.79761765
0.30130616,0.66209394
0.2634833,0.73462239
0.2661737,0.72283013
0.2767472,0.85143185
0.26603929,0.6982445
0.25078185,0.52887097
0.27400131,0.55428517
0.26015404,0.50116256
0.22555912,0.617869
0.35631989,0.58750933
0.29614008,0.57762697
0.29457251,0.70664853
0.34331856,0.65831939
0.25350083,0.76604285
0.24520058,0.60213532
0.26660015,0.6385095
0.27559257,0.72964399
0.23580085,0.50175711
0.34838619,0.89552502
0.26535605,0.75474439
0.26391927,0.70601633
0.23510444,0.60922888
0.29696005,0.55738664
0.29631467,0.53476894
0.22626673,0.6540034
0.25095696,0.77918456
0.33940104,0.72633514
0.3043211,0.54482886
0.17849186,0.7741638
0.40642119,0.57425216
0.39837222,0.48659269
0.28972619,0.52500052
0.27603572,0.49862894
0.2817051,0.91337697
0.30820058,0.62903501
0.38396562,0.56786239
0.25663639,0.58023981
0.25951216,0.60498325
0.32552438,0.66666176
0.28780416,0.81612485
0.31592933,0.77885412
0.27627767,0.53247038
0.30132128,0.51598913
0.29105697,0.50734277
0.27458309,0.52142766
0.26162182,0.9228534
0.26794848,0.50116391
0.23651228,0.81924062
0.27196392,0.70851736
0.42135292,0.61162303
0.39095891,0.71054252
0.21357059,0.84270691
0.22693463,0.7169034
0.31795065,0.744522
0.34555504,0.42887702
0.24145297,0.90711068
0.25981904,0.47426531
0.27078166,0.4660976
0.25666508,0.7195108
0.3292804,0.63997538
0.2477591,0.78233426
0.24788623,0.75519106
0.23532081,0.90799268
0.28306899,0.88447679
0.23775147,0.8739715
0.22293773,0.77534864
0.30489541,0.57334577
0.30366446,0.75754093
0.31546348,0.48770715
0.31070511,0.69843678
0.29736668,0.59078049
0.2193823,0.81374126
0.28859513,0.63000428
0.28241073,0.85007292
0.30989692,0.84784231
0.33539048,0.78096808
0.24356437,0.65482029
0.26030133,0.62713921
0.24793515,0.58772672
0.26763038,0.80612034
0.30654524,0.58239114
0.35873227,0.57716643
0.23510834,0.7864553
0.32863493,0.49356459
0.21275833,0.86026181
0.25019308,0.87590247
0.2685055,0.6064608
0.26846326,0.64748918
0.2520911,0.7814856
0.38054916,0.57960502
0.22829715,0.74368318
0.29395997,0.67533537
0.33462379,0.78654081
0.23874529,0.758735
0.20212247,0.75142621
0.26965405,0.7798137
0.3249261,0.70488254
0.31256474,0.64929572
0.22964005,0.6696063
0.30879235,0.58791139
0.24222431,0.78605249
0.24660659,0.69392903
0.18696748,0.69033428
0.21001293,0.74952588
0.22551699,0.57998635
0.28977033,0.72693199
0.20724986,0.82911186
0.3275836,0.51436704
0.28128248,0.74135328
0.3481388,0.58523511
0.2838142,0.6905474
0.26107965,0.78583507
0.23008398,0.6170827
0.26801184,0.56668887
0.2730292,0.81734616
0.23178848,0.69468248
0.25511618,0.71656682
0.28907421,0.49268422
0.26129888,0.96287863
0.31068825,0.87951144
0.22549089,0.94230594
0.2517052,0.77772517
0.35517459,0.75076864
0.19875412,0.75011164
0.44210254,0.50780932
0.19457201,0.9486251
0.26296777,0.51139342
0.22008028,0.54275049
0.27887662,0.7416099
0.25561018,0.88279214
0.26330394,0.52555726
0.32061106,0.60937424
0.30475498,0.58371009
0.23503993,0.73506132
0.2831152,0.76800999
0.24481997,0.72825225
0.25383893,0.87774514
0.2579818,0.62346433
0.23929523,0.91457045
0.26987119,0.85067502
0.30128809,0.62386893
0.34281216,0.79107316
0.27133261,0.70178787
0.3013021,0.61090155
0.28267733,0.76111013
0.27076324,0.50633834
0.29695337,0.91902197
0.21547813,0.65770998
0.29407325,0.539269
0.20653713,0.71943153
0.28242247,0.88289191
0.27868032,0.56464159
0.32254999,0.79486887
0.24858079,0.76242391
0.34411769,0.54428307
0.29232191,0.71081422
0.25426276,0.70677299
0.2534441,0.69557981
0.2769709,0.68476819
0.3108759,0.71539446
0.2470165,0.80997255
0.33643865,0.67602773
0.33633622,0.59141131
0.22726784,0.78901447
0.26860252,0.75834057
0.2423567,0.47493478
0.23426054,0.7266166
0.39345847,0.49524284
0.1886823,0.81630238
0.23394197,0.82397933
0.3055461,0.67711305
0.3218819,0.62114498
0.28173892,0.51800559
0.25901191,0.54995139
0.2525734,0.85040173
0.23099128,0.93692643
0.21687564,0.87320314
0.23249021,0.89143801
0.25313008,0.64289304
0.24091144,0.70896814
0.23073859,0.54857935
0.31008951,0.73063388
0.2090763,0.71317647
0.37143319,0.68943382
0.19764627,0.75765659
0.34789991,0.66500673
0.25719149,0.69241771
0.26580356,0.66928914
0.25609608,0.86589397
0.21632474,0.71720534
0.3580453,0.48375027
0.36018443,0.53500227
0.17775511,0.84503005
0.26556778,0.70361966
0.18903378,0.68342727
0.30224905,0.44376267
0.35125179,0.83675996
0.22413394,0.34327433
0.31794636,0.88083413
0.29470277,0.73658936
0.27192309,0.61168835
0.34183672,0.56682075
0.36137538,0.63656342
0.24977215,0.77804436
0.26651283,0.69724776
0.26024206,0.61547682
0.23720381,0.62974595
0.28574731,0.75876705
0.28016441,0.53745183
0.31236096,0.62843514
0.23021442,0.6545274
0.23548835,0.83039387
0.24187748,0.50030124
0.25399948,0.80132729
0.31920158,0.42564663
0.31436527,0.78992106
0.29753166,0.4443259
0.29747302,0.87617267
0.25460375,0.43008463
0.33087697,0.89607504
0.26669789,0.62419802
0.29420339,0.44508046
