lambda,theta
0.20808304,0.95258883
0.21635442,0.90866684
0.26878656,0.43350688
0.26500872,0.82551017
0.24388569,0.88742741
0.28438768,0.43045126
0.33428577,0.59966414
0.32109097,0.6499621
0.32555402,0.62301376
0.23409432,0.73312592
0.22688668,0.86637912
0.24513972,0.68054554
0.19209994,0.66906128
0.20652758,0.69493438
0.22515895,0.87732304
0.31695632,0.62941934
0.35164626,0.70722565
0.20427099,0.66523471
0.22135978,0.51368133
0.22166097,0.68385831
0.20492694,0.62162309
0.25702428,0.73954155
0.26599518,0.71223537
0.28397143,0.7597916
0.23485911,0.77080199
0.32672786,0.88907994
0.31485353,0.91832464
0.21161049,0.86670467
0.32653368,0.51984564
0.21291124,0.83981179
0.2236175,0.80791855
0.21388333,0.86013353
0.30605948,0.75401944
0.30826216,0.62503497
0.26699354,0.88668961
0.2802537,0.54991197
0.32246305,0.91349829
0.31852339,0.83855731
0.23105257,0.88485266
0.23827864,0.40533552
0.29068448,0.81085537
0.19982166,0.7623177
0.16901364,0.86726083
0.23722931,0.57142803
0.33006429,0.89570139
0.22224309,0.59754127
0.29109043,0.52948115
0.29208067,0.84577482
0.20963755,0.63704696
0.25745157,0.7093194
0.27415984,0.60649897
0.34963703,0.73362256
0.31077516,0.70424936
0.32576436,0.76869643
0.30636192,0.7246978
0.26845459,0.52528536
0.32319293,0.76595918
0.30176639,0.44438784
0.25814922,0.6246823
0.32653746,0.74727398
0.36221539,0.66805089
0.28038016,0.67090093
0.27514974,0.74888422
0.31092506,0.60121812
0.24761981,0.63999274
0.23896545,0.88386092
0.24826901,0.41482969
0.31145895,0.34935324
0.34401206,0.74174253
0.26077298,0.64854059
0.31443955,0.68263344
0.19682104,0.87042085
0.32646642,0.59856193
0.21715504,0.69774555
0.36482222,0.64317813
0.20338636,0.7105227
0.18883145,0.68016569
0.37253424,0.50823587
0.36785656,0.60628622
0.20812976,0.68902163
0.31913494,0.6067828
0.25674498,0.77346353
0.30192758,0.73770204
0.24404013,0.68547932
0.34288687,0.85121344
0.24009256,0.57401485
0.25893815,0.60673553
0.30053379,0.65784384
0.21762285,0.76952082
0.32889783,0.53628077
0.26618756,0.56902893
0.28323113,0.69783157
0.26213781,0.69896891
0.27470564,0.53572823
0.21505194,0.58859848
0.24777478,0.65491607
0.27722302,0.63711009
0.27742771,0.76100139
0.25865751,0.76145907
0.30270491,0.63742654
0.29020527,0.66186072
0.28782935,0.56457442
0.29480847,0.67217455
0.27766263,0.79679762
0.24952845,0.55785543
0.24056168,0.66443106
0.27946876,0.90523728
0.25421785,0.89271588
0.27418563,0.65501624
0.29316335,0.63759198
0.37655361,0.70202841
0.16776589,0.84817101
0.38819841,0.67771841
0.30546403,0.70606327
0.29680724,0.82500463
0.28657994,0.65535275
0.22467575,0.84754832
0.2777317,0.82981887
0.31557155,0.64460504
0.24595271,0.75528349
0.33358525,0.63163821
0.26974922,0.72725597
0.27385024,0.8715221
0.22471021,0.9593274
0.32139898,0.43942535
0.21993839,0.94419512
0.39566038,0.45552087
0.20051002,0.9139488
0.26502086,0.86773382
0.29391456,0.5973571
0.30508498,0.55061248
0.29114458,0.93682203
0.23277156,0.55150052
0.2883026,0.88884503
0.2249288,0.67861082
0.2151136,0.66606988
0.31103522,0.79561788
0.22933667,0.52461566
0.32091124,0.9031193
0.24548218,0.877495
0.34094481,0.50325897
0.2558302,0.64032381
0.2810985,0.73272617
0.27146621,0.74151234
0.31096719,0.47112177
0.25407825,0.63742457
0.27599689,0.52232421
0.3084227,0.5885835
0.28222004,0.74445317
0.25184998,0.53686639
0.27465254,0.55226359
0.28920024,0.56865957
0.27026952,0.89638454
0.31931129,0.52962464
0.31057358,0.76449531
0.22116589,0.57225086
0.28782556,0.61506811
0.29360047,0.65275612
0.21662303,0.79902908
0.26157129,0.86737195
0.27743938,0.84932887
0.27592958,0.5348365
0.28980398,0.79083615
0.23777131,0.82756611
0.3497127,0.72533745
0.29396394,0.7278095
0.26742846,0.8080567
0.24784861,0.8601431
0.38068226,0.90974411
0.22763281,0.59468971
0.36564763,0.675658
0.29567972,0.6021354
0.30656025,0.56026821
0.29658067,0.73455396
0.40856482,0.46401168
0.32721503,0.57130592
0.26872909,0.57946532
0.30070795,0.45449149
0.29635818,0.63764308
0.27238801,0.84044089
0.24282237,0.73293354
0.32827828,0.53007175
0.25162849,0.75857936
0.26025486,0.5523822
0.32834551,0.68102331
0.20338256,0.75758901
0.30103909,0.70952238
0.2393861,0.85377883
0.31401297,0.6538552
0.23040877,0.79258651
0.26075946,0.65700244
0.29354807,0.70422816
0.28264487,0.53333506
0.29673937,0.42011672
0.29196453,0.5485802
0.22167409,0.75199246
0.20449086,0.76899943
0.41461258,0.53887443
0.23895933,0.69372643
0.33228974,0.61214716
0.34911494,0.54249371
0.35980213,0.49563259
0.25235585,0.77342322
0.27627926,0.57991122
0.27665189,0.51839902
0.32872972,0.65122821
0.24040607,0.65500882
0.28006856,0.6501147
0.29470795,0.77632699
0.19141325,0.88872717
0.27061492,0.90383567
0.25044923,0.5460485
0.35311904,0.78045344
0.3553137,0.66208777
0.26486074,0.48294687
0.3351376,0.73884552
0.32516445,0.74127119
0.24245454,0.71083108
0.27628117,0.79636118
0.21009056,0.76003492
0.25835958,0.89566544
0.22781589,0.70144028
0.22265632,0.71207864
0.3024662,0.89329032
0.25792311,0.58834067
0.29653052,0.92445364
0.29296989,0.79537057
0.26472837,0.76290308
0.23548345,0.79729755
0.2307892,0.84661133
0.21515142,0.82858005
0.39433143,0.62178498
0.24299799,0.84539935
0.29463323,0.66557085
0.2610726,0.4553857
0.23521563,0.84670049
0.24627315,0.79537546
0.22052008,0.7906002
0.33471246,0.67136029
0.21584525,0.79741301
0.22266607,0.84789755
0.26498538,0.8615592
0.23691518,0.85501835
0.28519508,0.814355
0.24096549,0.70535587
0.20718923,0.77157903
0.32578842,0.77411215
0.27555853,0.82473691
0.27748969,0.68153478
0.24139481,0.59619378
0.29693269,0.79467122
0.243041,0.63375959
0.25338822,0.82030666
0.30822881,0.63582867
0.25622734,0.63054257
0.31251378,0.69746346
0.31099463,0.71776848
0.27608517,0.64975152
0.25016462,0.53735361
0.20338691,0.55873987
0.20593373,0.75727757
0.24118165,0.78830444
0.34347415,0.70157496
0.24085584,0.5932181
0.32414903,0.48543534
0.24894684,0.46225796
0.27556441,0.70485947
0.26845286,0.71664114
0.26113728,0.79036002
0.21227802,0.73327629
0.27090865,0.91338192
0.2796435,0.80292024
0.32274123,0.33336306
0.2792542,0.92821283
0.24543281,0.84445112
0.25928145,0.5565585
0.27605511,0.52020673
0.22104934,0.95608481
0.25325117,0.59651582
0.19350322,0.79712213
0.17862938,0.81012858
0.35765379,0.46957384
0.32608224,0.45215704
0.21055298,0.86869441
0.28104523,0.73604789
0.31428603,0.57642805
0.2267852,0.7333037
0.19441636,0.81532998
0.32267468,0.52738778
0.23415813,0.66086111
0.31431617,0.8919561
0.2246601,0.9095365
0.2611176,0.75336068
0.22666399,0.78407496
0.17689919,0.87411143
0.30701803,0.60672555
0.28918986,0.79524464
0.31127491,0.68507898
0.2694777,0.79589712
0.30100901,0.49251589
0.27417827,0.80833823
0.2702077,0.72979372
0.32960653,0.60858285
0.28750021,0.57131142
0.22704259,0.73381793
0.30585856,0.52916326
0.28662768,0.63920835
0.26256809,0.91963533
0.26004938,0.53313955
0.36585312,0.37725118
0.26389348,0.54302655
0.26905104,0.3828547
0.25883378,0.68525832
0.29398505,0.70867267
0.24940262,0.82174784
0.22529327,0.89504865
0.3072346,0.82263729
0.36253345,0.7405968
0.30442193,0.47885699
0.25166145,0.8665367
0.25758387,0.92469929
0.32454588,0.94276193
0.25313826,0.52059501
0.24745997,0.73296786
0.32009748,0.82480815
0.22234125,0.64357375
0.43164647,0.59175081
0.32504195,0.45355918
0.33386313,0.59191142
0.27778922,0.59665485
0.26317693,0.72089972
0.32012044,0.51382525
0.20779897,0.69771936
0.30327666,0.91132103
0.19804301,0.90950154
0.27581102,0.62496782
0.40937653,0.40297322
0.16755916,0.82854596
0.24468457,0.66987192
0.28323871,0.62488938
0.23556274,0.60146214
0.27576784,0.60439355
0.26971795,0.60316476
0.34233451,0.67403459
0.20013953,0.5566862
0.35484804,0.63176564
0.2378773,0.62518407
0.26474034,0.84527066
0.27995742,0.88251676
0.28905915,0.87087801
0.36947396,0.66671966
0.28804608,0.68814647
0.25775462,0.80655021
0.27083198,0.75056877
0.2388856,0.75170764
0.27842171,0.56585565
0.21704013,0.81101723
0.25867096,0.69141057
0.27072362,0.47041405
0.23084859,0.9338213
0.26049171,0.92654369
0.30448948,0.84575768
0.30963746,0.53978995
0.31467255,0.63154714
0.24395136,0.64762831
0.460384,0.6413345
0.25192415,0.88342103
0.39654473,0.62357369
0.218416,0.75376187
0.27955701,0.72818732
0.28549023,0.6003646
0.20327324,0.85881175
0.35430933,0.40443008
0.20970088,0.87840832
0.34877416,0.62075013
0.24499645,0.83511535
0.33667852,0.46200518
0.25765221,0.65414646
0.32469617,0.71698386
0.2612282,0.69151998
0.23415928,0.65845725
0.33501875,0.825412
0.2205517,0.606782
0.32225044,0.71135811
0.23625491,0.96195788
0.29726106,0.93901793
0.23315993,0.79342652
0.36682687,0.5884283
0.28277828,0.6069292
0.30514689,0.53032241
0.24496733,0.89425267
0.26905408,0.75688288
0.29958684,0.67414719
0.24733264,0.79554233
0.34440279,0.48795593
0.22842167,0.79637278
0.3495022,0.61185778
0.24051259,0.65737749
0.20099217,0.62683775
0.36998514,0.68300211
0.22172074,0.86285056
0.24250952,0.69252544
0.25321073,0.70705309
0.23241696,0.86589573
0.29770571,0.56523853
0.29955497,0.54527528
0.30055811,0.80903968
0.24991731,0.81080596
0.25251616,0.8078815
0.30083749,0.44221561
0.30498091,0.46086312
0.24967588,0.61737204
0.25338702,0.63164455
0.25019194,0.74234348
0.25606257,0.47628762
0.2164255,0.71900563
0.27971568,0.76366883
0.21034055,0.80200296
0.36484361,0.66981953
0.25883721,0.82053005
0.32938247,0.72106831
0.246675,0.37997841
0.25083537,0.94724643
0.25692006,0.46152179
0.27591425,0.63390401
0.23451858,0.86110455
0.26200147,0.8613838
0.31856987,0.68609063
0.28329957,0.68144146
0.31255612,0.73927976
0.26718075,0.53880444
0.27888087,0.78495071
0.28336109,0.63043935
0.21708439,0.780465
0.32101557,0.56303384
0.28772381,0.61891013
0.29111408,0.6182877
0.20271435,0.67479656
0.287843,0.59309987
0.28124419,0.65093768
0.22169835,0.71462989
0.32860986,0.79592173
0.27693044,0.50706317
0.2299293,0.75144482
0.1677048,0.59282227
0.23889495,0.91927151
0.27291264,0.79383074
0.23858919,0.73685893
0.22281096,0.73538952
0.24944165,0.72505114
0.31933673,0.49819708
0.23207459,0.92062239
0.29903649,0.45561765
0.29199199,0.69373007
0.30087571,0.79388653
0.26372401,0.53276345
0.35096876,0.84695446
0.32071211,0.59109578
0.22116608,0.7647555
0.29697107,0.54299305
0.29669362,0.5071002
0.29513299,0.49883618
0.2467721,0.71862161
0.29130691,0.64957296
0.27423859,0.71137789
0.29459717,0.54050063
0.22330238,0.71118624
0.30604726,0.50556119
0.25777719,0.94531097
0.25162313,0.93642052
0.22102642,0.74739511
0.21383475,0.81994085
0.20876505,0.80938812
0.33031276,0.63928273
0.29419685,0.61719883
0.34964663,0.93747538
0.28191039,0.77070936
0.28966338,0.56323281
0.29812933,0.51580704
0.25729626,0.62809885
0.23653641,0.59146563
0.24073274,0.59422207
0.22710103,0.68360432
0.20138394,0.78175652
0.32339874,0.70147983
0.27602785,0.92916249
0.26390217,0.95157147
0.29349114,0.48496459
0.2953839,0.43489417
0.19253765,0.9405869
0.34302226,0.37536206
0.22079461,0.89561227
0.37571472,0.37951512
0.35370352,0.62737128
0.23434126,0.73291804
0.19415701,0.79698508
0.36875974,0.67578262
0.19415656,0.72423766
0.22422511,0.54821831
0.26481464,0.57223726
0.25770489,0.7412079
0.29624812,0.68858529
0.27028037,0.7617092
0.29381937,0.75791041
0.31800008,0.61814797
0.23930877,0.86704297
0.32282092,0.67134557
0.2999598,0.50506579
0.24445485,0.80362794
0.26679957,0.69802861
0.26808956,0.74673616
0.31222115,0.51480026
0.27498865,0.78975268
0.25008565,0.77827469
0.33852219,0.5986585
0.22795409,0.70616123
0.36224706,0.48134562
0.19947219,0.5794385
0.28223294,0.85630976
0.22712694,0.45112951
0.24774049,0.44605954
0.2526246,0.90605558
0.2747621,0.91564468
0.3063773,0.92507257
0.27209806,0.83192095
0.28684693,0.59661649
0.27028316,0.64333648
0.31431272,0.79683458
0.36210099,0.60206533
0.24055089,0.8144519
0.29520873,0.48434496
0.25610483,0.58770861
0.36992557,0.85048906
0.22366863,0.61555916
0.31034904,0.82271725
0.27546413,0.53356106
0.25913483,0.94808219
0.30402383,0.48490899
0.28230286,0.76835324
0.24885432,0.67464553
0.25421381,0.66091134
0.3358511,0.78875531
0.23731337,0.66217309
0.31435202,0.61390037
0.20421952,0.83065206
0.40245593,0.82530406
0.33649229,0.45160946
0.19259497,0.91669896
0.25817734,0.91831775
0.23385562,0.85576683
0.31449356,0.57644771
0.22176123,0.98466783
0.23409483,0.97543809
0.31769889,0.44306863
0.41940816,0.83462409
0.38597151,0.78908005
0.26545071,0.6624915
0.28273621,0.82095126
0.29184362,0.90291178
0.3321149,0.77781513
0.24357279,0.77254191
0.36309841,0.73716448
0.27088663,0.53281109
0.31954705,0.76974459
0.2704676,0.49527696
0.27675966,0.66739385
0.26008978,0.72875961
0.27015485,0.82416692
0.2557011,0.83843074
0.22520715,0.74861733
0.24655708,0.68130723
0.31002,0.64863072
0.34435091,0.39156782
0.27325916,0.70794153
0.26754138,0.53490237
0.23087615,0.85766167
0.22273106,0.74049416
0.29408593,0.8897303
0.27668745,0.61147416
0.22247289,0.87154236
0.31581274,0.49432024
0.26222644,0.79983622
0.2813678,0.71177075
0.25416298,0.7994532
0.29260994,0.91231352
0.22013574,0.60915867
0.34137705,0.89103774
0.25238389,0.83848419
0.31460541,0.58565529
0.3116695,0.52629696
0.22118012,0.74576706
0.29913052,0.73742152
0.23542113,0.62964037
0.26941063,0.82977685
0.24233597,0.73991314
0.28118528,0.65798197
0.27936755,0.69792784
0.2298657,0.59210187
0.22339865,0.81809775
0.25602905,0.73705291
0.38543429,0.46893813
0.16837833,0.7644518
0.5001688,0.58212688
0.18140008,0.85326604
0.33879722,0.69673506
0.33805227,0.63648896
0.28522044,0.72330709
0.3650259,0.43875505
0.33814219,0.49567474
0.25652619,0.87890066
0.21450546,0.71417489
0.28942515,0.62255108
0.2655799,0.4408673
0.31253095,0.8040953
0.28198372,0.83115019
0.3604847,0.830036
0.18963467,0.91286655
0.24207459,0.9194752
0.32823602,0.57940652
0.25068511,0.5129937
0.28620982,0.60319296
0.25000203,0.77752862
0.31697376,0.55096344
0.27814715,0.86756248
0.32446895,0.8230712
0.22446999,0.62833573
0.33849585,0.52394659
0.25984201,0.63660454
0.23704491,0.77042751
0.35862277,0.85399916
0.28468147,0.45199402
0.31409585,0.84201819
0.26748895,0.46063681
0.22243321,0.73196027
0.26881145,0.89681834
0.25822662,0.57702472
0.2673535,0.75649436
0.27462786,0.91853804
0.23599202,0.39826133
0.32331309,0.95031843
0.23439871,0.64114881
0.24848189,0.75182994
0.35814995,0.65071934
0.31067989,0.68519145
0.25798206,0.87672651
0.31979304,0.59959004
0.24423303,0.73273614
0.2657841,0.64223749
0.28712411,0.57346552
0.23743222,0.59818696
0.26355256,0.70081118
0.2419585,0.75360598
0.36969527,0.55313723
0.39153835,0.74024853
0.26983662,0.83796971
0.25543497,0.60856252
0.35474807,0.89997744
0.2655888,0.82402409
0.28082659,0.44297739
0.30058775,0.77786415
0.32677239,0.42895642
0.29498258,0.51870423
0.23907667,0.87272209
0.23261615,0.9439214
0.29493543,0.45498384
0.27566088,0.65330226
0.25896834,0.50448167
0.27725019,0.94911389
0.25299168,0.84654272
0.24142849,0.89499612
0.28440416,0.49539093
0.27114984,0.93492452
0.21978249,0.72610419
0.32385193,0.75592708
0.28041636,0.60372228
0.27197507,0.81833189
0.29708886,0.79149556
0.31086894,0.59251406
0.31121295,0.82502463
0.2497914,0.64532655
0.27530845,0.60534543
0.28485575,0.61239655
0.26125028,0.83004829
0.3418634,0.58939865
0.23829566,0.80063474
0.25567761,0.77635602
0.31127299,0.71553917
0.22165932,0.80183652
0.20093382,0.97501871
0.31003236,0.36770736
0.2817707,0.47558234
0.27682354,0.51772332
0.27982415,0.50268351
0.38260127,0.67533819
0.21436503,0.91928471
0.3279174,0.5229599
0.36604033,0.58345051
0.24354196,0.79412899
0.30849148,0.57705897
0.18530213,0.78080639
0.33221223,0.51557265
0.24784382,0.56317817
0.33821324,0.62850433
0.23588568,0.71233214
0.3645294,0.50178621
0.23513566,0.85316009
0.23337003,0.91000165
0.3625544,0.42993099
0.21732084,0.72932893
0.29384502,0.56832219
0.21915762,0.76986524
0.3293871,0.65440561
0.2299823,0.66494071
0.32971103,0.78787623
0.36927436,0.83196212
0.21928734,0.7487524
0.41122846,0.70959953
0.34213287,0.41031288
0.29415658,0.82836857
0.27612954,0.55401461
0.29805626,0.88805994
0.28582987,0.59183222
0.28195166,0.83840996
0.20184778,0.6165542
0.3562033,0.86602161
0.24016998,0.63585615
0.30065432,0.81313437
0.21917522,0.57704792
0.32100959,0.87976282
0.28486282,0.83713529
0.3765363,0.8714541
0.21979548,0.83387302
0.304095,0.68764909
0.29525264,0.61033293
0.23090369,0.6552632
0.22262008,0.53515875
0.21640505,0.68765859
0.28350132,0.89245589
0.28431242,0.69861373
0.29310326,0.80803024
0.20112273,0.59456488
0.23084005,0.82920793
0.30790081,0.66674709
0.27519679,0.76459048
0.24335785,0.79573601
0.3384839,0.79358966
0.23015344,0.8349031
0.30558349,0.59952681
0.28526045,0.85359067
0.24722899,0.81446176
0.25770853,0.82966021
0.2844052,0.60122571
0.22086282,0.59342616
0.23962677,0.46303001
0.40921849,0.89346334
0.18057887,0.80122722
0.29343314,0.91649337
0.30225543,0.55143456
0.31013005,0.73953682
0.26952678,0.87109258
0.30669655,0.60580054
0.25449811,0.47590383
0.2296893,0.83257513
0.25410992,0.66741674
0.29503391,0.70992517
0.29906389,0.63639474
0.2142302,0.92642099
0.22972317,0.88942123
0.32290704,0.41284387
0.26766787,0.82156134
0.25469036,0.87930605
0.32278705,0.58245512
0.25778156,0.84990971
0.33441329,0.64880644
0.38275639,0.52401926
0.29914865,0.52165236
0.25454007,0.54747207
0.26921657,0.92146124
0.27341104,0.91165512
0.26189187,0.87451919
0.38561723,0.74207828
0.22035489,0.53593893
0.32001346,0.89750492
0.23414125,0.67095661
0.32817123,0.70877913
0.21225879,0.77277769
0.27533085,0.67258164
0.2518727,0.70346533
0.2276345,0.79577898
0.28248576,0.62133629
0.29934857,0.84107752
0.30538475,0.84542309
0.24702486,0.88513203
0.26342551,0.87421404
0.2776736,0.58620722
0.35482713,0.84945313
0.24660194,0.69260806
0.31296986,0.66733546
0.29137962,0.73206724
0.25510166,0.56547709
0.26504736,0.50441029
0.25618171,0.84437335
0.24351979,0.47316797
0.29153215,0.85704549
0.22731903,0.72434802
0.35673192,0.59315532
0.33773731,0.60234149
0.27938813,0.91886636
0.23608722,0.59337223
0.25748647,0.88794434
0.27955456,0.56999068
0.32262874,0.8778271
0.29369663,0.8117752
0.27156722,0.73363963
0.27154436,0.64704289
0.24662149,0.9417471
0.23656953,0.76166049
0.26457428,0.80337088
0.22415057,0.83230291
0.32468584,0.52775954
0.22056896,0.6228944
0.25786666,0.77817027
0.31553659,0.53404362
0.25293188,0.73182894
0.31900055,0.5699363
0.25691977,0.73113809
0.25253365,0.72076162
0.27439189,0.49211378
0.23781033,0.43311823
0.28143272,0.8356905
0.31948645,0.72613616
0.25808705,0.77723616
0.2243157,0.77808586
0.26066863,0.83489356
0.27146335,0.66216114
0.22482601,0.80258155
0.24314185,0.48236906
0.25978079,0.83462039
0.25730686,0.63852589
0.23273204,0.51976735
0.25876805,0.64761767
0.2707414,0.63340382
0.26902572,0.89266104
0.28825097,0.67964526
0.19955049,0.76757285
0.28014635,0.47413668
0.23650066,0.70155762
0.26608441,0.63534572
0.20904214,0.85783471
0.36710425,0.38443582
0.22842255,0.82027631
0.22109131,0.8002834
0.24622896,0.8724983
0.21844413,0.84820535
0.29468096,0.5930704
0.23926767,0.57783655
0.39500296,0.72565412
0.20661897,0.72450161
0.22384949,0.7436258
0.29886726,0.56530247
0.37428831,0.42778492
0.36287824,0.57937539
0.18590305,0.71829842
0.27309763,0.80215427
0.27120697,0.74391985
0.25164092,0.70175029
0.18601306,0.85677358
0.33767088,0.71464368
0.24180486,0.61552299
0.2643311,0.69773931
0.33668089,0.82860667
0.19682069,0.70271691
0.27945671,0.76601134
0.29774786,0.60950183
0.35342127,0.61250361
0.33138173,0.51569879
0.30267562,0.73330639
0.30828821,0.71438414
0.286693,0.76643159
0.29599478,0.69499159
0.2488708,0.74243084
0.23471397,0.89808127
0.26464834,0.50443236
0.25777036,0.49047195
0.29339792,0.60034086
0.30420212,0.59981511
0.32255228,0.60185243
0.31180065,0.36865947
0.21459183,0.69434591
0.19825431,0.63856987
0.18070299,0.80931616
0.27135838,0.73552503
0.25271733,0.72454937
0.30162201,0.68433325
0.30300047,0.75793021
0.24195261,0.80713236
0.37604357,0.59427922
0.25657718,0.32071631
0.28909559,0.88788109
0.27025856,0.52246563
0.27895937,0.68703012
0.28456911,0.47801105
0.28520982,0.92804108
0.27672141,0.92289896
0.27942688,0.94814257
0.25697883,0.5656822
0.21853822,0.74218882
0.43248238,0.40777889
0.1783398,0.80078346
0.38847998,0.92765297
0.22536116,0.79569474
0.26805211,0.94563506
0.26934697,0.55998733
0.27247737,0.99219865
0.28092329,0.946127
0.22878936,0.67896098
0.4524728,0.48476376
0.29680565,0.69495637
0.33593265,0.80782859
0.2592496,0.69436468
0.22531159,0.81747395
0.24548715,0.70669833
0.19520433,0.83955547
0.18678006,0.81968759
0.22460309,0.66142491
0.22946884,0.81559828
0.2362122,0.82965322
0.2652615,0.78392383
0.23928343,0.66217914
0.28272363,0.64575621
0.21156028,0.62203822
0.28675039,0.50979079
0.21324262,0.71573579
0.30043377,0.86387314
0.24026371,0.51220102
0.21247736,0.70392689
0.27419037,0.63258403
0.26037877,0.89562135
0.24883113,0.76056546
0.33804433,0.56712403
0.33865308,0.38637997
0.22507125,0.76102015
0.22442385,0.51911676
0.20438848,0.58238307
0.30820998,0.63646186
0.2503984,0.74096095
0.39579481,0.73805922
0.23538034,0.59503227
0.32967897,0.8288866
0.27137557,0.72316785
0.32334447,0.48635413
0.36606703,0.63055816
0.22545955,0.67727313
0.28918576,0.60349144
0.22424178,0.63131535
0.29341712,0.77934359
0.2311505,0.6038348
0.25906641,0.89029786
0.20673937,0.68202959
0.29154899,0.72624143
0.37798291,0.6356061
0.37106549,0.5339092
0.30990636,0.81740512
0.25750512,0.56059396
0.26411129,0.70448178
0.23560499,0.59505159
0.26602515,0.87326501
0.291165,0.56978111
0.30135481,0.65119216
0.20509331,0.60239125
0.2459028,0.9418021
0.26588947,0.97067029
0.19567353,0.90094717
0.27628843,0.90561952
0.25499359,0.87135442
0.2631928,0.68498016
0.25270562,0.70897056
0.31793947,0.72093629
0.24840829,0.52349637
0.33883045,0.64536636
0.32174328,0.71494
0.26343707,0.83832954
0.30664753,0.82764605
0.36073443,0.7667754
0.29517342,0.63429613
0.24381575,0.55190509
0.25135388,0.69790934
0.26079036,0.63232103
0.2337885,0.67666253
0.24007765,0.90385598
0.23381424,0.78115419
0.33426552,0.73575588
0.39385509,0.39304696
0.25386257,0.79081231
0.20950448,0.72034253
0.31203463,0.60735861
0.23970955,0.74808763
0.26581507,0.74515296
0.20422356,0.75449246
0.31310522,0.82472407
0.27314363,0.68735657
0.2754198,0.88384754
0.21927446,0.808931
0.31332104,0.47879102
0.31648843,0.52075627
0.26128191,0.86626481
0.27448855,0.76399568
0.26744249,0.83554023
0.32796693,0.7330168
0.21514661,0.59900505
0.28548258,0.65043895
0.28521419,0.47227519
0.28397282,0.72864826
0.22363478,0.71692144
0.39789396,0.63020798
0.36017103,0.65764214
0.2540039,0.74484033
0.26455596,0.51997508
0.37556497,0.6152118
0.25163663,0.82475659
0.30091042,0.44317704
0.24626541,0.72880587
0.30630771,0.76513291
0.26239623,0.70121169
0.2440658,0.81443182
0.23322225,0.6215377
0.2321888,0.8059075
0.21056192,0.75171382
0.26749827,0.8236189
0.22097596,0.60487739
0.24892969,0.82402464
0.25873244,0.58908059
0.3165204,0.78295984
0.40193116,0.75153603
0.21031598,0.7570505
0.39302424,0.63873104
0.30189899,0.39355822
0.21323815,0.94413456
0.22457382,0.96140464
0.1942081,0.79080698
0.22802619,0.9303516
0.23913653,0.63703534
0.25493294,0.84253812
0.21118411,0.56321621
0.32982861,0.67865035
0.24119523,0.5384831
0.24051929,0.84401911
0.29405919,0.48839912
0.33775516,0.60359734
0.31353467,0.71536777
0.26338014,0.53281576
0.31759629,0.66190848
0.27876542,0.64487058
0.28105547,0.65637156
0.21126173,0.7053495
0.24296795,0.71203964
0.27510691,0.67593123
0.25876542,0.61201442
0.27911288,0.80284555
0.28173341,0.51660943
0.28216468,0.50933206
0.28075289,0.54568434
0.32008858,0.75145976
0.28298103,0.78394181
0.27688502,0.67214481
0.22555846,0.69427977
0.25319982,0.50889773
0.22347265,0.78123943
0.2500014,0.59128071
0.25128661,0.68492786
0.25591216,0.7441954
0.28020923,0.71978333
0.24867375,0.52840924
0.23048356,0.81622465
0.32167916,0.52594935
0.21906845,0.86121699
0.28743605,0.73637256
0.24957513,0.82744784
0.23828966,0.87582101
0.25518509,0.87453539
0.24003322,0.71060269
0.22386438,0.62037636
0.28628184,0.63914608
0.33383313,0.66895632
0.34020734,0.77969971
0.33580991,0.59392172
0.31480953,0.67101443
0.27110603,0.90467144
0.27051166,0.77241431
0.22863505,0.82115861
0.25164022,0.92999911
0.23446917,0.93019503
0.33361715,0.60560396
0.34455398,0.75084517
0.2461812,0.8650544
0.32176397,0.43183072
0.33428287,0.51125628
0.24866669,0.64042498
0.31329307,0.53501001
0.31800832,0.5362171
0.29600635,0.83980661
0.23863717,0.55149475
0.28682755,0.61258836
0.27468844,0.45032482
0.25931772,0.5705952
0.30202121,0.78182642
0.31252,0.5051479
0.28793618,0.75870891
0.30499844,0.83149779
0.30341763,0.7059094
0.28447225,0.80161676
0.27353171,0.63412309
0.27521364,0.83013874
0.25992572,0.60111126
0.22845429,0.92710952
0.32605352,0.50353971
0.25227122,0.64776255
0.19436125,0.79596439
0.31196397,0.8432225
0.25518813,0.76363668
0.22175883,0.41988475
0.28451824,0.82444831
0.28766634,0.85692026
0.3074189,0.71752115
0.33559677,0.69551006
0.26591551,0.45508748
0.273852,0.86409733
0.23973544,0.87524305
0.26646743,0.87302563
0.22969797,0.73487732
0.22159231,0.70996343
0.35600761,0.55783297
0.21318499,0.86137719
0.26840689,0.85516674
0.2522605,0.64298957
0.23607917,0.60084208
0.22357357,0.57088819
0.21260438,0.84057811
0.38969681,0.47520942
0.28991039,0.77818865
0.32355953,0.8372217
0.36292027,0.60884921
0.37958392,0.48895277
0.32077964,0.79867016
0.29155286,0.68356711
0.31239959,0.76529822
0.2755131,0.54396079
0.23881025,0.79209927
0.24648136,0.73336304
0.43004827,0.47890318
0.26841972,0.63800928
0.27273538,0.82231735
0.26702474,0.55372898
0.25919023,0.72871173
0.30022465,0.72971324
0.35974528,0.57167811
0.2926984,0.53340833
0.33303594,0.66918355
0.31108505,0.79397091
0.24449982,0.58051834
0.33793893,0.88938382
0.23037494,0.64983356
0.26471177,0.82989247
0.24174182,0.5673411
0.26610153,0.61834498
0.21983412,0.61548038
0.27897649,0.66415835
